"trials","sub","times_studied","condition","correct","RT"
1,"sub06","once","neutral",1,2.03
2,"sub06","once","neutral",0,1.7
3,"sub06","once","neutral",1,2.38
4,"sub06","once","emotional",0,2.35
5,"sub06","once","emotional",1,2.01
6,"sub06","once","emotional",1,1.36
7,"sub06","once","emotional",0,2.31
8,"sub06","once","emotional",0,1.16
9,"sub06","once","emotional",1,1.76
10,"sub06","once","emotional",1,1.7
11,"sub06","once","emotional",1,1.48
12,"sub06","once","neutral",1,1.63
13,"sub06","once","neutral",1,1.68
14,"sub06","once","emotional",1,1.24
15,"sub06","once","emotional",0,2.13
16,"sub06","once","neutral",1,1.63
17,"sub06","once","emotional",1,1.41
18,"sub06","once","emotional",1,2.09
19,"sub06","once","neutral",0,2.02
20,"sub06","once","emotional",1,1.34
21,"sub06","once","emotional",1,1.58
22,"sub06","once","emotional",0,2.27
23,"sub06","once","emotional",0,2.05
24,"sub06","once","neutral",1,1.62
25,"sub06","once","emotional",0,2.31
26,"sub06","once","neutral",0,1.34
27,"sub06","once","neutral",0,2.25
28,"sub06","once","neutral",1,1.69
29,"sub06","once","emotional",1,1.91
30,"sub06","once","emotional",1,1.91
31,"sub06","once","neutral",1,1.51
32,"sub06","once","emotional",1,1.02
33,"sub06","once","emotional",1,1.02
34,"sub06","once","neutral",1,1.78
35,"sub06","once","neutral",1,1.5
36,"sub06","once","emotional",1,2.04
37,"sub06","once","neutral",1,1.66
38,"sub06","once","emotional",1,2.39
39,"sub06","once","neutral",0,2.34
40,"sub06","once","neutral",1,2.1
41,"sub06","once","emotional",1,1.31
42,"sub06","once","neutral",0,1.96
43,"sub06","once","emotional",1,1.61
44,"sub06","once","emotional",1,1.49
45,"sub06","once","emotional",0,1.78
46,"sub06","once","emotional",0,1.73
47,"sub06","once","emotional",1,2.32
48,"sub06","once","neutral",1,1.72
49,"sub06","once","neutral",1,1.39
50,"sub06","once","neutral",1,1.98
51,"sub06","once","neutral",0,1.99
52,"sub06","once","emotional",0,2.15
53,"sub06","once","emotional",1,1.64
54,"sub06","once","neutral",0,2.08
55,"sub06","once","neutral",1,2.15
56,"sub06","once","emotional",0,1.22
57,"sub06","once","neutral",1,1.66
58,"sub06","once","neutral",1,1.95
59,"sub06","once","neutral",0,2.06
60,"sub06","once","emotional",1,1.45
61,"sub06","once","neutral",1,1.42
62,"sub06","once","emotional",1,2.32
63,"sub06","once","neutral",1,2.04
64,"sub06","once","neutral",0,2.1
65,"sub06","once","emotional",1,2.19
66,"sub06","once","emotional",0,1.77
67,"sub06","once","neutral",1,1.81
68,"sub06","once","emotional",0,2.2
69,"sub06","once","neutral",0,1.55
70,"sub06","once","neutral",0,1.88
71,"sub06","once","emotional",0,1.59
72,"sub06","once","neutral",0,2.3
73,"sub06","once","emotional",1,1.85
74,"sub06","once","neutral",1,1.9
75,"sub06","once","emotional",1,2.37
76,"sub06","once","emotional",1,2.38
77,"sub06","once","neutral",1,1.51
78,"sub06","once","neutral",1,1.45
79,"sub06","once","neutral",1,1.94
80,"sub06","once","neutral",1,2.09
81,"sub06","once","neutral",0,2.31
82,"sub06","once","neutral",1,1.75
83,"sub06","once","neutral",1,2.35
84,"sub06","once","neutral",0,1.38
85,"sub06","once","emotional",1,1.68
86,"sub06","once","neutral",0,1.38
87,"sub06","once","neutral",1,1.83
88,"sub06","once","emotional",0,1.37
89,"sub06","once","neutral",1,1.79
90,"sub06","once","emotional",1,1.45
91,"sub06","once","neutral",1,1.93
92,"sub06","once","emotional",1,1.48
93,"sub06","once","emotional",1,1.4
94,"sub06","once","neutral",0,2.41
95,"sub06","once","emotional",1,2.21
96,"sub06","once","neutral",0,2.16
97,"sub06","once","neutral",1,2.22
98,"sub06","once","emotional",1,1.08
99,"sub06","once","emotional",1,1.05
100,"sub06","once","emotional",1,1.39
