"trials","sub","times_studied","condition","correct","RT"
1,"sub29","twice","emotional",0,2
2,"sub29","twice","neutral",0,1.99
3,"sub29","twice","neutral",0,1.43
4,"sub29","twice","neutral",0,1.93
5,"sub29","twice","emotional",0,1.98
6,"sub29","twice","emotional",1,1.06
7,"sub29","twice","emotional",1,1.15
8,"sub29","twice","emotional",1,1.89
9,"sub29","twice","emotional",1,2.07
10,"sub29","twice","neutral",1,1.79
11,"sub29","twice","emotional",0,2.14
12,"sub29","twice","emotional",1,2.13
13,"sub29","twice","neutral",1,1.68
14,"sub29","twice","neutral",0,2.22
15,"sub29","twice","emotional",1,2.01
16,"sub29","twice","neutral",0,1.96
17,"sub29","twice","emotional",1,1.7
18,"sub29","twice","neutral",0,2.11
19,"sub29","twice","emotional",1,1.74
20,"sub29","twice","emotional",1,1.26
21,"sub29","twice","emotional",1,1.14
22,"sub29","twice","neutral",0,1.15
23,"sub29","twice","emotional",1,1.15
24,"sub29","twice","emotional",0,1.36
25,"sub29","twice","neutral",1,1.15
26,"sub29","twice","neutral",1,1.1
27,"sub29","twice","emotional",1,1.91
28,"sub29","twice","neutral",0,1.6
29,"sub29","twice","emotional",0,1.45
30,"sub29","twice","emotional",1,1.52
31,"sub29","twice","neutral",1,1.13
32,"sub29","twice","emotional",0,1.59
33,"sub29","twice","emotional",1,1.05
34,"sub29","twice","neutral",0,2.1
35,"sub29","twice","emotional",1,1.68
36,"sub29","twice","neutral",0,1.94
37,"sub29","twice","emotional",1,1.81
38,"sub29","twice","emotional",1,2.11
39,"sub29","twice","neutral",1,1.76
40,"sub29","twice","neutral",1,2.12
41,"sub29","twice","neutral",1,1.3
42,"sub29","twice","neutral",0,1.67
43,"sub29","twice","neutral",1,1.76
44,"sub29","twice","emotional",1,1.69
45,"sub29","twice","neutral",1,2.28
46,"sub29","twice","neutral",1,1.44
47,"sub29","twice","neutral",1,2.24
48,"sub29","twice","neutral",1,1.63
49,"sub29","twice","neutral",0,2.15
50,"sub29","twice","neutral",1,1.22
51,"sub29","twice","neutral",1,1.84
52,"sub29","twice","emotional",0,1.3
53,"sub29","twice","neutral",1,1.75
54,"sub29","twice","emotional",1,1.06
55,"sub29","twice","emotional",0,2.08
56,"sub29","twice","emotional",1,1.12
57,"sub29","twice","neutral",1,1.41
58,"sub29","twice","emotional",0,1.95
59,"sub29","twice","emotional",1,1.85
60,"sub29","twice","emotional",1,1.37
61,"sub29","twice","neutral",1,1.37
62,"sub29","twice","emotional",1,1.98
63,"sub29","twice","emotional",1,1.76
64,"sub29","twice","emotional",1,1.66
65,"sub29","twice","neutral",0,1.84
66,"sub29","twice","neutral",1,1.37
67,"sub29","twice","neutral",1,1.21
68,"sub29","twice","neutral",0,2.11
69,"sub29","twice","emotional",1,1.12
70,"sub29","twice","neutral",0,1.64
71,"sub29","twice","neutral",1,1.31
72,"sub29","twice","neutral",0,1.76
73,"sub29","twice","neutral",1,1.3
74,"sub29","twice","neutral",1,1.1
75,"sub29","twice","emotional",1,1.08
76,"sub29","twice","neutral",1,2
77,"sub29","twice","emotional",0,1.08
78,"sub29","twice","emotional",0,1.54
79,"sub29","twice","emotional",1,1.2
80,"sub29","twice","neutral",0,1.73
81,"sub29","twice","neutral",1,2.26
82,"sub29","twice","neutral",1,1.67
83,"sub29","twice","emotional",1,1.91
84,"sub29","twice","emotional",0,1.26
85,"sub29","twice","neutral",1,1.59
86,"sub29","twice","emotional",1,1.17
87,"sub29","twice","neutral",1,1.8
88,"sub29","twice","emotional",1,1.15
89,"sub29","twice","neutral",1,1.88
90,"sub29","twice","emotional",1,1.58
91,"sub29","twice","emotional",1,1.54
92,"sub29","twice","emotional",1,1.83
93,"sub29","twice","emotional",1,1.59
94,"sub29","twice","neutral",1,1.49
95,"sub29","twice","emotional",1,1.22
96,"sub29","twice","neutral",0,1.14
97,"sub29","twice","emotional",1,1.79
98,"sub29","twice","neutral",1,1.52
99,"sub29","twice","neutral",0,1.97
100,"sub29","twice","emotional",0,2.19
