"trials","sub","times_studied","condition","correct","RT"
1,"sub25","twice","neutral",1,1.48
2,"sub25","twice","neutral",1,2.07
3,"sub25","twice","neutral",0,1.88
4,"sub25","twice","neutral",1,1.68
5,"sub25","twice","emotional",1,1.81
6,"sub25","twice","neutral",1,2.08
7,"sub25","twice","emotional",1,2.01
8,"sub25","twice","emotional",0,1.96
9,"sub25","twice","emotional",1,1.43
10,"sub25","twice","neutral",1,1.69
11,"sub25","twice","emotional",1,1.03
12,"sub25","twice","neutral",1,1.86
13,"sub25","twice","emotional",1,1.07
14,"sub25","twice","emotional",1,1.3
15,"sub25","twice","neutral",0,1.37
16,"sub25","twice","emotional",1,1.39
17,"sub25","twice","neutral",0,1.66
18,"sub25","twice","emotional",1,1.45
19,"sub25","twice","emotional",1,1.47
20,"sub25","twice","neutral",1,2.06
21,"sub25","twice","neutral",0,1.37
22,"sub25","twice","neutral",1,2.22
23,"sub25","twice","emotional",0,2.14
24,"sub25","twice","emotional",0,1.72
25,"sub25","twice","neutral",1,2.22
26,"sub25","twice","emotional",1,1.35
27,"sub25","twice","emotional",0,1.09
28,"sub25","twice","emotional",1,1.6
29,"sub25","twice","emotional",1,1.81
30,"sub25","twice","emotional",1,1.98
31,"sub25","twice","neutral",1,1.77
32,"sub25","twice","neutral",1,1.79
33,"sub25","twice","emotional",1,1.63
34,"sub25","twice","neutral",1,1.25
35,"sub25","twice","neutral",0,1.98
36,"sub25","twice","neutral",1,1.55
37,"sub25","twice","emotional",1,2.09
38,"sub25","twice","emotional",1,1.13
39,"sub25","twice","neutral",0,1.84
40,"sub25","twice","emotional",1,1.27
41,"sub25","twice","neutral",1,1.62
42,"sub25","twice","emotional",0,1.65
43,"sub25","twice","neutral",1,1.83
44,"sub25","twice","neutral",0,1.12
45,"sub25","twice","emotional",1,1.95
46,"sub25","twice","emotional",1,1.17
47,"sub25","twice","neutral",1,2.13
48,"sub25","twice","neutral",0,1.15
49,"sub25","twice","emotional",1,2.11
50,"sub25","twice","emotional",1,1.66
51,"sub25","twice","neutral",1,1.65
52,"sub25","twice","neutral",1,1.61
53,"sub25","twice","emotional",1,1.22
54,"sub25","twice","neutral",0,1.57
55,"sub25","twice","emotional",1,2.16
56,"sub25","twice","emotional",0,1.86
57,"sub25","twice","neutral",1,2.09
58,"sub25","twice","emotional",1,1.14
59,"sub25","twice","neutral",1,2.04
60,"sub25","twice","neutral",1,1.41
61,"sub25","twice","emotional",1,1.16
62,"sub25","twice","emotional",1,1.27
63,"sub25","twice","neutral",1,1.67
64,"sub25","twice","emotional",1,2.08
65,"sub25","twice","emotional",0,1.74
66,"sub25","twice","neutral",1,2.18
67,"sub25","twice","neutral",1,2.21
68,"sub25","twice","neutral",1,1.86
69,"sub25","twice","emotional",1,1.67
70,"sub25","twice","emotional",1,2.01
71,"sub25","twice","emotional",1,1.67
72,"sub25","twice","emotional",1,1.16
73,"sub25","twice","neutral",0,1.64
74,"sub25","twice","neutral",1,1.24
75,"sub25","twice","neutral",1,1.61
76,"sub25","twice","emotional",1,1.36
77,"sub25","twice","emotional",1,1.53
78,"sub25","twice","neutral",1,2.11
79,"sub25","twice","emotional",1,1.9
80,"sub25","twice","emotional",1,2.04
81,"sub25","twice","neutral",1,2.16
82,"sub25","twice","neutral",0,1.55
83,"sub25","twice","neutral",1,1.93
84,"sub25","twice","emotional",1,1.15
85,"sub25","twice","neutral",1,1.49
86,"sub25","twice","emotional",1,1.9
87,"sub25","twice","neutral",0,2
88,"sub25","twice","neutral",1,2.08
89,"sub25","twice","emotional",0,1.59
90,"sub25","twice","neutral",1,1.9
91,"sub25","twice","neutral",0,1.14
92,"sub25","twice","neutral",1,2.14
93,"sub25","twice","emotional",1,1.3
94,"sub25","twice","emotional",1,1.8
95,"sub25","twice","neutral",0,2.07
96,"sub25","twice","neutral",1,2.18
97,"sub25","twice","emotional",0,1.51
98,"sub25","twice","neutral",1,1.92
99,"sub25","twice","emotional",1,1.86
100,"sub25","twice","emotional",1,1.27
