"trials","sub","times_studied","condition","correct","RT"
1,"sub17","twice","emotional",1,1.65
2,"sub17","twice","emotional",0,2.12
3,"sub17","twice","neutral",0,2.09
4,"sub17","twice","emotional",0,1.67
5,"sub17","twice","emotional",1,2.11
6,"sub17","twice","neutral",1,1.64
7,"sub17","twice","neutral",1,1.82
8,"sub17","twice","emotional",1,1.43
9,"sub17","twice","neutral",1,2.19
10,"sub17","twice","emotional",1,1.35
11,"sub17","twice","emotional",1,1.09
12,"sub17","twice","neutral",1,1.62
13,"sub17","twice","emotional",1,1.31
14,"sub17","twice","neutral",0,1.27
15,"sub17","twice","emotional",1,2.01
16,"sub17","twice","neutral",0,2.23
17,"sub17","twice","neutral",1,1.34
18,"sub17","twice","neutral",1,1.28
19,"sub17","twice","neutral",1,1.94
20,"sub17","twice","emotional",1,1.61
21,"sub17","twice","emotional",0,1.89
22,"sub17","twice","neutral",1,2.24
23,"sub17","twice","neutral",1,1.78
24,"sub17","twice","neutral",0,1.8
25,"sub17","twice","neutral",0,1.77
26,"sub17","twice","neutral",1,2.19
27,"sub17","twice","emotional",0,1.06
28,"sub17","twice","emotional",1,1.81
29,"sub17","twice","neutral",1,1.8
30,"sub17","twice","neutral",0,1.71
31,"sub17","twice","neutral",1,1.31
32,"sub17","twice","neutral",1,1.84
33,"sub17","twice","neutral",1,1.37
34,"sub17","twice","emotional",1,1.76
35,"sub17","twice","neutral",1,1.7
36,"sub17","twice","neutral",1,2.09
37,"sub17","twice","emotional",0,1.7
38,"sub17","twice","emotional",1,1.57
39,"sub17","twice","emotional",1,1.96
40,"sub17","twice","emotional",0,1.08
41,"sub17","twice","neutral",1,1.3
42,"sub17","twice","neutral",0,1.6
43,"sub17","twice","neutral",0,2.07
44,"sub17","twice","emotional",1,1.84
45,"sub17","twice","emotional",1,2.07
46,"sub17","twice","emotional",1,1.11
47,"sub17","twice","neutral",0,1.56
48,"sub17","twice","emotional",1,1.1
49,"sub17","twice","neutral",0,1.73
50,"sub17","twice","emotional",1,1.21
51,"sub17","twice","neutral",1,1.79
52,"sub17","twice","neutral",1,1.36
53,"sub17","twice","emotional",1,1.47
54,"sub17","twice","emotional",1,1.16
55,"sub17","twice","neutral",1,2
56,"sub17","twice","neutral",1,1.85
57,"sub17","twice","neutral",0,1.68
58,"sub17","twice","emotional",1,1.31
59,"sub17","twice","emotional",0,1.43
60,"sub17","twice","emotional",1,1.51
61,"sub17","twice","emotional",0,1.3
62,"sub17","twice","neutral",1,1.52
63,"sub17","twice","emotional",1,1.34
64,"sub17","twice","emotional",1,1.13
65,"sub17","twice","neutral",1,1.39
66,"sub17","twice","neutral",0,2.15
67,"sub17","twice","neutral",0,2.3
68,"sub17","twice","emotional",1,1.3
69,"sub17","twice","emotional",0,2.07
70,"sub17","twice","emotional",0,1.65
71,"sub17","twice","neutral",1,1.18
72,"sub17","twice","neutral",1,1.18
73,"sub17","twice","emotional",1,1.53
74,"sub17","twice","emotional",0,1.2
75,"sub17","twice","neutral",1,1.64
76,"sub17","twice","emotional",1,1.45
77,"sub17","twice","neutral",1,1.77
78,"sub17","twice","neutral",0,1.9
79,"sub17","twice","emotional",1,1.84
80,"sub17","twice","neutral",1,1.61
81,"sub17","twice","neutral",1,1.81
82,"sub17","twice","emotional",1,1.61
83,"sub17","twice","neutral",1,1.94
84,"sub17","twice","neutral",1,2.28
85,"sub17","twice","emotional",0,1.02
86,"sub17","twice","emotional",1,1.82
87,"sub17","twice","emotional",1,1.24
88,"sub17","twice","emotional",1,2.07
89,"sub17","twice","neutral",1,1.9
90,"sub17","twice","emotional",0,1.41
91,"sub17","twice","emotional",1,1.91
92,"sub17","twice","emotional",1,1.02
93,"sub17","twice","neutral",1,1.68
94,"sub17","twice","neutral",1,1.39
95,"sub17","twice","neutral",1,1.76
96,"sub17","twice","emotional",1,1.81
97,"sub17","twice","emotional",1,1.42
98,"sub17","twice","emotional",1,1.09
99,"sub17","twice","neutral",1,1.55
100,"sub17","twice","emotional",0,1.98
