"trials","sub","times_studied","condition","correct","RT"
1,"sub05","once","neutral",1,1.59
2,"sub05","once","neutral",0,2.16
3,"sub05","once","emotional",1,1.22
4,"sub05","once","neutral",0,2.42
5,"sub05","once","neutral",0,2.09
6,"sub05","once","neutral",1,1.98
7,"sub05","once","neutral",0,1.34
8,"sub05","once","emotional",0,1.21
9,"sub05","once","emotional",1,1.26
10,"sub05","once","neutral",0,2.34
11,"sub05","once","emotional",1,1.54
12,"sub05","once","neutral",0,2.26
13,"sub05","once","emotional",1,1.19
14,"sub05","once","neutral",1,2.05
15,"sub05","once","emotional",1,1.81
16,"sub05","once","neutral",1,1.31
17,"sub05","once","emotional",1,2.22
18,"sub05","once","neutral",0,1.79
19,"sub05","once","neutral",1,1.98
20,"sub05","once","emotional",1,2.22
21,"sub05","once","neutral",0,1.35
22,"sub05","once","emotional",1,1.62
23,"sub05","once","emotional",1,2.34
24,"sub05","once","emotional",1,1.95
25,"sub05","once","emotional",1,1.02
26,"sub05","once","emotional",1,1.66
27,"sub05","once","neutral",0,2.1
28,"sub05","once","neutral",1,2.08
29,"sub05","once","neutral",1,2.06
30,"sub05","once","neutral",0,1.41
31,"sub05","once","emotional",0,1.14
32,"sub05","once","neutral",1,2.26
33,"sub05","once","neutral",1,1.57
34,"sub05","once","neutral",0,2.23
35,"sub05","once","neutral",1,1.94
36,"sub05","once","emotional",0,2.32
37,"sub05","once","emotional",0,1.58
38,"sub05","once","emotional",1,1.84
39,"sub05","once","emotional",1,2.22
40,"sub05","once","emotional",0,1.68
41,"sub05","once","emotional",1,1.12
42,"sub05","once","neutral",1,1.51
43,"sub05","once","neutral",0,1.78
44,"sub05","once","emotional",1,1.43
45,"sub05","once","emotional",1,2.02
46,"sub05","once","neutral",1,1.47
47,"sub05","once","neutral",1,1.59
48,"sub05","once","neutral",1,1.55
49,"sub05","once","emotional",1,2.2
50,"sub05","once","neutral",1,2.11
51,"sub05","once","emotional",0,1.15
52,"sub05","once","neutral",0,2.26
53,"sub05","once","emotional",1,2.2
54,"sub05","once","neutral",1,2.34
55,"sub05","once","emotional",1,1.63
56,"sub05","once","neutral",1,1.62
57,"sub05","once","emotional",1,1.46
58,"sub05","once","neutral",1,1.58
59,"sub05","once","emotional",1,1.34
60,"sub05","once","emotional",1,1.02
61,"sub05","once","emotional",0,1.45
62,"sub05","once","emotional",0,1.32
63,"sub05","once","emotional",1,1.11
64,"sub05","once","emotional",1,1.94
65,"sub05","once","neutral",0,1.41
66,"sub05","once","emotional",0,2.3
67,"sub05","once","neutral",1,1.31
68,"sub05","once","emotional",0,2.03
69,"sub05","once","emotional",1,2.04
70,"sub05","once","neutral",0,2.22
71,"sub05","once","neutral",1,2.28
72,"sub05","once","neutral",1,1.57
73,"sub05","once","neutral",1,2.41
74,"sub05","once","emotional",0,1.74
75,"sub05","once","neutral",0,1.31
76,"sub05","once","emotional",1,2.29
77,"sub05","once","emotional",0,2.04
78,"sub05","once","neutral",1,2.36
79,"sub05","once","neutral",1,1.99
80,"sub05","once","neutral",0,1.5
81,"sub05","once","emotional",0,1.2
82,"sub05","once","emotional",1,1.47
83,"sub05","once","neutral",1,1.36
84,"sub05","once","emotional",1,2.3
85,"sub05","once","neutral",1,1.48
86,"sub05","once","emotional",0,1.67
87,"sub05","once","emotional",0,2.09
88,"sub05","once","emotional",0,1.41
89,"sub05","once","neutral",0,1.98
90,"sub05","once","emotional",1,2
91,"sub05","once","emotional",0,1.04
92,"sub05","once","neutral",1,1.7
93,"sub05","once","emotional",1,1.1
94,"sub05","once","neutral",1,1.37
95,"sub05","once","emotional",0,1
96,"sub05","once","neutral",0,1.34
97,"sub05","once","neutral",0,1.64
98,"sub05","once","neutral",0,2.19
99,"sub05","once","emotional",1,2.22
100,"sub05","once","neutral",0,1.58
