"trials","sub","times_studied","condition","correct","RT"
1,"sub14","once","emotional",0,2.03
2,"sub14","once","emotional",0,1.1
3,"sub14","once","neutral",0,1.96
4,"sub14","once","emotional",1,2.06
5,"sub14","once","emotional",1,1.74
6,"sub14","once","emotional",1,1.22
7,"sub14","once","neutral",1,2.4
8,"sub14","once","neutral",0,2.34
9,"sub14","once","neutral",0,1.26
10,"sub14","once","emotional",1,1.16
11,"sub14","once","neutral",1,1.4
12,"sub14","once","neutral",1,1.98
13,"sub14","once","neutral",0,2.16
14,"sub14","once","emotional",0,1.75
15,"sub14","once","emotional",1,2.03
16,"sub14","once","emotional",1,1.1
17,"sub14","once","neutral",1,2.24
18,"sub14","once","emotional",1,1.5
19,"sub14","once","emotional",1,2.39
20,"sub14","once","emotional",1,1.72
21,"sub14","once","emotional",0,1.94
22,"sub14","once","emotional",0,1.25
23,"sub14","once","emotional",0,1.28
24,"sub14","once","neutral",1,1.28
25,"sub14","once","emotional",1,2.19
26,"sub14","once","neutral",0,2.43
27,"sub14","once","neutral",0,1.62
28,"sub14","once","neutral",1,1.57
29,"sub14","once","emotional",1,1.67
30,"sub14","once","emotional",1,1.79
31,"sub14","once","neutral",0,2.08
32,"sub14","once","emotional",1,1.06
33,"sub14","once","neutral",1,1.13
34,"sub14","once","emotional",0,2.12
35,"sub14","once","emotional",1,1.21
36,"sub14","once","neutral",1,1.31
37,"sub14","once","neutral",0,2.26
38,"sub14","once","emotional",0,2.28
39,"sub14","once","emotional",1,1.22
40,"sub14","once","neutral",1,1.2
41,"sub14","once","emotional",1,1.76
42,"sub14","once","neutral",1,1.22
43,"sub14","once","neutral",1,1.83
44,"sub14","once","emotional",1,2.22
45,"sub14","once","emotional",0,1.47
46,"sub14","once","neutral",1,2.21
47,"sub14","once","emotional",1,1.09
48,"sub14","once","emotional",1,2.2
49,"sub14","once","emotional",0,1.09
50,"sub14","once","neutral",1,2.32
51,"sub14","once","emotional",1,1.93
52,"sub14","once","emotional",0,1.94
53,"sub14","once","neutral",1,1.5
54,"sub14","once","emotional",1,1.06
55,"sub14","once","neutral",0,1.89
56,"sub14","once","emotional",0,1.53
57,"sub14","once","neutral",1,1.76
58,"sub14","once","emotional",0,2.3
59,"sub14","once","neutral",0,1.45
60,"sub14","once","neutral",0,2.44
61,"sub14","once","emotional",1,1.44
62,"sub14","once","neutral",1,1.54
63,"sub14","once","emotional",1,1.16
64,"sub14","once","neutral",1,1.88
65,"sub14","once","neutral",0,1.69
66,"sub14","once","neutral",1,1.61
67,"sub14","once","neutral",1,1.55
68,"sub14","once","emotional",1,1.77
69,"sub14","once","emotional",1,2.33
70,"sub14","once","emotional",1,1.58
71,"sub14","once","neutral",0,1.65
72,"sub14","once","emotional",0,1.81
73,"sub14","once","emotional",1,2.33
74,"sub14","once","neutral",1,1.74
75,"sub14","once","neutral",0,1.27
76,"sub14","once","neutral",0,2.04
77,"sub14","once","neutral",0,1.29
78,"sub14","once","emotional",1,1.14
79,"sub14","once","neutral",1,1.92
80,"sub14","once","emotional",1,1.08
81,"sub14","once","emotional",1,2.23
82,"sub14","once","neutral",0,1.73
83,"sub14","once","neutral",1,1.65
84,"sub14","once","neutral",1,1.98
85,"sub14","once","emotional",1,1.43
86,"sub14","once","neutral",1,1.56
87,"sub14","once","emotional",1,1.07
88,"sub14","once","emotional",1,1.31
89,"sub14","once","emotional",0,1.47
90,"sub14","once","neutral",1,1.5
91,"sub14","once","neutral",1,1.55
92,"sub14","once","neutral",1,1.96
93,"sub14","once","neutral",1,2.09
94,"sub14","once","neutral",0,1.66
95,"sub14","once","emotional",1,2.23
96,"sub14","once","neutral",1,1.31
97,"sub14","once","neutral",1,1.36
98,"sub14","once","emotional",0,1.22
99,"sub14","once","neutral",0,1.67
100,"sub14","once","neutral",1,2.37
