"trials","sub","times_studied","condition","correct","RT"
1,"sub07","once","neutral",0,1.85
2,"sub07","once","neutral",1,2.1
3,"sub07","once","neutral",0,1.82
4,"sub07","once","neutral",0,2.35
5,"sub07","once","neutral",1,2.26
6,"sub07","once","neutral",1,2.27
7,"sub07","once","neutral",1,2.03
8,"sub07","once","emotional",0,1.78
9,"sub07","once","neutral",1,1.45
10,"sub07","once","emotional",1,1.62
11,"sub07","once","emotional",1,1.44
12,"sub07","once","emotional",1,2.28
13,"sub07","once","emotional",1,2.29
14,"sub07","once","neutral",0,1.72
15,"sub07","once","neutral",1,2.27
16,"sub07","once","emotional",0,2.28
17,"sub07","once","emotional",1,2.28
18,"sub07","once","neutral",1,1.57
19,"sub07","once","emotional",1,2
20,"sub07","once","neutral",0,1.31
21,"sub07","once","emotional",1,2.22
22,"sub07","once","emotional",1,2.06
23,"sub07","once","neutral",1,2.11
24,"sub07","once","neutral",1,1.7
25,"sub07","once","neutral",1,2.44
26,"sub07","once","emotional",0,1.08
27,"sub07","once","neutral",1,1.68
28,"sub07","once","emotional",1,2.2
29,"sub07","once","emotional",0,1.2
30,"sub07","once","neutral",1,1.53
31,"sub07","once","emotional",0,2.24
32,"sub07","once","emotional",1,2.23
33,"sub07","once","emotional",1,1.49
34,"sub07","once","neutral",0,1.93
35,"sub07","once","emotional",0,2.4
36,"sub07","once","neutral",0,1.95
37,"sub07","once","neutral",1,2
38,"sub07","once","neutral",1,1.96
39,"sub07","once","emotional",1,1.46
40,"sub07","once","emotional",1,1.22
41,"sub07","once","emotional",1,2.08
42,"sub07","once","neutral",1,1.72
43,"sub07","once","neutral",1,2.03
44,"sub07","once","neutral",1,2.08
45,"sub07","once","emotional",1,1.89
46,"sub07","once","emotional",1,1.22
47,"sub07","once","neutral",1,1.36
48,"sub07","once","emotional",1,1.23
49,"sub07","once","emotional",1,2
50,"sub07","once","neutral",0,1.35
51,"sub07","once","emotional",1,1.09
52,"sub07","once","emotional",1,2.3
53,"sub07","once","emotional",1,1.5
54,"sub07","once","emotional",1,2.39
55,"sub07","once","neutral",1,1.87
56,"sub07","once","neutral",1,1.46
57,"sub07","once","neutral",0,1.63
58,"sub07","once","neutral",0,1.65
59,"sub07","once","emotional",1,2.05
60,"sub07","once","emotional",1,1.76
61,"sub07","once","neutral",1,1.49
62,"sub07","once","neutral",1,1.3
63,"sub07","once","neutral",1,1.71
64,"sub07","once","emotional",0,1.09
65,"sub07","once","neutral",0,2.17
66,"sub07","once","neutral",1,2.44
67,"sub07","once","emotional",1,1.04
68,"sub07","once","emotional",1,2.37
69,"sub07","once","emotional",0,1.42
70,"sub07","once","neutral",1,1.75
71,"sub07","once","neutral",0,1.45
72,"sub07","once","neutral",1,1.95
73,"sub07","once","neutral",0,1.75
74,"sub07","once","neutral",1,2.27
75,"sub07","once","emotional",1,2.13
76,"sub07","once","neutral",1,2.34
77,"sub07","once","emotional",0,1.35
78,"sub07","once","emotional",1,2.23
79,"sub07","once","emotional",0,2.38
80,"sub07","once","emotional",1,1.51
81,"sub07","once","emotional",1,1.96
82,"sub07","once","emotional",0,1.27
83,"sub07","once","emotional",1,1.51
84,"sub07","once","emotional",0,1.49
85,"sub07","once","neutral",0,1.95
86,"sub07","once","neutral",1,1.69
87,"sub07","once","emotional",1,2.08
88,"sub07","once","emotional",1,1.47
89,"sub07","once","emotional",1,1.71
90,"sub07","once","neutral",0,2.16
91,"sub07","once","neutral",0,1.91
92,"sub07","once","neutral",1,2.36
93,"sub07","once","neutral",1,1.99
94,"sub07","once","emotional",0,2.01
95,"sub07","once","neutral",0,1.67
96,"sub07","once","neutral",1,1.98
97,"sub07","once","emotional",1,1.39
98,"sub07","once","emotional",1,1.47
99,"sub07","once","emotional",1,2.26
100,"sub07","once","neutral",0,1.98
