"trials","sub","times_studied","condition","correct","RT"
1,"sub08","once","neutral",0,1.34
2,"sub08","once","neutral",1,1.84
3,"sub08","once","emotional",1,1.06
4,"sub08","once","emotional",1,2.28
5,"sub08","once","neutral",0,1.7
6,"sub08","once","emotional",1,2.39
7,"sub08","once","emotional",1,1.79
8,"sub08","once","neutral",1,1.99
9,"sub08","once","neutral",0,1.47
10,"sub08","once","emotional",1,1.75
11,"sub08","once","emotional",1,2
12,"sub08","once","neutral",0,1.85
13,"sub08","once","emotional",1,1.35
14,"sub08","once","emotional",1,1.66
15,"sub08","once","emotional",1,2.35
16,"sub08","once","emotional",1,1.88
17,"sub08","once","emotional",0,2.31
18,"sub08","once","neutral",1,1.62
19,"sub08","once","neutral",1,2.18
20,"sub08","once","emotional",1,1.27
21,"sub08","once","emotional",1,1.47
22,"sub08","once","neutral",1,1.41
23,"sub08","once","neutral",1,1.37
24,"sub08","once","neutral",1,1.93
25,"sub08","once","neutral",1,1.96
26,"sub08","once","emotional",1,1.65
27,"sub08","once","neutral",1,1.74
28,"sub08","once","emotional",1,1.73
29,"sub08","once","emotional",1,1.34
30,"sub08","once","emotional",1,1.1
31,"sub08","once","emotional",1,2.39
32,"sub08","once","neutral",1,1.88
33,"sub08","once","emotional",0,1.88
34,"sub08","once","neutral",0,1.34
35,"sub08","once","neutral",1,1.57
36,"sub08","once","neutral",0,1.54
37,"sub08","once","emotional",0,1.3
38,"sub08","once","emotional",1,1.13
39,"sub08","once","emotional",1,2.34
40,"sub08","once","emotional",1,1.46
41,"sub08","once","neutral",0,1.89
42,"sub08","once","neutral",1,1.81
43,"sub08","once","neutral",1,2.18
44,"sub08","once","neutral",1,2.22
45,"sub08","once","emotional",1,2.02
46,"sub08","once","neutral",0,1.99
47,"sub08","once","neutral",1,1.57
48,"sub08","once","neutral",0,1.33
49,"sub08","once","emotional",1,1.79
50,"sub08","once","emotional",1,2.37
51,"sub08","once","neutral",1,2.01
52,"sub08","once","neutral",0,1.77
53,"sub08","once","neutral",0,2.33
54,"sub08","once","neutral",1,1.39
55,"sub08","once","neutral",1,2.4
56,"sub08","once","emotional",1,2.15
57,"sub08","once","neutral",1,1.61
58,"sub08","once","emotional",1,1.8
59,"sub08","once","neutral",0,2.23
60,"sub08","once","emotional",1,2.34
61,"sub08","once","emotional",1,1.44
62,"sub08","once","emotional",0,1.56
63,"sub08","once","neutral",0,2.04
64,"sub08","once","emotional",1,1.19
65,"sub08","once","emotional",1,1.19
66,"sub08","once","emotional",0,1.81
67,"sub08","once","neutral",1,1.37
68,"sub08","once","neutral",1,1.75
69,"sub08","once","neutral",1,2.37
70,"sub08","once","emotional",1,1.41
71,"sub08","once","emotional",0,1.37
72,"sub08","once","neutral",1,2.27
73,"sub08","once","neutral",1,1.71
74,"sub08","once","emotional",1,2.06
75,"sub08","once","neutral",1,2.28
76,"sub08","once","neutral",1,2.26
77,"sub08","once","neutral",1,1.48
78,"sub08","once","emotional",1,1.89
79,"sub08","once","neutral",1,2.16
80,"sub08","once","neutral",0,1.49
81,"sub08","once","neutral",1,1.79
82,"sub08","once","neutral",1,2.31
83,"sub08","once","emotional",1,2.11
84,"sub08","once","neutral",0,2.01
85,"sub08","once","emotional",1,1.21
86,"sub08","once","emotional",0,2
87,"sub08","once","neutral",0,1.63
88,"sub08","once","emotional",1,2.21
89,"sub08","once","neutral",1,2.16
90,"sub08","once","emotional",1,2.1
91,"sub08","once","neutral",1,1.53
92,"sub08","once","emotional",1,2.37
93,"sub08","once","emotional",1,1.02
94,"sub08","once","neutral",1,2.23
95,"sub08","once","neutral",1,1.92
96,"sub08","once","emotional",1,2.17
97,"sub08","once","emotional",1,1.98
98,"sub08","once","emotional",1,1.17
99,"sub08","once","emotional",1,2.24
100,"sub08","once","emotional",1,1.4
