"trials","sub","times_studied","condition","correct","RT"
1,"sub09","once","neutral",1,2.41
2,"sub09","once","emotional",1,1.2
3,"sub09","once","emotional",1,2.22
4,"sub09","once","neutral",1,1.95
5,"sub09","once","emotional",1,2.3
6,"sub09","once","neutral",1,1.37
7,"sub09","once","emotional",1,2.26
8,"sub09","once","emotional",1,2.22
9,"sub09","once","neutral",0,1.47
10,"sub09","once","neutral",1,1.75
11,"sub09","once","neutral",1,1.38
12,"sub09","once","emotional",1,1.75
13,"sub09","once","neutral",1,1.34
14,"sub09","once","emotional",1,1.79
15,"sub09","once","neutral",1,1.43
16,"sub09","once","emotional",1,2.01
17,"sub09","once","emotional",1,1.96
18,"sub09","once","neutral",1,1.98
19,"sub09","once","emotional",1,1.63
20,"sub09","once","neutral",1,1.91
21,"sub09","once","emotional",1,2.11
22,"sub09","once","neutral",1,1.76
23,"sub09","once","emotional",1,2.23
24,"sub09","once","neutral",1,1.36
25,"sub09","once","neutral",0,2.15
26,"sub09","once","neutral",1,1.53
27,"sub09","once","neutral",0,1.42
28,"sub09","once","emotional",1,1.36
29,"sub09","once","neutral",1,1.31
30,"sub09","once","neutral",0,2.24
31,"sub09","once","emotional",1,1.33
32,"sub09","once","emotional",1,1.17
33,"sub09","once","neutral",1,2.21
34,"sub09","once","emotional",1,1.45
35,"sub09","once","emotional",1,2.14
36,"sub09","once","neutral",1,2.19
37,"sub09","once","neutral",0,1.4
38,"sub09","once","neutral",0,1.79
39,"sub09","once","neutral",1,1.4
40,"sub09","once","emotional",0,2.35
41,"sub09","once","emotional",1,1.27
42,"sub09","once","emotional",1,2.18
43,"sub09","once","neutral",1,1.31
44,"sub09","once","emotional",1,1.74
45,"sub09","once","emotional",1,1.93
46,"sub09","once","emotional",0,1.07
47,"sub09","once","neutral",0,1.85
48,"sub09","once","emotional",0,1.94
49,"sub09","once","neutral",0,1.88
50,"sub09","once","emotional",1,1.02
51,"sub09","once","neutral",1,2.01
52,"sub09","once","neutral",1,1.48
53,"sub09","once","neutral",1,1.78
54,"sub09","once","neutral",1,2.15
55,"sub09","once","emotional",1,1.33
56,"sub09","once","neutral",0,1.64
57,"sub09","once","emotional",1,2.01
58,"sub09","once","neutral",1,1.61
59,"sub09","once","emotional",1,1.65
60,"sub09","once","neutral",0,1.59
61,"sub09","once","emotional",1,1.69
62,"sub09","once","neutral",1,1.42
63,"sub09","once","emotional",1,2.12
64,"sub09","once","emotional",1,1.28
65,"sub09","once","emotional",1,2.1
66,"sub09","once","emotional",1,1.55
67,"sub09","once","neutral",0,1.33
68,"sub09","once","neutral",1,1.61
69,"sub09","once","neutral",1,1.33
70,"sub09","once","neutral",0,1.83
71,"sub09","once","neutral",0,1.99
72,"sub09","once","emotional",1,1.05
73,"sub09","once","neutral",0,2.05
74,"sub09","once","emotional",1,1.41
75,"sub09","once","emotional",1,1.39
76,"sub09","once","emotional",1,1.88
77,"sub09","once","neutral",1,2.4
78,"sub09","once","emotional",0,1.55
79,"sub09","once","emotional",0,2.22
80,"sub09","once","neutral",0,1.96
81,"sub09","once","neutral",0,2.08
82,"sub09","once","neutral",1,1.93
83,"sub09","once","neutral",0,2.33
84,"sub09","once","emotional",1,2.13
85,"sub09","once","neutral",0,1.38
86,"sub09","once","neutral",0,1.79
87,"sub09","once","neutral",1,1.77
88,"sub09","once","emotional",1,1.59
89,"sub09","once","neutral",0,1.78
90,"sub09","once","emotional",1,1.04
91,"sub09","once","emotional",1,1.36
92,"sub09","once","neutral",0,1.93
93,"sub09","once","emotional",1,1.18
94,"sub09","once","emotional",1,1.1
95,"sub09","once","emotional",1,1.88
96,"sub09","once","emotional",1,1.91
97,"sub09","once","neutral",0,1.36
98,"sub09","once","emotional",1,1.48
99,"sub09","once","emotional",1,2.03
100,"sub09","once","emotional",1,1.12
