"trials","sub","times_studied","condition","correct","RT"
1,"sub27","twice","neutral",1,1.88
2,"sub27","twice","neutral",0,1.89
3,"sub27","twice","neutral",1,1.27
4,"sub27","twice","emotional",1,1.74
5,"sub27","twice","neutral",1,1.17
6,"sub27","twice","emotional",0,1.26
7,"sub27","twice","emotional",1,1.65
8,"sub27","twice","neutral",0,1.65
9,"sub27","twice","emotional",1,1.72
10,"sub27","twice","emotional",1,1.42
11,"sub27","twice","emotional",1,1.04
12,"sub27","twice","emotional",1,1.01
13,"sub27","twice","emotional",1,1.2
14,"sub27","twice","emotional",1,1.36
15,"sub27","twice","neutral",1,2.19
16,"sub27","twice","neutral",1,1.63
17,"sub27","twice","neutral",0,2.16
18,"sub27","twice","neutral",1,1.79
19,"sub27","twice","emotional",1,1.2
20,"sub27","twice","neutral",0,1.96
21,"sub27","twice","emotional",0,1.1
22,"sub27","twice","emotional",1,1.01
23,"sub27","twice","neutral",0,1.44
24,"sub27","twice","emotional",1,1.94
25,"sub27","twice","neutral",0,2.21
26,"sub27","twice","neutral",1,1.24
27,"sub27","twice","neutral",0,2.08
28,"sub27","twice","neutral",1,1.61
29,"sub27","twice","neutral",1,1.92
30,"sub27","twice","emotional",1,2.1
31,"sub27","twice","emotional",0,2.16
32,"sub27","twice","emotional",1,1.89
33,"sub27","twice","neutral",0,1.42
34,"sub27","twice","emotional",1,1.15
35,"sub27","twice","emotional",1,1.24
36,"sub27","twice","neutral",0,2.04
37,"sub27","twice","emotional",1,1.02
38,"sub27","twice","emotional",0,1.61
39,"sub27","twice","neutral",0,1.64
40,"sub27","twice","emotional",1,1.57
41,"sub27","twice","neutral",0,2.08
42,"sub27","twice","emotional",0,1.14
43,"sub27","twice","neutral",1,1.54
44,"sub27","twice","neutral",1,1.98
45,"sub27","twice","emotional",1,1.7
46,"sub27","twice","neutral",1,1.76
47,"sub27","twice","neutral",1,1.64
48,"sub27","twice","neutral",1,1.15
49,"sub27","twice","emotional",1,2.04
50,"sub27","twice","emotional",1,1.9
51,"sub27","twice","emotional",1,2.18
52,"sub27","twice","neutral",1,1.61
53,"sub27","twice","neutral",0,1.38
54,"sub27","twice","neutral",0,1.85
55,"sub27","twice","neutral",1,1.9
56,"sub27","twice","neutral",1,2.09
57,"sub27","twice","emotional",1,1.87
58,"sub27","twice","neutral",1,1.84
59,"sub27","twice","emotional",1,1.82
60,"sub27","twice","neutral",1,1.54
61,"sub27","twice","emotional",1,1.63
62,"sub27","twice","emotional",1,1.45
63,"sub27","twice","neutral",0,1.41
64,"sub27","twice","neutral",1,2.1
65,"sub27","twice","emotional",0,1.79
66,"sub27","twice","emotional",0,1.02
67,"sub27","twice","emotional",1,1.37
68,"sub27","twice","neutral",0,2.01
69,"sub27","twice","neutral",1,1.45
70,"sub27","twice","emotional",1,1.52
71,"sub27","twice","emotional",0,2.06
72,"sub27","twice","neutral",1,1.46
73,"sub27","twice","neutral",1,1.21
74,"sub27","twice","emotional",1,1.92
75,"sub27","twice","neutral",1,2.22
76,"sub27","twice","neutral",1,1.84
77,"sub27","twice","neutral",0,1.75
78,"sub27","twice","emotional",1,1.1
79,"sub27","twice","emotional",1,2.18
80,"sub27","twice","emotional",1,1.18
81,"sub27","twice","neutral",1,1.43
82,"sub27","twice","emotional",1,1.03
83,"sub27","twice","emotional",0,1.29
84,"sub27","twice","emotional",1,2.16
85,"sub27","twice","emotional",1,1.48
86,"sub27","twice","neutral",1,1.79
87,"sub27","twice","emotional",1,1.16
88,"sub27","twice","neutral",1,1.3
89,"sub27","twice","neutral",0,1.11
90,"sub27","twice","neutral",0,1.58
91,"sub27","twice","neutral",0,1.34
92,"sub27","twice","emotional",1,1.35
93,"sub27","twice","emotional",0,1.04
94,"sub27","twice","emotional",1,1.63
95,"sub27","twice","emotional",1,1.22
96,"sub27","twice","neutral",1,2.2
97,"sub27","twice","neutral",1,1.49
98,"sub27","twice","emotional",0,1.63
99,"sub27","twice","neutral",0,1.55
100,"sub27","twice","emotional",0,2.04
