"trials","sub","times_studied","condition","correct","RT"
1,"sub16","twice","emotional",1,1.42
2,"sub16","twice","emotional",1,1.77
3,"sub16","twice","neutral",1,2.04
4,"sub16","twice","neutral",1,1.57
5,"sub16","twice","emotional",1,1.77
6,"sub16","twice","neutral",1,1.29
7,"sub16","twice","neutral",1,2
8,"sub16","twice","neutral",0,2.2
9,"sub16","twice","neutral",1,1.84
10,"sub16","twice","emotional",1,1.91
11,"sub16","twice","neutral",1,1.82
12,"sub16","twice","neutral",1,2.24
13,"sub16","twice","emotional",1,1.19
14,"sub16","twice","emotional",1,1.53
15,"sub16","twice","neutral",1,1.91
16,"sub16","twice","emotional",0,1.42
17,"sub16","twice","neutral",1,2.01
18,"sub16","twice","neutral",1,2.09
19,"sub16","twice","neutral",1,1.47
20,"sub16","twice","neutral",0,1.63
21,"sub16","twice","emotional",1,1.78
22,"sub16","twice","neutral",1,1.28
23,"sub16","twice","emotional",1,2.01
24,"sub16","twice","emotional",1,2.11
25,"sub16","twice","emotional",1,1.82
26,"sub16","twice","neutral",1,2.09
27,"sub16","twice","emotional",1,1.12
28,"sub16","twice","emotional",0,1.58
29,"sub16","twice","neutral",1,1.71
30,"sub16","twice","emotional",1,1.15
31,"sub16","twice","emotional",1,1.76
32,"sub16","twice","emotional",0,2.09
33,"sub16","twice","emotional",1,2.13
34,"sub16","twice","emotional",1,2.02
35,"sub16","twice","emotional",1,1.57
36,"sub16","twice","neutral",1,2.06
37,"sub16","twice","emotional",1,1.06
38,"sub16","twice","neutral",0,1.52
39,"sub16","twice","neutral",0,1.13
40,"sub16","twice","emotional",0,2.08
41,"sub16","twice","emotional",0,1.42
42,"sub16","twice","neutral",1,1.73
43,"sub16","twice","emotional",1,2.13
44,"sub16","twice","emotional",1,1.36
45,"sub16","twice","neutral",1,1.98
46,"sub16","twice","emotional",1,2.05
47,"sub16","twice","emotional",1,2.1
48,"sub16","twice","emotional",1,1.02
49,"sub16","twice","neutral",0,1.9
50,"sub16","twice","emotional",1,1.76
51,"sub16","twice","neutral",1,1.47
52,"sub16","twice","emotional",1,2.08
53,"sub16","twice","neutral",1,1.38
54,"sub16","twice","emotional",1,1.88
55,"sub16","twice","neutral",1,2.16
56,"sub16","twice","neutral",1,1.44
57,"sub16","twice","neutral",0,1.81
58,"sub16","twice","emotional",1,2.01
59,"sub16","twice","neutral",1,1.66
60,"sub16","twice","emotional",0,2.05
61,"sub16","twice","neutral",1,2.23
62,"sub16","twice","emotional",1,1.17
63,"sub16","twice","neutral",1,1.18
64,"sub16","twice","emotional",1,1.26
65,"sub16","twice","emotional",1,1.72
66,"sub16","twice","neutral",1,1.55
67,"sub16","twice","emotional",1,1.39
68,"sub16","twice","emotional",1,1.14
69,"sub16","twice","neutral",0,1.31
70,"sub16","twice","neutral",0,1.13
71,"sub16","twice","neutral",1,1.1
72,"sub16","twice","emotional",0,1.37
73,"sub16","twice","neutral",1,1.99
74,"sub16","twice","neutral",1,1.75
75,"sub16","twice","emotional",1,1.12
76,"sub16","twice","emotional",1,1.08
77,"sub16","twice","neutral",0,1.63
78,"sub16","twice","neutral",1,1.65
79,"sub16","twice","neutral",1,2.07
80,"sub16","twice","neutral",0,2.06
81,"sub16","twice","emotional",1,1.83
82,"sub16","twice","neutral",1,1.27
83,"sub16","twice","emotional",0,1.11
84,"sub16","twice","emotional",0,1.28
85,"sub16","twice","neutral",1,1.45
86,"sub16","twice","neutral",0,1.91
87,"sub16","twice","emotional",0,1.52
88,"sub16","twice","neutral",0,1.46
89,"sub16","twice","emotional",1,1.94
90,"sub16","twice","emotional",0,1.86
91,"sub16","twice","emotional",1,1.56
92,"sub16","twice","neutral",1,1.74
93,"sub16","twice","neutral",1,1.29
94,"sub16","twice","neutral",1,2.02
95,"sub16","twice","neutral",0,2.28
96,"sub16","twice","emotional",1,1.81
97,"sub16","twice","neutral",0,2.03
98,"sub16","twice","emotional",0,1.7
99,"sub16","twice","emotional",1,1.87
100,"sub16","twice","neutral",1,1.79
