"trials","sub","times_studied","condition","correct","RT"
1,"sub21","twice","emotional",1,1.22
2,"sub21","twice","emotional",1,2.02
3,"sub21","twice","neutral",1,1.28
4,"sub21","twice","emotional",1,1.53
5,"sub21","twice","neutral",1,2.14
6,"sub21","twice","neutral",0,1.99
7,"sub21","twice","emotional",1,1.66
8,"sub21","twice","neutral",1,1.21
9,"sub21","twice","neutral",1,1.76
10,"sub21","twice","neutral",0,1.52
11,"sub21","twice","neutral",1,1.81
12,"sub21","twice","emotional",1,1.69
13,"sub21","twice","emotional",1,1.25
14,"sub21","twice","neutral",0,2.26
15,"sub21","twice","emotional",1,1.42
16,"sub21","twice","emotional",1,1.38
17,"sub21","twice","emotional",1,2.08
18,"sub21","twice","emotional",0,1.07
19,"sub21","twice","emotional",1,1.47
20,"sub21","twice","neutral",1,1.32
21,"sub21","twice","emotional",0,1.15
22,"sub21","twice","neutral",1,1.59
23,"sub21","twice","emotional",0,1.72
24,"sub21","twice","neutral",1,1.78
25,"sub21","twice","emotional",1,1.32
26,"sub21","twice","neutral",1,1.99
27,"sub21","twice","emotional",1,1.25
28,"sub21","twice","emotional",1,1.37
29,"sub21","twice","neutral",1,1.48
30,"sub21","twice","emotional",1,1.89
31,"sub21","twice","neutral",1,1.83
32,"sub21","twice","neutral",0,2.22
33,"sub21","twice","emotional",1,1.26
34,"sub21","twice","neutral",1,2
35,"sub21","twice","neutral",1,1.68
36,"sub21","twice","emotional",1,1.24
37,"sub21","twice","neutral",1,2.25
38,"sub21","twice","emotional",1,1.39
39,"sub21","twice","emotional",1,1.99
40,"sub21","twice","emotional",1,2.02
41,"sub21","twice","neutral",0,1.47
42,"sub21","twice","neutral",1,1.24
43,"sub21","twice","neutral",0,2.3
44,"sub21","twice","neutral",1,2.22
45,"sub21","twice","neutral",0,1.6
46,"sub21","twice","neutral",1,2.27
47,"sub21","twice","emotional",1,1.17
48,"sub21","twice","emotional",1,1.05
49,"sub21","twice","neutral",1,1.25
50,"sub21","twice","neutral",1,1.96
51,"sub21","twice","emotional",1,1.67
52,"sub21","twice","emotional",1,1.51
53,"sub21","twice","emotional",1,1.71
54,"sub21","twice","emotional",1,2.06
55,"sub21","twice","neutral",1,1.36
56,"sub21","twice","emotional",1,2.03
57,"sub21","twice","neutral",0,1.14
58,"sub21","twice","emotional",1,1.35
59,"sub21","twice","neutral",1,1.75
60,"sub21","twice","neutral",0,1.37
61,"sub21","twice","emotional",0,2.1
62,"sub21","twice","neutral",1,1.11
63,"sub21","twice","emotional",1,1.09
64,"sub21","twice","emotional",0,1.84
65,"sub21","twice","neutral",0,1.63
66,"sub21","twice","neutral",0,1.48
67,"sub21","twice","emotional",1,1.06
68,"sub21","twice","emotional",1,1.5
69,"sub21","twice","neutral",1,1.11
70,"sub21","twice","neutral",1,1.9
71,"sub21","twice","emotional",1,1.65
72,"sub21","twice","neutral",0,1.1
73,"sub21","twice","emotional",1,1.91
74,"sub21","twice","emotional",1,2.01
75,"sub21","twice","neutral",0,1.27
76,"sub21","twice","emotional",1,1.97
77,"sub21","twice","neutral",1,1.78
78,"sub21","twice","emotional",1,1.04
79,"sub21","twice","neutral",1,2.23
80,"sub21","twice","emotional",1,1.11
81,"sub21","twice","neutral",0,1.67
82,"sub21","twice","emotional",1,1.71
83,"sub21","twice","neutral",0,2.12
84,"sub21","twice","neutral",1,2.24
85,"sub21","twice","neutral",1,2.22
86,"sub21","twice","neutral",0,1.69
87,"sub21","twice","emotional",1,1.81
88,"sub21","twice","neutral",1,2.12
89,"sub21","twice","neutral",0,2.1
90,"sub21","twice","emotional",1,1.41
91,"sub21","twice","neutral",1,1.12
92,"sub21","twice","emotional",1,1.72
93,"sub21","twice","emotional",0,1.72
94,"sub21","twice","emotional",1,1.15
95,"sub21","twice","emotional",1,1.42
96,"sub21","twice","emotional",1,1.21
97,"sub21","twice","emotional",1,1.21
98,"sub21","twice","neutral",1,1.68
99,"sub21","twice","neutral",1,1.15
100,"sub21","twice","neutral",0,1.29
