"trials","sub","times_studied","condition","correct","RT"
1,"sub01","once","neutral",1,1.32
2,"sub01","once","emotional",1,1.57
3,"sub01","once","emotional",1,1.02
4,"sub01","once","emotional",0,1.51
5,"sub01","once","emotional",1,1.51
6,"sub01","once","emotional",1,2.36
7,"sub01","once","emotional",1,2.01
8,"sub01","once","emotional",1,1.76
9,"sub01","once","emotional",1,2.3
10,"sub01","once","emotional",1,2.25
11,"sub01","once","neutral",0,2.14
12,"sub01","once","emotional",1,1.83
13,"sub01","once","emotional",0,1.63
14,"sub01","once","emotional",1,1.78
15,"sub01","once","neutral",1,2.24
16,"sub01","once","emotional",1,2.04
17,"sub01","once","neutral",0,2.03
18,"sub01","once","neutral",1,1.9
19,"sub01","once","neutral",1,2.22
20,"sub01","once","neutral",1,2.18
21,"sub01","once","emotional",1,1.09
22,"sub01","once","neutral",0,1.7
23,"sub01","once","neutral",1,2.29
24,"sub01","once","neutral",0,2.13
25,"sub01","once","emotional",0,1.76
26,"sub01","once","emotional",1,1.11
27,"sub01","once","neutral",1,2.09
28,"sub01","once","emotional",1,1.62
29,"sub01","once","neutral",1,2.37
30,"sub01","once","emotional",1,1.43
31,"sub01","once","neutral",1,1.89
32,"sub01","once","emotional",0,1.72
33,"sub01","once","neutral",1,2.22
34,"sub01","once","neutral",0,1.51
35,"sub01","once","neutral",1,1.51
36,"sub01","once","emotional",0,1.06
37,"sub01","once","emotional",1,2.28
38,"sub01","once","neutral",0,1.33
39,"sub01","once","emotional",1,1.95
40,"sub01","once","neutral",0,2.15
41,"sub01","once","neutral",1,1.55
42,"sub01","once","neutral",0,1.41
43,"sub01","once","neutral",1,1.38
44,"sub01","once","neutral",1,1.9
45,"sub01","once","neutral",1,2.39
46,"sub01","once","emotional",1,2.04
47,"sub01","once","neutral",1,2.37
48,"sub01","once","neutral",0,2.24
49,"sub01","once","emotional",1,1.57
50,"sub01","once","emotional",1,1.27
51,"sub01","once","emotional",1,1.22
52,"sub01","once","emotional",1,1.69
53,"sub01","once","neutral",0,2.4
54,"sub01","once","emotional",0,2.33
55,"sub01","once","emotional",1,2.11
56,"sub01","once","neutral",0,1.71
57,"sub01","once","neutral",1,1.39
58,"sub01","once","neutral",1,1.8
59,"sub01","once","neutral",1,2.09
60,"sub01","once","emotional",1,2.19
61,"sub01","once","emotional",0,2.18
62,"sub01","once","emotional",1,1.9
63,"sub01","once","emotional",1,1.02
64,"sub01","once","neutral",1,2.1
65,"sub01","once","emotional",1,2.29
66,"sub01","once","emotional",0,1.13
67,"sub01","once","emotional",0,1.23
68,"sub01","once","neutral",0,1.63
69,"sub01","once","emotional",0,1.46
70,"sub01","once","emotional",1,2.06
71,"sub01","once","neutral",0,2.1
72,"sub01","once","emotional",1,1.47
73,"sub01","once","neutral",1,2.05
74,"sub01","once","emotional",1,1.01
75,"sub01","once","neutral",1,1.46
76,"sub01","once","neutral",1,1.84
77,"sub01","once","emotional",1,2.26
78,"sub01","once","neutral",1,1.48
79,"sub01","once","neutral",1,2.33
80,"sub01","once","neutral",1,1.55
81,"sub01","once","emotional",1,2.14
82,"sub01","once","neutral",0,1.7
83,"sub01","once","neutral",1,1.84
84,"sub01","once","neutral",1,1.74
85,"sub01","once","neutral",1,1.77
86,"sub01","once","emotional",0,1.01
87,"sub01","once","emotional",1,1.36
88,"sub01","once","emotional",1,1.67
89,"sub01","once","neutral",1,2.3
90,"sub01","once","neutral",1,1.42
91,"sub01","once","emotional",0,2.21
92,"sub01","once","neutral",0,1.59
93,"sub01","once","neutral",0,1.64
94,"sub01","once","emotional",1,1.64
95,"sub01","once","neutral",0,2.27
96,"sub01","once","neutral",0,2.23
97,"sub01","once","emotional",1,1.05
98,"sub01","once","emotional",1,1.7
99,"sub01","once","neutral",0,1.52
100,"sub01","once","emotional",1,2.34
