"trials","sub","times_studied","condition","correct","RT"
1,"sub15","once","neutral",0,1.94
2,"sub15","once","emotional",0,1.61
3,"sub15","once","neutral",1,1.77
4,"sub15","once","emotional",0,1.68
5,"sub15","once","emotional",1,1.23
6,"sub15","once","neutral",0,1.11
7,"sub15","once","neutral",1,2.33
8,"sub15","once","emotional",1,1.88
9,"sub15","once","neutral",1,1.9
10,"sub15","once","neutral",1,1.93
11,"sub15","once","neutral",1,2.08
12,"sub15","once","neutral",1,1.31
13,"sub15","once","emotional",1,1.37
14,"sub15","once","emotional",1,1.16
15,"sub15","once","emotional",1,2.33
16,"sub15","once","neutral",1,1.52
17,"sub15","once","neutral",1,2.45
18,"sub15","once","emotional",0,2.21
19,"sub15","once","neutral",1,1.78
20,"sub15","once","emotional",1,2.37
21,"sub15","once","neutral",1,2.13
22,"sub15","once","emotional",1,1.6
23,"sub15","once","neutral",0,2
24,"sub15","once","neutral",1,1.72
25,"sub15","once","neutral",0,1.17
26,"sub15","once","emotional",0,1.95
27,"sub15","once","emotional",0,1.36
28,"sub15","once","neutral",1,1.33
29,"sub15","once","neutral",0,1.55
30,"sub15","once","neutral",1,1.36
31,"sub15","once","emotional",1,1.9
32,"sub15","once","emotional",1,1.73
33,"sub15","once","neutral",0,1.65
34,"sub15","once","emotional",0,1.57
35,"sub15","once","neutral",1,1.96
36,"sub15","once","neutral",0,2.03
37,"sub15","once","neutral",1,1.46
38,"sub15","once","emotional",0,2.31
39,"sub15","once","emotional",0,2.07
40,"sub15","once","neutral",1,1.65
41,"sub15","once","neutral",0,2.3
42,"sub15","once","neutral",1,1.93
43,"sub15","once","neutral",1,2.27
44,"sub15","once","neutral",1,2.19
45,"sub15","once","neutral",1,1.12
46,"sub15","once","neutral",1,1.5
47,"sub15","once","emotional",1,1.92
48,"sub15","once","emotional",0,2
49,"sub15","once","emotional",0,1.87
50,"sub15","once","emotional",1,1.52
51,"sub15","once","neutral",1,1.87
52,"sub15","once","emotional",1,1.5
53,"sub15","once","emotional",1,1.81
54,"sub15","once","neutral",1,1.68
55,"sub15","once","neutral",0,2.2
56,"sub15","once","emotional",1,1.01
57,"sub15","once","neutral",0,1.85
58,"sub15","once","emotional",1,2.23
59,"sub15","once","emotional",1,1.64
60,"sub15","once","emotional",1,2.23
61,"sub15","once","emotional",1,2.02
62,"sub15","once","emotional",1,1.07
63,"sub15","once","emotional",0,2.17
64,"sub15","once","neutral",0,1.21
65,"sub15","once","emotional",1,1.79
66,"sub15","once","emotional",0,1.83
67,"sub15","once","emotional",1,2.34
68,"sub15","once","emotional",1,1.43
69,"sub15","once","emotional",1,1.15
70,"sub15","once","emotional",0,1.71
71,"sub15","once","emotional",1,1.28
72,"sub15","once","neutral",1,1.18
73,"sub15","once","emotional",1,1.16
74,"sub15","once","emotional",1,2.14
75,"sub15","once","neutral",0,1.63
76,"sub15","once","neutral",1,1.46
77,"sub15","once","neutral",1,1.75
78,"sub15","once","emotional",1,1.46
79,"sub15","once","neutral",1,1.97
80,"sub15","once","emotional",0,1.64
81,"sub15","once","emotional",0,2.25
82,"sub15","once","neutral",1,1.76
83,"sub15","once","emotional",1,1.6
84,"sub15","once","emotional",1,2.39
85,"sub15","once","emotional",0,1.28
86,"sub15","once","emotional",1,2.33
87,"sub15","once","emotional",1,1.86
88,"sub15","once","neutral",1,1.82
89,"sub15","once","neutral",0,2.39
90,"sub15","once","neutral",1,2.18
91,"sub15","once","neutral",0,1.17
92,"sub15","once","neutral",1,1.12
93,"sub15","once","emotional",1,1.2
94,"sub15","once","neutral",1,1.32
95,"sub15","once","neutral",1,1.2
96,"sub15","once","neutral",0,1.64
97,"sub15","once","neutral",1,2.11
98,"sub15","once","emotional",1,2.06
99,"sub15","once","neutral",1,1.8
100,"sub15","once","emotional",0,1.28
