"trials","sub","times_studied","condition","correct","RT"
1,"sub11","once","neutral",1,1.24
2,"sub11","once","neutral",1,1.89
3,"sub11","once","neutral",0,1.45
4,"sub11","once","emotional",1,1.29
5,"sub11","once","emotional",1,1.02
6,"sub11","once","emotional",0,2.37
7,"sub11","once","neutral",1,1.86
8,"sub11","once","neutral",0,2.24
9,"sub11","once","emotional",0,1.74
10,"sub11","once","neutral",1,1.8
11,"sub11","once","neutral",1,2.17
12,"sub11","once","emotional",1,2.3
13,"sub11","once","emotional",1,1.05
14,"sub11","once","neutral",0,2.44
15,"sub11","once","emotional",1,1.47
16,"sub11","once","neutral",1,1.64
17,"sub11","once","emotional",1,1.75
18,"sub11","once","emotional",1,1.2
19,"sub11","once","emotional",1,1.64
20,"sub11","once","neutral",0,1.72
21,"sub11","once","neutral",1,1.19
22,"sub11","once","emotional",1,1.82
23,"sub11","once","emotional",1,1.09
24,"sub11","once","neutral",1,1.47
25,"sub11","once","emotional",1,1.75
26,"sub11","once","emotional",1,2.3
27,"sub11","once","emotional",1,1.84
28,"sub11","once","neutral",1,1.38
29,"sub11","once","neutral",0,2.02
30,"sub11","once","emotional",0,1.29
31,"sub11","once","neutral",1,2.38
32,"sub11","once","emotional",0,1.44
33,"sub11","once","neutral",0,2.22
34,"sub11","once","neutral",0,1.91
35,"sub11","once","emotional",0,1.94
36,"sub11","once","neutral",1,1.46
37,"sub11","once","emotional",1,2.01
38,"sub11","once","emotional",1,1.38
39,"sub11","once","emotional",1,1.59
40,"sub11","once","emotional",1,1.69
41,"sub11","once","neutral",1,2.42
42,"sub11","once","neutral",1,1.95
43,"sub11","once","emotional",1,1.52
44,"sub11","once","emotional",0,2.11
45,"sub11","once","emotional",1,1.79
46,"sub11","once","neutral",1,2.13
47,"sub11","once","neutral",0,1.66
48,"sub11","once","emotional",0,1.09
49,"sub11","once","emotional",0,1.69
50,"sub11","once","neutral",0,1.75
51,"sub11","once","emotional",1,1.6
52,"sub11","once","neutral",0,1.89
53,"sub11","once","emotional",1,2.06
54,"sub11","once","neutral",1,1.89
55,"sub11","once","neutral",0,2.16
56,"sub11","once","emotional",1,1.94
57,"sub11","once","neutral",1,1.95
58,"sub11","once","neutral",1,1.37
59,"sub11","once","neutral",1,1.14
60,"sub11","once","emotional",1,1.01
61,"sub11","once","emotional",0,2.01
62,"sub11","once","neutral",0,1.56
63,"sub11","once","emotional",1,2.19
64,"sub11","once","neutral",0,1.91
65,"sub11","once","emotional",0,2.18
66,"sub11","once","emotional",1,1.45
67,"sub11","once","neutral",1,2.44
68,"sub11","once","emotional",0,1.22
69,"sub11","once","emotional",0,2.15
70,"sub11","once","neutral",1,1.46
71,"sub11","once","neutral",1,2.04
72,"sub11","once","emotional",1,1.35
73,"sub11","once","neutral",0,1.69
74,"sub11","once","neutral",0,2.18
75,"sub11","once","emotional",0,2.38
76,"sub11","once","emotional",0,1.66
77,"sub11","once","neutral",1,1.2
78,"sub11","once","neutral",0,2.16
79,"sub11","once","emotional",1,2.04
80,"sub11","once","emotional",1,1.84
81,"sub11","once","neutral",0,1.76
82,"sub11","once","neutral",0,1.19
83,"sub11","once","neutral",1,1.6
84,"sub11","once","emotional",1,1.97
85,"sub11","once","neutral",1,1.12
86,"sub11","once","emotional",1,2.1
87,"sub11","once","emotional",1,1.37
88,"sub11","once","emotional",1,1.16
89,"sub11","once","emotional",0,1.44
90,"sub11","once","neutral",1,1.81
91,"sub11","once","neutral",1,2.19
92,"sub11","once","neutral",0,1.27
93,"sub11","once","neutral",1,1.22
94,"sub11","once","emotional",1,2.11
95,"sub11","once","neutral",0,1.74
96,"sub11","once","neutral",0,2.44
97,"sub11","once","neutral",0,1.21
98,"sub11","once","emotional",1,1.97
99,"sub11","once","emotional",1,1.03
100,"sub11","once","neutral",0,1.68
