"trials","sub","times_studied","condition","correct","RT"
1,"sub18","twice","neutral",1,2.26
2,"sub18","twice","neutral",1,1.53
3,"sub18","twice","emotional",0,1.86
4,"sub18","twice","neutral",1,1.33
5,"sub18","twice","neutral",1,1.74
6,"sub18","twice","neutral",0,1.28
7,"sub18","twice","neutral",1,1.12
8,"sub18","twice","neutral",1,1.36
9,"sub18","twice","neutral",1,2.19
10,"sub18","twice","neutral",0,1.95
11,"sub18","twice","emotional",0,1.31
12,"sub18","twice","emotional",1,1.75
13,"sub18","twice","neutral",1,2.23
14,"sub18","twice","emotional",0,1.48
15,"sub18","twice","emotional",0,1.32
16,"sub18","twice","neutral",1,2.28
17,"sub18","twice","neutral",1,1.31
18,"sub18","twice","neutral",1,1.14
19,"sub18","twice","emotional",1,1.38
20,"sub18","twice","emotional",0,1.34
21,"sub18","twice","emotional",1,2.02
22,"sub18","twice","emotional",1,1.23
23,"sub18","twice","neutral",1,1.53
24,"sub18","twice","neutral",0,2.25
25,"sub18","twice","neutral",1,1.91
26,"sub18","twice","neutral",1,1.98
27,"sub18","twice","neutral",0,2.22
28,"sub18","twice","emotional",1,2.17
29,"sub18","twice","emotional",1,1.71
30,"sub18","twice","neutral",1,1.21
31,"sub18","twice","emotional",1,1.83
32,"sub18","twice","neutral",1,1.2
33,"sub18","twice","emotional",0,1.55
34,"sub18","twice","emotional",1,1.7
35,"sub18","twice","neutral",0,2.24
36,"sub18","twice","neutral",0,2.09
37,"sub18","twice","emotional",1,1.8
38,"sub18","twice","neutral",0,2.1
39,"sub18","twice","emotional",1,1.98
40,"sub18","twice","emotional",1,2.16
41,"sub18","twice","emotional",1,1.41
42,"sub18","twice","emotional",1,1.61
43,"sub18","twice","emotional",1,2.19
44,"sub18","twice","neutral",0,1.12
45,"sub18","twice","emotional",1,2.03
46,"sub18","twice","emotional",0,1.27
47,"sub18","twice","emotional",1,1.42
48,"sub18","twice","emotional",1,1.44
49,"sub18","twice","emotional",1,2.1
50,"sub18","twice","neutral",1,1.47
51,"sub18","twice","emotional",1,1.33
52,"sub18","twice","neutral",1,1.69
53,"sub18","twice","neutral",1,1.96
54,"sub18","twice","neutral",0,1.77
55,"sub18","twice","neutral",1,1.97
56,"sub18","twice","neutral",1,2.1
57,"sub18","twice","emotional",0,2.17
58,"sub18","twice","emotional",0,1.78
59,"sub18","twice","emotional",0,2.08
60,"sub18","twice","emotional",1,1.96
61,"sub18","twice","neutral",0,2.22
62,"sub18","twice","neutral",1,1.34
63,"sub18","twice","emotional",0,1.08
64,"sub18","twice","neutral",0,2.09
65,"sub18","twice","emotional",1,1.3
66,"sub18","twice","emotional",0,1.14
67,"sub18","twice","neutral",1,1.83
68,"sub18","twice","neutral",1,1.59
69,"sub18","twice","emotional",0,1.23
70,"sub18","twice","neutral",0,1.52
71,"sub18","twice","neutral",1,1.3
72,"sub18","twice","neutral",1,1.73
73,"sub18","twice","emotional",0,1.58
74,"sub18","twice","emotional",1,2.17
75,"sub18","twice","emotional",1,1.59
76,"sub18","twice","neutral",1,1.79
77,"sub18","twice","emotional",1,1.84
78,"sub18","twice","neutral",1,2.26
79,"sub18","twice","neutral",0,2.09
80,"sub18","twice","neutral",1,2.13
81,"sub18","twice","emotional",1,2.13
82,"sub18","twice","emotional",1,1.09
83,"sub18","twice","neutral",0,1.51
84,"sub18","twice","emotional",1,1.53
85,"sub18","twice","neutral",1,1.71
86,"sub18","twice","emotional",1,1.57
87,"sub18","twice","neutral",1,2.21
88,"sub18","twice","neutral",0,2.3
89,"sub18","twice","neutral",1,1.5
90,"sub18","twice","emotional",1,1.92
91,"sub18","twice","neutral",1,1.42
92,"sub18","twice","emotional",0,1.9
93,"sub18","twice","neutral",1,1.7
94,"sub18","twice","emotional",1,1.64
95,"sub18","twice","emotional",1,1.12
96,"sub18","twice","emotional",1,1.76
97,"sub18","twice","emotional",1,1.63
98,"sub18","twice","emotional",1,2.01
99,"sub18","twice","emotional",1,2.01
100,"sub18","twice","neutral",1,1.53
