"trials","sub","times_studied","condition","correct","RT"
1,"sub13","once","emotional",1,1.11
2,"sub13","once","neutral",1,1.89
3,"sub13","once","emotional",0,1.16
4,"sub13","once","emotional",0,2.21
5,"sub13","once","neutral",0,1.11
6,"sub13","once","emotional",0,1.29
7,"sub13","once","emotional",0,1.48
8,"sub13","once","neutral",0,1.88
9,"sub13","once","neutral",1,2.27
10,"sub13","once","emotional",0,2.16
11,"sub13","once","emotional",1,1.96
12,"sub13","once","neutral",0,1.19
13,"sub13","once","emotional",1,2.18
14,"sub13","once","emotional",0,1.25
15,"sub13","once","neutral",1,1.38
16,"sub13","once","neutral",1,2.22
17,"sub13","once","emotional",1,2.27
18,"sub13","once","neutral",0,2.17
19,"sub13","once","emotional",0,1.71
20,"sub13","once","emotional",0,1.86
21,"sub13","once","emotional",0,2.33
22,"sub13","once","neutral",1,1.18
23,"sub13","once","neutral",1,2.33
24,"sub13","once","emotional",0,1.55
25,"sub13","once","neutral",1,1.22
26,"sub13","once","emotional",0,1.47
27,"sub13","once","emotional",1,2.04
28,"sub13","once","neutral",1,1.67
29,"sub13","once","emotional",1,1.56
30,"sub13","once","emotional",1,2.38
31,"sub13","once","emotional",1,1.49
32,"sub13","once","neutral",1,1.97
33,"sub13","once","emotional",0,2.33
34,"sub13","once","emotional",1,2.15
35,"sub13","once","neutral",1,2.03
36,"sub13","once","emotional",1,1.92
37,"sub13","once","emotional",0,2.34
38,"sub13","once","neutral",1,1.22
39,"sub13","once","neutral",1,1.41
40,"sub13","once","emotional",0,1.98
41,"sub13","once","neutral",0,1.83
42,"sub13","once","emotional",1,2.11
43,"sub13","once","neutral",0,2.31
44,"sub13","once","emotional",0,2.02
45,"sub13","once","neutral",1,2.04
46,"sub13","once","neutral",0,2.23
47,"sub13","once","neutral",1,1.89
48,"sub13","once","neutral",0,1.93
49,"sub13","once","neutral",1,1.44
50,"sub13","once","emotional",0,2.25
51,"sub13","once","emotional",0,1.28
52,"sub13","once","neutral",1,1.7
53,"sub13","once","neutral",0,1.49
54,"sub13","once","neutral",1,2.36
55,"sub13","once","emotional",1,1.5
56,"sub13","once","neutral",0,1.8
57,"sub13","once","emotional",1,1.48
58,"sub13","once","neutral",1,1.61
59,"sub13","once","emotional",1,1.51
60,"sub13","once","neutral",1,1.68
61,"sub13","once","neutral",1,2.2
62,"sub13","once","neutral",1,1.49
63,"sub13","once","emotional",0,1.47
64,"sub13","once","emotional",1,1.46
65,"sub13","once","neutral",1,2
66,"sub13","once","emotional",1,1.94
67,"sub13","once","neutral",0,2.4
68,"sub13","once","neutral",1,1.78
69,"sub13","once","emotional",1,1.34
70,"sub13","once","emotional",1,1.76
71,"sub13","once","emotional",0,1.55
72,"sub13","once","emotional",1,2.1
73,"sub13","once","neutral",0,1.2
74,"sub13","once","emotional",1,2.21
75,"sub13","once","emotional",1,1.65
76,"sub13","once","emotional",0,1.06
77,"sub13","once","neutral",1,2.12
78,"sub13","once","neutral",0,1.42
79,"sub13","once","neutral",0,1.19
80,"sub13","once","neutral",1,1.64
81,"sub13","once","emotional",1,2.4
82,"sub13","once","emotional",1,1.59
83,"sub13","once","neutral",1,1.24
84,"sub13","once","emotional",1,2.34
85,"sub13","once","emotional",0,1.01
86,"sub13","once","neutral",1,1.94
87,"sub13","once","emotional",0,1.81
88,"sub13","once","neutral",1,1.19
89,"sub13","once","emotional",1,1.2
90,"sub13","once","neutral",0,1.73
91,"sub13","once","neutral",1,1.9
92,"sub13","once","neutral",1,1.7
93,"sub13","once","neutral",0,1.92
94,"sub13","once","neutral",1,1.64
95,"sub13","once","emotional",1,2.07
96,"sub13","once","neutral",1,1.33
97,"sub13","once","emotional",0,2
98,"sub13","once","neutral",1,2.1
99,"sub13","once","neutral",1,2.34
100,"sub13","once","emotional",1,1.83
