"trials","sub","times_studied","condition","correct","RT"
1,"sub04","once","emotional",1,2.26
2,"sub04","once","emotional",0,1.38
3,"sub04","once","neutral",0,2.19
4,"sub04","once","neutral",0,1.46
5,"sub04","once","neutral",1,1.69
6,"sub04","once","emotional",1,1.04
7,"sub04","once","neutral",0,2.1
8,"sub04","once","emotional",0,2.07
9,"sub04","once","emotional",1,2.34
10,"sub04","once","emotional",1,1.34
11,"sub04","once","emotional",1,2.3
12,"sub04","once","neutral",1,1.79
13,"sub04","once","emotional",1,2.11
14,"sub04","once","emotional",0,1.28
15,"sub04","once","emotional",1,1.82
16,"sub04","once","neutral",1,2.22
17,"sub04","once","neutral",1,1.58
18,"sub04","once","emotional",1,1.91
19,"sub04","once","neutral",1,1.31
20,"sub04","once","emotional",1,1.56
21,"sub04","once","neutral",1,1.5
22,"sub04","once","emotional",1,1.95
23,"sub04","once","emotional",1,2.22
24,"sub04","once","emotional",1,1.08
25,"sub04","once","neutral",1,2.42
26,"sub04","once","neutral",0,2.4
27,"sub04","once","neutral",1,2.25
28,"sub04","once","emotional",1,1.88
29,"sub04","once","neutral",1,1.61
30,"sub04","once","neutral",1,2.07
31,"sub04","once","neutral",1,2
32,"sub04","once","neutral",1,1.86
33,"sub04","once","neutral",1,2.25
34,"sub04","once","neutral",1,1.63
35,"sub04","once","neutral",0,1.88
36,"sub04","once","neutral",0,1.43
37,"sub04","once","emotional",1,2.17
38,"sub04","once","neutral",1,1.36
39,"sub04","once","emotional",1,1.14
40,"sub04","once","emotional",1,1.69
41,"sub04","once","neutral",1,2.43
42,"sub04","once","emotional",1,1.75
43,"sub04","once","neutral",1,2.26
44,"sub04","once","neutral",1,1.45
45,"sub04","once","emotional",1,1.07
46,"sub04","once","neutral",0,2.45
47,"sub04","once","emotional",1,1.66
48,"sub04","once","emotional",1,1.49
49,"sub04","once","emotional",1,2.19
50,"sub04","once","neutral",0,2.34
51,"sub04","once","neutral",1,1.47
52,"sub04","once","neutral",0,1.8
53,"sub04","once","neutral",0,1.98
54,"sub04","once","emotional",1,2.17
55,"sub04","once","neutral",0,1.41
56,"sub04","once","emotional",1,2.03
57,"sub04","once","emotional",0,1.52
58,"sub04","once","neutral",1,1.47
59,"sub04","once","neutral",0,1.63
60,"sub04","once","neutral",1,2.32
61,"sub04","once","neutral",0,2.33
62,"sub04","once","neutral",0,1.41
63,"sub04","once","neutral",1,1.5
64,"sub04","once","neutral",1,2.23
65,"sub04","once","emotional",1,1.87
66,"sub04","once","neutral",1,1.84
67,"sub04","once","emotional",0,1.81
68,"sub04","once","emotional",0,1.47
69,"sub04","once","emotional",1,1.66
70,"sub04","once","neutral",1,2.08
71,"sub04","once","emotional",0,1.98
72,"sub04","once","emotional",1,1.78
73,"sub04","once","emotional",1,2.03
74,"sub04","once","neutral",1,1.6
75,"sub04","once","emotional",1,2.12
76,"sub04","once","neutral",0,1.33
77,"sub04","once","neutral",1,2.21
78,"sub04","once","emotional",0,1.31
79,"sub04","once","emotional",1,1.9
80,"sub04","once","emotional",1,1.12
81,"sub04","once","emotional",1,1.67
82,"sub04","once","emotional",1,1.18
83,"sub04","once","emotional",0,1.02
84,"sub04","once","emotional",1,2.33
85,"sub04","once","emotional",1,1.14
86,"sub04","once","emotional",1,1.32
87,"sub04","once","emotional",0,1.83
88,"sub04","once","emotional",1,1.68
89,"sub04","once","neutral",1,2
90,"sub04","once","neutral",0,2.14
91,"sub04","once","emotional",1,1.05
92,"sub04","once","emotional",1,1.16
93,"sub04","once","neutral",1,2.43
94,"sub04","once","neutral",0,1.59
95,"sub04","once","neutral",1,2.07
96,"sub04","once","emotional",1,2.27
97,"sub04","once","neutral",1,2.32
98,"sub04","once","neutral",1,1.31
99,"sub04","once","neutral",1,2.38
100,"sub04","once","emotional",1,2.1
