subid	risk	ethnic	gender	age	wvcat	active
15	67	1	0	36	2	GOLD
15	75	1	0	36	2	MED20
15	80	1	0	36	2	MED80
15	2	1	0	36	2	SILV
15	70	1	0	36	2	STK20
15	60	1	0	36	2	STK80
17	50	1	0	27	0	GOLD
17	50	1	0	27	0	MED20
17	10	1	0	27	0	MED80
17	0	1	0	27	0	SILV
17	50	1	0	27	0	STK20
17	40	1	0	27	0	STK80
19	40	1	1	40	0	GOLD
19	20	1	1	40	0	MED20
19	40	1	1	40	0	MED80
19	10	1	1	40	0	SILV
19	0	1	1	40	0	STK20
19	10	1	1	40	0	STK80
20	50	1	0	83	0	GOLD
20	20	1	0	83	0	MED20
20	50	1	0	83	0	MED80
20	50	1	0	83	0	SILV
20	20	1	0	83	0	STK20
20	.	1	0	83	0	STK80
23	75	1	1	46	0	GOLD
23	75	1	1	46	0	MED20
23	85	1	1	46	0	MED80
23	60	1	1	46	0	SILV
23	75	1	1	46	0	STK20
23	75	1	1	46	0	STK80
27	80	1	0	47	3	GOLD
27	80	1	0	47	3	MED20
27	90	1	0	47	3	MED80
27	0	1	0	47	3	SILV
27	10	1	0	47	3	STK20
27	10	1	0	47	3	STK80
29	90	1	1	48	3	GOLD
29	100	1	1	48	3	MED20
29	90	1	1	48	3	MED80
29	90	1	1	48	3	SILV
29	75	1	1	48	3	STK20
29	70	1	1	48	3	STK80
32	70	1	1	61	0	GOLD
32	35	1	1	61	0	MED20
32	90	1	1	61	0	MED80
32	2	1	1	61	0	SILV
32	15	1	1	61	0	STK20
32	55	1	1	61	0	STK80
34	50	1	1	67	0	GOLD
34	50	1	1	67	0	MED20
34	90	1	1	67	0	MED80
34	90	1	1	67	0	SILV
34	5	1	1	67	0	STK20
34	20	1	1	67	0	STK80
35	5	1	0	50	3	GOLD
35	70	1	0	50	3	MED20
35	90	1	0	50	3	MED80
35	5	1	0	50	3	SILV
35	5	1	0	50	3	STK20
35	70	1	0	50	3	STK80
39	20	1	1	76	3	GOLD
39	30	1	1	76	3	MED20
39	30	1	1	76	3	MED80
39	10	1	1	76	3	SILV
39	20	1	1	76	3	STK20
39	10	1	1	76	3	STK80
40	20	1	1	62	0	GOLD
40	85	1	1	62	0	MED20
40	.	1	1	62	0	MED80
40	20	1	1	62	0	SILV
40	.	1	1	62	0	STK20
40	20	1	1	62	0	STK80
41	34	1	0	61	3	GOLD
41	59	1	0	61	3	MED20
41	30	1	0	61	3	MED80
41	18	1	0	61	3	SILV
41	28	1	0	61	3	STK20
41	30	1	0	61	3	STK80
42	80	1	0	59	0	GOLD
42	80	1	0	59	0	MED20
42	85	1	0	59	0	MED80
42	2	1	0	59	0	SILV
42	10	1	0	59	0	STK20
42	10	1	0	59	0	STK80
46	10	1	1	37	3	GOLD
46	95	1	1	37	3	MED20
46	90	1	1	37	3	MED80
46	2	1	1	37	3	SILV
46	10	1	1	37	3	STK20
46	90	1	1	37	3	STK80
48	35	1	1	70	3	GOLD
48	50	1	1	70	3	MED20
48	85	1	1	70	3	MED80
48	40	1	1	70	3	SILV
48	36	1	1	70	3	STK20
48	80	1	1	70	3	STK80
54	85	1	1	64	0	GOLD
54	30	1	1	64	0	MED20
54	95	1	1	64	0	MED80
54	85	1	1	64	0	SILV
54	10	1	1	64	0	STK20
54	95	1	1	64	0	STK80
55	40	1	0	52	0	GOLD
55	40	1	0	52	0	MED20
55	55	1	0	52	0	MED80
55	40	1	0	52	0	SILV
55	15	1	0	52	0	STK20
55	15	1	0	52	0	STK80
57	.	1	0	50	1	GOLD
57	80	1	0	50	1	MED20
57	90	1	0	50	1	MED80
57	.	1	0	50	1	SILV
57	20	1	0	50	1	STK20
57	20	1	0	50	1	STK80
60	5	1	1	55	3	GOLD
60	80	1	1	55	3	MED20
60	95	1	1	55	3	MED80
60	0	1	1	55	3	SILV
60	10	1	1	55	3	STK20
60	10	1	1	55	3	STK80
61	5	1	1	61	2	GOLD
61	15	1	1	61	2	MED20
61	.	1	1	61	2	MED80
61	.	1	1	61	2	SILV
61	.	1	1	61	2	STK20
61	7.5	1	1	61	2	STK80
63	30	1	0	50	3	GOLD
63	40	1	0	50	3	MED20
63	70	1	0	50	3	MED80
63	30	1	0	50	3	SILV
63	20	1	0	50	3	STK20
63	20	1	0	50	3	STK80
64	50	1	1	60	2	GOLD
64	80	1	1	60	2	MED20
64	90	1	1	60	2	MED80
64	5	1	1	60	2	SILV
64	20	1	1	60	2	STK20
64	60	1	1	60	2	STK80
68	20	1	1	59	0	GOLD
68	70	1	1	59	0	MED20
68	70	1	1	59	0	MED80
68	50	1	1	59	0	SILV
68	20	1	1	59	0	STK20
68	.	1	1	59	0	STK80
72	50	1	1	65	2	GOLD
72	10	1	1	65	2	MED20
72	95	1	1	65	2	MED80
72	1	1	1	65	2	SILV
72	10	1	1	65	2	STK20
72	60	1	1	65	2	STK80
73	50	1	1	58	3	GOLD
73	50	1	1	58	3	MED20
73	2	1	1	58	3	MED80
73	10	1	1	58	3	SILV
73	40	1	1	58	3	STK20
73	20	1	1	58	3	STK80
75	60	1	1	55	3	GOLD
75	90	1	1	55	3	MED20
75	95	1	1	55	3	MED80
75	60	1	1	55	3	SILV
75	25	1	1	55	3	STK20
75	20	1	1	55	3	STK80
77	2	1	1	52	1	GOLD
77	90	1	1	52	1	MED20
77	80	1	1	52	1	MED80
77	4	1	1	52	1	SILV
77	20	1	1	52	1	STK20
77	100	1	1	52	1	STK80
78	35	1	1	32	1	GOLD
78	50	1	1	32	1	MED20
78	80	1	1	32	1	MED80
78	10	1	1	32	1	SILV
78	35	1	1	32	1	STK20
78	75	1	1	32	1	STK80
80	50	1	0	53	3	GOLD
80	100	1	0	53	3	MED20
80	90	1	0	53	3	MED80
80	75	1	0	53	3	SILV
80	60	1	0	53	3	STK20
80	40	1	0	53	3	STK80
81	30	1	1	33	0	GOLD
81	88	1	1	33	0	MED20
81	90	1	1	33	0	MED80
81	0	1	1	33	0	SILV
81	2	1	1	33	0	STK20
81	10	1	1	33	0	STK80
84	10	1	1	47	3	GOLD
84	70	1	1	47	3	MED20
84	80	1	1	47	3	MED80
84	1	1	1	47	3	SILV
84	5	1	1	47	3	STK20
84	30	1	1	47	3	STK80
85	50	1	1	51	0	GOLD
85	30	1	1	51	0	MED20
85	100	1	1	51	0	MED80
85	50	1	1	51	0	SILV
85	10	1	1	51	0	STK20
85	20	1	1	51	0	STK80
86	10	1	0	44	3	GOLD
86	75	1	0	44	3	MED20
86	85	1	0	44	3	MED80
86	10	1	0	44	3	SILV
86	20	1	0	44	3	STK20
86	75	1	0	44	3	STK80
97	70	1	0	66	2	GOLD
97	70	1	0	66	2	MED20
97	95	1	0	66	2	MED80
97	3	1	0	66	2	SILV
97	50	1	0	66	2	STK20
97	90	1	0	66	2	STK80
103	50	1	1	35	2	GOLD
103	80	1	1	35	2	MED20
103	50	1	1	35	2	MED80
103	80	1	1	35	2	SILV
103	20	1	1	35	2	STK20
103	20	1	1	35	2	STK80
106	70	1	0	18	1	GOLD
106	60	1	0	18	1	MED20
106	85	1	0	18	1	MED80
106	65	1	0	18	1	SILV
106	60	1	0	18	1	STK20
106	85	1	0	18	1	STK80
111	80	1	0	37	1	GOLD
111	100	1	0	37	1	MED20
111	100	1	0	37	1	MED80
111	25	1	0	37	1	SILV
111	50	1	0	37	1	STK20
111	90	1	0	37	1	STK80
133	95	1	1	82	0	GOLD
133	20	1	1	82	0	MED20
133	90	1	1	82	0	MED80
133	0	1	1	82	0	SILV
133	10	1	1	82	0	STK20
133	15	1	1	82	0	STK80
139	50	1	0	84	2	GOLD
139	60	1	0	84	2	MED20
139	50	1	0	84	2	MED80
139	0	1	0	84	2	SILV
139	75	1	0	84	2	STK20
139	60	1	0	84	2	STK80
140	40	1	0	42	0	GOLD
140	50	1	0	42	0	MED20
140	90	1	0	42	0	MED80
140	0	1	0	42	0	SILV
140	50	1	0	42	0	STK20
140	90	1	0	42	0	STK80
141	50	1	0	63	0	GOLD
141	50	1	0	63	0	MED20
141	50	1	0	63	0	MED80
141	10	1	0	63	0	SILV
141	50	1	0	63	0	STK20
141	.	1	0	63	0	STK80
142	50	1	0	27	0	GOLD
142	40	1	0	27	0	MED20
142	60	1	0	27	0	MED80
142	20	1	0	27	0	SILV
142	50	1	0	27	0	STK20
142	70	1	0	27	0	STK80
143	50	1	1	42	3	GOLD
143	50	1	1	42	3	MED20
143	50	1	1	42	3	MED80
143	30	1	1	42	3	SILV
143	40	1	1	42	3	STK20
143	30	1	1	42	3	STK80
149	50	1	0	30	0	GOLD
149	60	1	0	30	0	MED20
149	80	1	0	30	0	MED80
149	10	1	0	30	0	SILV
149	10	1	0	30	0	STK20
149	35	1	0	30	0	STK80
151	10	1	0	24	1	GOLD
151	30	1	0	24	1	MED20
151	85	1	0	24	1	MED80
151	0	1	0	24	1	SILV
151	50	1	0	24	1	STK20
151	80	1	0	24	1	STK80
153	80	1	1	43	0	GOLD
153	70	1	1	43	0	MED20
153	25	1	1	43	0	MED80
153	10	1	1	43	0	SILV
153	60	1	1	43	0	STK20
153	15	1	1	43	0	STK80
154	50	1	1	24	2	GOLD
154	20	1	1	24	2	MED20
154	50	1	1	24	2	MED80
154	30	1	1	24	2	SILV
154	20	1	1	24	2	STK20
154	20	1	1	24	2	STK80
155	40	1	1	21	3	GOLD
155	55	1	1	21	3	MED20
155	30	1	1	21	3	MED80
155	20	1	1	21	3	SILV
155	20	1	1	21	3	STK20
155	30	1	1	21	3	STK80
181	10	1	0	21	2	GOLD
181	65	1	0	21	2	MED20
181	75	1	0	21	2	MED80
181	1	1	0	21	2	SILV
181	30	1	0	21	2	STK20
181	60	1	0	21	2	STK80
184	50	1	0	19	1	GOLD
184	70	1	0	19	1	MED20
184	90	1	0	19	1	MED80
184	10	1	0	19	1	SILV
184	45	1	0	19	1	STK20
184	90	1	0	19	1	STK80
187	30	1	0	20	3	GOLD
187	15	1	0	20	3	MED20
187	70	1	0	20	3	MED80
187	20	1	0	20	3	SILV
187	30	1	0	20	3	STK20
187	80	1	0	20	3	STK80
188	15	1	1	22	2	GOLD
188	60	1	1	22	2	MED20
188	0	1	1	22	2	MED80
188	25	1	1	22	2	SILV
188	15	1	1	22	2	STK20
188	30	1	1	22	2	STK80
189	10	1	0	20	0	GOLD
189	40	1	0	20	0	MED20
189	70	1	0	20	0	MED80
189	10	1	0	20	0	SILV
189	20	1	0	20	0	STK20
189	80	1	0	20	0	STK80
190	35	1	0	22	0	GOLD
190	30	1	0	22	0	MED20
190	70	1	0	22	0	MED80
190	10	1	0	22	0	SILV
190	40	1	0	22	0	STK20
190	40	1	0	22	0	STK80
195	50	1	1	18	3	GOLD
195	70	1	1	18	3	MED20
195	95	1	1	18	3	MED80
195	10	1	1	18	3	SILV
195	50	1	1	18	3	STK20
195	95	1	1	18	3	STK80
197	0	1	1	18	0	GOLD
197	60	1	1	18	0	MED20
197	75	1	1	18	0	MED80
197	15	1	1	18	0	SILV
197	25	1	1	18	0	STK20
197	80	1	1	18	0	STK80
200	10	1	1	19	3	GOLD
200	20	1	1	19	3	MED20
200	80	1	1	19	3	MED80
200	10	1	1	19	3	SILV
200	20	1	1	19	3	STK20
200	50	1	1	19	3	STK80
201	50	1	1	18	0	GOLD
201	70	1	1	18	0	MED20
201	65	1	1	18	0	MED80
201	5	1	1	18	0	SILV
201	25	1	1	18	0	STK20
201	50	1	1	18	0	STK80
202	30	1	1	18	3	GOLD
202	30	1	1	18	3	MED20
202	50	1	1	18	3	MED80
202	40	1	1	18	3	SILV
202	40	1	1	18	3	STK20
202	40	1	1	18	3	STK80
204	20	1	1	18	3	GOLD
204	40	1	1	18	3	MED20
204	90	1	1	18	3	MED80
204	3	1	1	18	3	SILV
204	40	1	1	18	3	STK20
204	40	1	1	18	3	STK80
206	45	1	1	19	3	GOLD
206	30	1	1	19	3	MED20
206	80	1	1	19	3	MED80
206	2	1	1	19	3	SILV
206	50	1	1	19	3	STK20
206	60	1	1	19	3	STK80
207	80	1	1	30	0	GOLD
207	97	1	1	30	0	MED20
207	97	1	1	30	0	MED80
207	70	1	1	30	0	SILV
207	50	1	1	30	0	STK20
207	97	1	1	30	0	STK80
208	30	1	0	20	2	GOLD
208	30	1	0	20	2	MED20
208	30	1	0	20	2	MED80
208	20	1	0	20	2	SILV
208	60	1	0	20	2	STK20
208	40	1	0	20	2	STK80
210	0	1	0	25	3	GOLD
210	70	1	0	25	3	MED20
210	90	1	0	25	3	MED80
210	5	1	0	25	3	SILV
210	30	1	0	25	3	STK20
210	30	1	0	25	3	STK80
211	20	1	0	48	0	GOLD
211	40	1	0	48	0	MED20
211	40	1	0	48	0	MED80
211	0	1	0	48	0	SILV
211	50	1	0	48	0	STK20
211	50	1	0	48	0	STK80
213	30	1	0	18	3	GOLD
213	70	1	0	18	3	MED20
213	85	1	0	18	3	MED80
213	10	1	0	18	3	SILV
213	50	1	0	18	3	STK20
213	70	1	0	18	3	STK80
216	50	1	1	47	0	GOLD
216	50	1	1	47	0	MED20
216	50	1	1	47	0	MED80
216	50	1	1	47	0	SILV
216	50	1	1	47	0	STK20
216	50	1	1	47	0	STK80
218	0	1	0	20	0	GOLD
218	70	1	0	20	0	MED20
218	85	1	0	20	0	MED80
218	0	1	0	20	0	SILV
218	65	1	0	20	0	STK20
218	90	1	0	20	0	STK80
221	15	1	1	36	2	GOLD
221	20	1	1	36	2	MED20
221	75	1	1	36	2	MED80
221	20	1	1	36	2	SILV
221	10	1	1	36	2	STK20
221	20	1	1	36	2	STK80
223	2	1	0	20	3	GOLD
223	25	1	0	20	3	MED20
223	100	1	0	20	3	MED80
223	1	1	0	20	3	SILV
223	100	1	0	20	3	STK20
223	80	1	0	20	3	STK80
225	50	1	0	23	0	GOLD
225	50	1	0	23	0	MED20
225	50	1	0	23	0	MED80
225	50	1	0	23	0	SILV
225	3	1	0	23	0	STK20
225	5	1	0	23	0	STK80
226	20	1	0	21	0	GOLD
226	15	1	0	21	0	MED20
226	30	1	0	21	0	MED80
226	2	1	0	21	0	SILV
226	15	1	0	21	0	STK20
226	60	1	0	21	0	STK80
227	20	1	0	20	0	GOLD
227	40	1	0	20	0	MED20
227	80	1	0	20	0	MED80
227	0	1	0	20	0	SILV
227	.	1	0	20	0	STK20
227	.	1	0	20	0	STK80
230	5	1	0	44	1	GOLD
230	100	1	0	44	1	MED20
230	50	1	0	44	1	MED80
230	1	1	0	44	1	SILV
230	50	1	0	44	1	STK20
230	50	1	0	44	1	STK80
231	50	1	0	20	2	GOLD
231	38	1	0	20	2	MED20
231	60	1	0	20	2	MED80
231	40	1	0	20	2	SILV
231	60	1	0	20	2	STK20
231	60	1	0	20	2	STK80
233	5	1	1	22	0	GOLD
233	25	1	1	22	0	MED20
233	70	1	1	22	0	MED80
233	0	1	1	22	0	SILV
233	30	1	1	22	0	STK20
233	40	1	1	22	0	STK80
234	0	1	0	19	0	GOLD
234	50	1	0	19	0	MED20
234	85	1	0	19	0	MED80
234	0	1	0	19	0	SILV
234	50	1	0	19	0	STK20
234	85	1	0	19	0	STK80
239	5	1	0	32	0	GOLD
239	20	1	0	32	0	MED20
239	75	1	0	32	0	MED80
239	0	1	0	32	0	SILV
239	25	1	0	32	0	STK20
239	50	1	0	32	0	STK80
240	80	1	0	20	0	GOLD
240	60	1	0	20	0	MED20
240	60	1	0	20	0	MED80
240	10	1	0	20	0	SILV
240	40	1	0	20	0	STK20
240	70	1	0	20	0	STK80
243	50	1	0	21	0	GOLD
243	65	1	0	21	0	MED20
243	80	1	0	21	0	MED80
243	40	1	0	21	0	SILV
243	70	1	0	21	0	STK20
243	85	1	0	21	0	STK80
251	30	1	1	19	3	GOLD
251	25	1	1	19	3	MED20
251	60	1	1	19	3	MED80
251	10	1	1	19	3	SILV
251	10	1	1	19	3	STK20
251	10	1	1	19	3	STK80
253	90	1	1	30	3	GOLD
253	90	1	1	30	3	MED20
253	75	1	1	30	3	MED80
253	50	1	1	30	3	SILV
253	40	1	1	30	3	STK20
253	10	1	1	30	3	STK80
254	20	1	1	49	2	GOLD
254	25	1	1	49	2	MED20
254	20	1	1	49	2	MED80
254	20	1	1	49	2	SILV
254	20	1	1	49	2	STK20
254	20	1	1	49	2	STK80
260	22	1	1	22	0	GOLD
260	35	1	1	22	0	MED20
260	69	1	1	22	0	MED80
260	7	1	1	22	0	SILV
260	32	1	1	22	0	STK20
260	77	1	1	22	0	STK80
261	30	1	0	48	0	GOLD
261	20	1	0	48	0	MED20
261	35	1	0	48	0	MED80
261	10	1	0	48	0	SILV
261	20	1	0	48	0	STK20
261	20	1	0	48	0	STK80
262	20	1	0	18	0	GOLD
262	80	1	0	18	0	MED20
262	100	1	0	18	0	MED80
262	10	1	0	18	0	SILV
262	20	1	0	18	0	STK20
262	20	1	0	18	0	STK80
271	56	1	0	20	0	GOLD
271	50	1	0	20	0	MED20
271	85	1	0	20	0	MED80
271	.	1	0	20	0	SILV
271	56	1	0	20	0	STK20
271	100	1	0	20	0	STK80
272	23	1	0	18	0	GOLD
272	62	1	0	18	0	MED20
272	95	1	0	18	0	MED80
272	38	1	0	18	0	SILV
272	63	1	0	18	0	STK20
272	63	1	0	18	0	STK80
273	50	1	0	19	2	GOLD
273	40	1	0	19	2	MED20
273	80	1	0	19	2	MED80
273	10	1	0	19	2	SILV
273	40	1	0	19	2	STK20
273	80	1	0	19	2	STK80
276	15	1	0	71	0	GOLD
276	15	1	0	71	0	MED20
276	80	1	0	71	0	MED80
276	.	1	0	71	0	SILV
276	10	1	0	71	0	STK20
276	60	1	0	71	0	STK80
278	1	1	0	76	3	GOLD
278	50	1	0	76	3	MED20
278	75	1	0	76	3	MED80
278	1	1	0	76	3	SILV
278	.	1	0	76	3	STK20
278	60	1	0	76	3	STK80
279	20	1	0	.	0	GOLD
279	20	1	0	.	0	MED20
279	30	1	0	.	0	MED80
279	1	1	0	.	0	SILV
279	80	1	0	.	0	STK20
279	.	1	0	.	0	STK80
281	.	1	0	79	0	GOLD
281	.	1	0	79	0	MED20
281	95	1	0	79	0	MED80
281	.	1	0	79	0	SILV
281	90	1	0	79	0	STK20
281	80	1	0	79	0	STK80
283	50	1	0	89	0	GOLD
283	25	1	0	89	0	MED20
283	40	1	0	89	0	MED80
283	.	1	0	89	0	SILV
283	5	1	0	89	0	STK20
283	10	1	0	89	0	STK80
284	50	1	0	72	3	GOLD
284	10	1	0	72	3	MED20
284	50	1	0	72	3	MED80
284	10	1	0	72	3	SILV
284	10	1	0	72	3	STK20
284	20	1	0	72	3	STK80
285	10	1	0	63	0	GOLD
285	50	1	0	63	0	MED20
285	80	1	0	63	0	MED80
285	0	1	0	63	0	SILV
285	10	1	0	63	0	STK20
285	50	1	0	63	0	STK80
572	5	1	1	35	0	GOLD
572	15	1	1	35	0	MED20
572	50	1	1	35	0	MED80
572	5	1	1	35	0	SILV
572	50	1	1	35	0	STK20
572	60	1	1	35	0	STK80
800	24	1	0	18	0	GOLD
800	45	1	0	18	0	MED20
800	67	1	0	18	0	MED80
800	15	1	0	18	0	SILV
800	39	1	0	18	0	STK20
800	87	1	0	18	0	STK80
808	40	1	0	18	3	GOLD
808	90	1	0	18	3	MED20
808	95	1	0	18	3	MED80
808	0	1	0	18	3	SILV
808	90	1	0	18	3	STK20
808	98	1	0	18	3	STK80
811	20	1	0	18	2	GOLD
811	25	1	0	18	2	MED20
811	95	1	0	18	2	MED80
811	5	1	0	18	2	SILV
811	25	1	0	18	2	STK20
811	35	1	0	18	2	STK80
814	90	1	1	19	0	GOLD
814	60	1	1	19	0	MED20
814	100	1	1	19	0	MED80
814	80	1	1	19	0	SILV
814	85	1	1	19	0	STK20
814	100	1	1	19	0	STK80
815	5	1	0	21	0	GOLD
815	50	1	0	21	0	MED20
815	90	1	0	21	0	MED80
815	2	1	0	21	0	SILV
815	25	1	0	21	0	STK20
815	.	1	0	21	0	STK80
817	20	1	0	18	0	GOLD
817	70	1	0	18	0	MED20
817	80	1	0	18	0	MED80
817	20	1	0	18	0	SILV
817	70	1	0	18	0	STK20
817	80	1	0	18	0	STK80
818	30	1	0	19	3	GOLD
818	40	1	0	19	3	MED20
818	70	1	0	19	3	MED80
818	10	1	0	19	3	SILV
818	30	1	0	19	3	STK20
818	50	1	0	19	3	STK80
819	2	1	0	18	0	GOLD
819	25	1	0	18	0	MED20
819	70	1	0	18	0	MED80
819	1	1	0	18	0	SILV
819	20	1	0	18	0	STK20
819	65	1	0	18	0	STK80
820	40	1	0	18	0	GOLD
820	70	1	0	18	0	MED20
820	50	1	0	18	0	MED80
820	10	1	0	18	0	SILV
820	30	1	0	18	0	STK20
820	60	1	0	18	0	STK80
821	43	1	0	18	0	GOLD
821	30	1	0	18	0	MED20
821	80	1	0	18	0	MED80
821	20	1	0	18	0	SILV
821	65	1	0	18	0	STK20
821	90	1	0	18	0	STK80
822	48	1	0	18	0	GOLD
822	72	1	0	18	0	MED20
822	90	1	0	18	0	MED80
822	6	1	0	18	0	SILV
822	83	1	0	18	0	STK20
822	87	1	0	18	0	STK80
825	30	1	0	19	3	GOLD
825	74	1	0	19	3	MED20
825	72	1	0	19	3	MED80
825	7	1	0	19	3	SILV
825	51	1	0	19	3	STK20
825	78	1	0	19	3	STK80
828	10	1	1	19	3	GOLD
828	60	1	1	19	3	MED20
828	80	1	1	19	3	MED80
828	0	1	1	19	3	SILV
828	60	1	1	19	3	STK20
828	80	1	1	19	3	STK80
833	35	1	0	20	0	GOLD
833	80	1	0	20	0	MED20
833	90	1	0	20	0	MED80
833	10	1	0	20	0	SILV
833	50	1	0	20	0	STK20
833	90	1	0	20	0	STK80
835	30	1	0	18	2	GOLD
835	30	1	0	18	2	MED20
835	95	1	0	18	2	MED80
835	.	1	0	18	2	SILV
835	40	1	0	18	2	STK20
835	95	1	0	18	2	STK80
839	35	1	0	18	3	GOLD
839	20	1	0	18	3	MED20
839	40	1	0	18	3	MED80
839	15	1	0	18	3	SILV
839	20	1	0	18	3	STK20
839	50	1	0	18	3	STK80
840	60	1	0	18	0	GOLD
840	75	1	0	18	0	MED20
840	80	1	0	18	0	MED80
840	50	1	0	18	0	SILV
840	60	1	0	18	0	STK20
840	90	1	0	18	0	STK80
841	20	1	0	20	0	GOLD
841	35	1	0	20	0	MED20
841	75	1	0	20	0	MED80
841	5	1	0	20	0	SILV
841	30	1	0	20	0	STK20
841	65	1	0	20	0	STK80
842	35	1	1	18	0	GOLD
842	55	1	1	18	0	MED20
842	95	1	1	18	0	MED80
842	1	1	1	18	0	SILV
842	20	1	1	18	0	STK20
842	30	1	1	18	0	STK80
847	50	1	0	20	0	GOLD
847	20	1	0	20	0	MED20
847	90	1	0	20	0	MED80
847	50	1	0	20	0	SILV
847	50	1	0	20	0	STK20
847	50	1	0	20	0	STK80
848	50	1	0	21	2	GOLD
848	25	1	0	21	2	MED20
848	50	1	0	21	2	MED80
848	30	1	0	21	2	SILV
848	50	1	0	21	2	STK20
848	30	1	0	21	2	STK80
849	27	1	0	18	0	GOLD
849	20	1	0	18	0	MED20
849	30	1	0	18	0	MED80
849	10	1	0	18	0	SILV
849	15	1	0	18	0	STK20
849	33	1	0	18	0	STK80
850	45	1	1	18	3	GOLD
850	50	1	1	18	3	MED20
850	75	1	1	18	3	MED80
850	10	1	1	18	3	SILV
850	50	1	1	18	3	STK20
850	80	1	1	18	3	STK80
851	70	1	1	18	1	GOLD
851	70	1	1	18	1	MED20
851	80	1	1	18	1	MED80
851	5	1	1	18	1	SILV
851	70	1	1	18	1	STK20
851	60	1	1	18	1	STK80
852	35	1	0	19	3	GOLD
852	40	1	0	19	3	MED20
852	95	1	0	19	3	MED80
852	5	1	0	19	3	SILV
852	70	1	0	19	3	STK20
852	70	1	0	19	3	STK80
853	20	1	1	21	0	GOLD
853	50	1	1	21	0	MED20
853	80	1	1	21	0	MED80
853	0	1	1	21	0	SILV
853	30	1	1	21	0	STK20
853	100	1	1	21	0	STK80
854	10	1	0	19	2	GOLD
854	50	1	0	19	2	MED20
854	70	1	0	19	2	MED80
854	5	1	0	19	2	SILV
854	50	1	0	19	2	STK20
854	75	1	0	19	2	STK80
855	30	1	0	18	3	GOLD
855	25	1	0	18	3	MED20
855	70	1	0	18	3	MED80
855	25	1	0	18	3	SILV
855	50	1	0	18	3	STK20
855	98	1	0	18	3	STK80
859	15	1	0	22	0	GOLD
859	60	1	0	22	0	MED20
859	85	1	0	22	0	MED80
859	0	1	0	22	0	SILV
859	35	1	0	22	0	STK20
859	80	1	0	22	0	STK80
861	15	1	1	18	0	GOLD
861	35	1	1	18	0	MED20
861	35	1	1	18	0	MED80
861	5	1	1	18	0	SILV
861	10	1	1	18	0	STK20
861	15	1	1	18	0	STK80
863	40	1	0	21	0	GOLD
863	20	1	0	21	0	MED20
863	40	1	0	21	0	MED80
863	20	1	0	21	0	SILV
863	20	1	0	21	0	STK20
863	50	1	0	21	0	STK80
865	70	1	0	18	0	GOLD
865	60	1	0	18	0	MED20
865	50	1	0	18	0	MED80
865	50	1	0	18	0	SILV
865	60	1	0	18	0	STK20
865	80	1	0	18	0	STK80
866	80	1	0	34	2	GOLD
866	10	1	0	34	2	MED20
866	40	1	0	34	2	MED80
866	90	1	0	34	2	SILV
866	50	1	0	34	2	STK20
866	10	1	0	34	2	STK80
867	45	1	1	18	3	GOLD
867	55	1	1	18	3	MED20
867	85	1	1	18	3	MED80
867	5	1	1	18	3	SILV
867	20	1	1	18	3	STK20
867	55	1	1	18	3	STK80
870	45	1	0	19	0	GOLD
870	65	1	0	19	0	MED20
870	80	1	0	19	0	MED80
870	10	1	0	19	0	SILV
870	75	1	0	19	0	STK20
870	80	1	0	19	0	STK80
873	13	1	1	19	0	GOLD
873	38	1	1	19	0	MED20
873	95	1	1	19	0	MED80
873	0	1	1	19	0	SILV
873	72	1	1	19	0	STK20
873	95	1	1	19	0	STK80
875	50	1	0	19	0	GOLD
875	50	1	0	19	0	MED20
875	80	1	0	19	0	MED80
875	10	1	0	19	0	SILV
875	50	1	0	19	0	STK20
875	80	1	0	19	0	STK80
877	30	1	0	19	0	GOLD
877	25	1	0	19	0	MED20
877	40	1	0	19	0	MED80
877	5	1	0	19	0	SILV
877	25	1	0	19	0	STK20
877	50	1	0	19	0	STK80
879	10	1	1	19	0	GOLD
879	50	1	1	19	0	MED20
879	70	1	1	19	0	MED80
879	0	1	1	19	0	SILV
879	30	1	1	19	0	STK20
879	50	1	1	19	0	STK80
882	17	1	1	18	2	GOLD
882	75	1	1	18	2	MED20
882	89	1	1	18	2	MED80
882	0	1	1	18	2	SILV
882	40	1	1	18	2	STK20
882	80	1	1	18	2	STK80
883	0	1	1	19	0	GOLD
883	40	1	1	19	0	MED20
883	45	1	1	19	0	MED80
883	20	1	1	19	0	SILV
883	35	1	1	19	0	STK20
883	65	1	1	19	0	STK80
886	45	1	1	21	2	GOLD
886	40	1	1	21	2	MED20
886	85	1	1	21	2	MED80
886	5	1	1	21	2	SILV
886	30	1	1	21	2	STK20
886	70	1	1	21	2	STK80
887	20	1	0	19	2	GOLD
887	45	1	0	19	2	MED20
887	68	1	0	19	2	MED80
887	30	1	0	19	2	SILV
887	56	1	0	19	2	STK20
887	65	1	0	19	2	STK80
888	.	1	1	18	0	GOLD
888	80	1	1	18	0	MED20
888	100	1	1	18	0	MED80
888	0	1	1	18	0	SILV
888	10	1	1	18	0	STK20
888	50	1	1	18	0	STK80
889	80	1	0	19	2	GOLD
889	45	1	0	19	2	MED20
889	90	1	0	19	2	MED80
889	10	1	0	19	2	SILV
889	70	1	0	19	2	STK20
889	90	1	0	19	2	STK80
893	20	1	1	18	3	GOLD
893	35	1	1	18	3	MED20
893	70	1	1	18	3	MED80
893	5	1	1	18	3	SILV
893	40	1	1	18	3	STK20
893	40	1	1	18	3	STK80
