"sub","condition","trials","RT"
"sub28","no_caffeine",1,290
"sub28","no_caffeine",2,335
"sub28","no_caffeine",3,205
"sub28","no_caffeine",4,247
"sub28","no_caffeine",5,355
"sub28","no_caffeine",6,207
"sub28","no_caffeine",7,331
"sub28","no_caffeine",8,341
"sub28","no_caffeine",9,224
"sub28","no_caffeine",10,343
"sub28","no_caffeine",11,318
"sub28","no_caffeine",12,315
"sub28","no_caffeine",13,210
"sub28","no_caffeine",14,223
"sub28","no_caffeine",15,343
"sub28","no_caffeine",16,268
"sub28","no_caffeine",17,280
"sub28","no_caffeine",18,228
"sub28","no_caffeine",19,266
"sub28","no_caffeine",20,286
"sub28","no_caffeine",21,309
"sub28","no_caffeine",22,349
"sub28","no_caffeine",23,272
"sub28","no_caffeine",24,283
"sub28","no_caffeine",25,336
"sub28","no_caffeine",26,224
"sub28","no_caffeine",27,332
"sub28","no_caffeine",28,341
"sub28","no_caffeine",29,262
"sub28","no_caffeine",30,292
"sub28","no_caffeine",31,217
"sub28","no_caffeine",32,305
"sub28","no_caffeine",33,226
"sub28","no_caffeine",34,219
"sub28","no_caffeine",35,346
"sub28","no_caffeine",36,283
"sub28","no_caffeine",37,349
"sub28","no_caffeine",38,269
"sub28","no_caffeine",39,296
"sub28","no_caffeine",40,346
"sub28","no_caffeine",41,299
"sub28","no_caffeine",42,298
"sub28","no_caffeine",43,316
"sub28","no_caffeine",44,302
"sub28","no_caffeine",45,307
"sub28","no_caffeine",46,341
"sub28","no_caffeine",47,345
"sub28","no_caffeine",48,313
"sub28","no_caffeine",49,363
"sub28","no_caffeine",50,351
"sub28","no_caffeine",51,233
"sub28","no_caffeine",52,364
"sub28","no_caffeine",53,213
"sub28","no_caffeine",54,355
"sub28","no_caffeine",55,367
"sub28","no_caffeine",56,330
"sub28","no_caffeine",57,357
"sub28","no_caffeine",58,309
"sub28","no_caffeine",59,213
"sub28","no_caffeine",60,287
"sub28","no_caffeine",61,289
"sub28","no_caffeine",62,254
"sub28","no_caffeine",63,299
"sub28","no_caffeine",64,332
"sub28","no_caffeine",65,338
"sub28","no_caffeine",66,312
"sub28","no_caffeine",67,237
"sub28","no_caffeine",68,217
"sub28","no_caffeine",69,249
"sub28","no_caffeine",70,317
"sub28","no_caffeine",71,271
"sub28","no_caffeine",72,338
"sub28","no_caffeine",73,311
"sub28","no_caffeine",74,325
"sub28","no_caffeine",75,351
"sub28","no_caffeine",76,329
"sub28","no_caffeine",77,265
"sub28","no_caffeine",78,318
"sub28","no_caffeine",79,323
"sub28","no_caffeine",80,358
"sub28","no_caffeine",81,300
"sub28","no_caffeine",82,234
"sub28","no_caffeine",83,253
"sub28","no_caffeine",84,335
"sub28","no_caffeine",85,356
"sub28","no_caffeine",86,233
"sub28","no_caffeine",87,358
"sub28","no_caffeine",88,205
"sub28","no_caffeine",89,364
"sub28","no_caffeine",90,231
"sub28","no_caffeine",91,344
"sub28","no_caffeine",92,344
"sub28","no_caffeine",93,203
"sub28","no_caffeine",94,234
"sub28","no_caffeine",95,210
"sub28","no_caffeine",96,273
"sub28","no_caffeine",97,236
"sub28","no_caffeine",98,262
"sub28","no_caffeine",99,370
"sub28","no_caffeine",100,252
