sub,condition,trials,RT
sub06,caffeine,1,327
sub06,caffeine,2,310
sub06,caffeine,3,202
sub06,caffeine,4,352
sub06,caffeine,5,358
sub06,caffeine,6,194
sub06,caffeine,7,231
sub06,caffeine,8,335
sub06,caffeine,9,227
sub06,caffeine,10,348
sub06,caffeine,11,258
sub06,caffeine,12,225
sub06,caffeine,13,263
sub06,caffeine,14,255
sub06,caffeine,15,246
sub06,caffeine,16,311
sub06,caffeine,17,253
sub06,caffeine,18,201
sub06,caffeine,19,360
sub06,caffeine,20,313
sub06,caffeine,21,340
sub06,caffeine,22,306
sub06,caffeine,23,229
sub06,caffeine,24,337
sub06,caffeine,25,250
sub06,caffeine,26,233
sub06,caffeine,27,313
sub06,caffeine,28,351
sub06,caffeine,29,314
sub06,caffeine,30,213
sub06,caffeine,31,279
sub06,caffeine,32,247
sub06,caffeine,33,293
sub06,caffeine,34,317
sub06,caffeine,35,287
sub06,caffeine,36,208
sub06,caffeine,37,327
sub06,caffeine,38,288
sub06,caffeine,39,237
sub06,caffeine,40,356
sub06,caffeine,41,360
sub06,caffeine,42,263
sub06,caffeine,43,309
sub06,caffeine,44,276
sub06,caffeine,45,218
sub06,caffeine,46,220
sub06,caffeine,47,284
sub06,caffeine,48,311
sub06,caffeine,49,204
sub06,caffeine,50,211
sub06,caffeine,51,247
sub06,caffeine,52,289
sub06,caffeine,53,241
sub06,caffeine,54,335
sub06,caffeine,55,368
sub06,caffeine,56,318
sub06,caffeine,57,287
sub06,caffeine,58,219
sub06,caffeine,59,339
sub06,caffeine,60,308
sub06,caffeine,61,305
sub06,caffeine,62,297
sub06,caffeine,63,307
sub06,caffeine,64,298
sub06,caffeine,65,224
sub06,caffeine,66,214
sub06,caffeine,67,247
sub06,caffeine,68,321
sub06,caffeine,69,276
sub06,caffeine,70,251
sub06,caffeine,71,316
sub06,caffeine,72,322
sub06,caffeine,73,255
sub06,caffeine,74,284
sub06,caffeine,75,357
sub06,caffeine,76,369
sub06,caffeine,77,353
sub06,caffeine,78,341
sub06,caffeine,79,327
sub06,caffeine,80,365
sub06,caffeine,81,245
sub06,caffeine,82,215
sub06,caffeine,83,342
sub06,caffeine,84,304
sub06,caffeine,85,205
sub06,caffeine,86,245
sub06,caffeine,87,244
sub06,caffeine,88,215
sub06,caffeine,89,277
sub06,caffeine,90,251
sub06,caffeine,91,195
sub06,caffeine,92,348
sub06,caffeine,93,203
sub06,caffeine,94,279
sub06,caffeine,95,241
sub06,caffeine,96,311
sub06,caffeine,97,321
sub06,caffeine,98,197
sub06,caffeine,99,320
sub06,caffeine,100,247
