sub,condition,trials,RT
sub08,caffeine,1,215
sub08,caffeine,2,342
sub08,caffeine,3,244
sub08,caffeine,4,313
sub08,caffeine,5,301
sub08,caffeine,6,282
sub08,caffeine,7,297
sub08,caffeine,8,325
sub08,caffeine,9,205
sub08,caffeine,10,314
sub08,caffeine,11,244
sub08,caffeine,12,351
sub08,caffeine,13,313
sub08,caffeine,14,287
sub08,caffeine,15,272
sub08,caffeine,16,192
sub08,caffeine,17,267
sub08,caffeine,18,302
sub08,caffeine,19,239
sub08,caffeine,20,219
sub08,caffeine,21,294
sub08,caffeine,22,264
sub08,caffeine,23,223
sub08,caffeine,24,284
sub08,caffeine,25,336
sub08,caffeine,26,365
sub08,caffeine,27,310
sub08,caffeine,28,328
sub08,caffeine,29,80
sub08,caffeine,30,331
sub08,caffeine,31,313
sub08,caffeine,32,304
sub08,caffeine,33,309
sub08,caffeine,34,319
sub08,caffeine,35,215
sub08,caffeine,36,258
sub08,caffeine,37,262
sub08,caffeine,38,252
sub08,caffeine,39,267
sub08,caffeine,40,257
sub08,caffeine,41,269
sub08,caffeine,42,229
sub08,caffeine,43,218
sub08,caffeine,44,222
sub08,caffeine,45,334
sub08,caffeine,46,365
sub08,caffeine,47,302
sub08,caffeine,48,343
sub08,caffeine,49,266
sub08,caffeine,50,345
sub08,caffeine,51,329
sub08,caffeine,52,351
sub08,caffeine,53,337
sub08,caffeine,54,223
sub08,caffeine,55,306
sub08,caffeine,56,350
sub08,caffeine,57,256
sub08,caffeine,58,249
sub08,caffeine,59,193
sub08,caffeine,60,358
sub08,caffeine,61,302
sub08,caffeine,62,304
sub08,caffeine,63,231
sub08,caffeine,64,245
sub08,caffeine,65,285
sub08,caffeine,66,202
sub08,caffeine,67,289
sub08,caffeine,68,340
sub08,caffeine,69,262
sub08,caffeine,70,252
sub08,caffeine,71,337
sub08,caffeine,72,265
sub08,caffeine,73,322
sub08,caffeine,74,250
sub08,caffeine,75,219
sub08,caffeine,76,257
sub08,caffeine,77,261
sub08,caffeine,78,278
sub08,caffeine,79,222
sub08,caffeine,80,335
sub08,caffeine,81,226
sub08,caffeine,82,249
sub08,caffeine,83,215
sub08,caffeine,84,202
sub08,caffeine,85,259
sub08,caffeine,86,301
sub08,caffeine,87,200
sub08,caffeine,88,253
sub08,caffeine,89,239
sub08,caffeine,90,196
sub08,caffeine,91,239
sub08,caffeine,92,359
sub08,caffeine,93,198
sub08,caffeine,94,245
sub08,caffeine,95,209
sub08,caffeine,96,363
sub08,caffeine,97,275
sub08,caffeine,98,314
sub08,caffeine,99,280
sub08,caffeine,100,205
