sub,condition,trials,RT
sub36,no_caffeine,1,371
sub36,no_caffeine,2,301
sub36,no_caffeine,3,217
sub36,no_caffeine,4,242
sub36,no_caffeine,5,237
sub36,no_caffeine,6,215
sub36,no_caffeine,7,342
sub36,no_caffeine,8,258
sub36,no_caffeine,9,271
sub36,no_caffeine,10,260
sub36,no_caffeine,11,355
sub36,no_caffeine,12,265
sub36,no_caffeine,13,247
sub36,no_caffeine,14,349
sub36,no_caffeine,15,356
sub36,no_caffeine,16,219
sub36,no_caffeine,17,11
sub36,no_caffeine,18,406
sub36,no_caffeine,19,183
sub36,no_caffeine,20,199
sub36,no_caffeine,21,322
sub36,no_caffeine,22,230
sub36,no_caffeine,23,184
sub36,no_caffeine,24,388
sub36,no_caffeine,25,393
sub36,no_caffeine,26,307
sub36,no_caffeine,27,409
sub36,no_caffeine,28,286
sub36,no_caffeine,29,317
sub36,no_caffeine,30,253
sub36,no_caffeine,31,211
sub36,no_caffeine,32,253
sub36,no_caffeine,33,353
sub36,no_caffeine,34,217
sub36,no_caffeine,35,302
sub36,no_caffeine,36,389
sub36,no_caffeine,37,329
sub36,no_caffeine,38,209
sub36,no_caffeine,39,202
sub36,no_caffeine,40,188
sub36,no_caffeine,41,202
sub36,no_caffeine,42,380
sub36,no_caffeine,43,310
sub36,no_caffeine,44,327
sub36,no_caffeine,45,335
sub36,no_caffeine,46,320
sub36,no_caffeine,47,306
sub36,no_caffeine,48,366
sub36,no_caffeine,49,331
sub36,no_caffeine,50,397
sub36,no_caffeine,51,195
sub36,no_caffeine,52,200
sub36,no_caffeine,53,342
sub36,no_caffeine,54,354
sub36,no_caffeine,55,386
sub36,no_caffeine,56,403
sub36,no_caffeine,57,307
sub36,no_caffeine,58,296
sub36,no_caffeine,59,300
sub36,no_caffeine,60,201
sub36,no_caffeine,61,382
sub36,no_caffeine,62,359
sub36,no_caffeine,63,274
sub36,no_caffeine,64,316
sub36,no_caffeine,65,339
sub36,no_caffeine,66,367
sub36,no_caffeine,67,236
sub36,no_caffeine,68,243
sub36,no_caffeine,69,312
sub36,no_caffeine,70,343
sub36,no_caffeine,71,267
sub36,no_caffeine,72,291
sub36,no_caffeine,73,352
sub36,no_caffeine,74,387
sub36,no_caffeine,75,388
sub36,no_caffeine,76,228
sub36,no_caffeine,77,269
sub36,no_caffeine,78,337
sub36,no_caffeine,79,208
sub36,no_caffeine,80,245
sub36,no_caffeine,81,372
sub36,no_caffeine,82,338
sub36,no_caffeine,83,273
sub36,no_caffeine,84,224
sub36,no_caffeine,85,238
sub36,no_caffeine,86,276
sub36,no_caffeine,87,283
sub36,no_caffeine,88,396
sub36,no_caffeine,89,347
sub36,no_caffeine,90,250
sub36,no_caffeine,91,352
sub36,no_caffeine,92,399
sub36,no_caffeine,93,210
sub36,no_caffeine,94,214
sub36,no_caffeine,95,341
sub36,no_caffeine,96,282
sub36,no_caffeine,97,37
sub36,no_caffeine,98,266
sub36,no_caffeine,99,255
sub36,no_caffeine,100,330
