sub,condition,trials,RT
sub35,no_caffeine,1,348
sub35,no_caffeine,2,211
sub35,no_caffeine,3,395
sub35,no_caffeine,4,235
sub35,no_caffeine,5,357
sub35,no_caffeine,6,356
sub35,no_caffeine,7,255
sub35,no_caffeine,8,250
sub35,no_caffeine,9,373
sub35,no_caffeine,10,237
sub35,no_caffeine,11,333
sub35,no_caffeine,12,352
sub35,no_caffeine,13,405
sub35,no_caffeine,14,288
sub35,no_caffeine,15,294
sub35,no_caffeine,16,271
sub35,no_caffeine,17,339
sub35,no_caffeine,18,240
sub35,no_caffeine,19,293
sub35,no_caffeine,20,193
sub35,no_caffeine,21,92
sub35,no_caffeine,22,197
sub35,no_caffeine,23,359
sub35,no_caffeine,24,379
sub35,no_caffeine,25,326
sub35,no_caffeine,26,358
sub35,no_caffeine,27,243
sub35,no_caffeine,28,387
sub35,no_caffeine,29,205
sub35,no_caffeine,30,299
sub35,no_caffeine,31,238
sub35,no_caffeine,32,249
sub35,no_caffeine,33,407
sub35,no_caffeine,34,300
sub35,no_caffeine,35,311
sub35,no_caffeine,36,289
sub35,no_caffeine,37,283
sub35,no_caffeine,38,254
sub35,no_caffeine,39,225
sub35,no_caffeine,40,212
sub35,no_caffeine,41,385
sub35,no_caffeine,42,233
sub35,no_caffeine,43,273
sub35,no_caffeine,44,252
sub35,no_caffeine,45,390
sub35,no_caffeine,46,246
sub35,no_caffeine,47,309
sub35,no_caffeine,48,297
sub35,no_caffeine,49,398
sub35,no_caffeine,50,362
sub35,no_caffeine,51,306
sub35,no_caffeine,52,402
sub35,no_caffeine,53,188
sub35,no_caffeine,54,341
sub35,no_caffeine,55,376
sub35,no_caffeine,56,244
sub35,no_caffeine,57,325
sub35,no_caffeine,58,219
sub35,no_caffeine,59,300
sub35,no_caffeine,60,213
sub35,no_caffeine,61,208
sub35,no_caffeine,62,390
sub35,no_caffeine,63,284
sub35,no_caffeine,64,297
sub35,no_caffeine,65,312
sub35,no_caffeine,66,254
sub35,no_caffeine,67,189
sub35,no_caffeine,68,359
sub35,no_caffeine,69,373
sub35,no_caffeine,70,302
sub35,no_caffeine,71,364
sub35,no_caffeine,72,389
sub35,no_caffeine,73,288
sub35,no_caffeine,74,220
sub35,no_caffeine,75,376
sub35,no_caffeine,76,217
sub35,no_caffeine,77,370
sub35,no_caffeine,78,258
sub35,no_caffeine,79,205
sub35,no_caffeine,80,284
sub35,no_caffeine,81,374
sub35,no_caffeine,82,395
sub35,no_caffeine,83,403
sub35,no_caffeine,84,232
sub35,no_caffeine,85,388
sub35,no_caffeine,86,389
sub35,no_caffeine,87,224
sub35,no_caffeine,88,222
sub35,no_caffeine,89,303
sub35,no_caffeine,90,399
sub35,no_caffeine,91,274
sub35,no_caffeine,92,406
sub35,no_caffeine,93,305
sub35,no_caffeine,94,262
sub35,no_caffeine,95,319
sub35,no_caffeine,96,367
sub35,no_caffeine,97,191
sub35,no_caffeine,98,266
sub35,no_caffeine,99,380
sub35,no_caffeine,100,201
