"sub","condition","trials","RT"
"sub23","no_caffeine",1,234
"sub23","no_caffeine",2,348
"sub23","no_caffeine",3,356
"sub23","no_caffeine",4,288
"sub23","no_caffeine",5,301
"sub23","no_caffeine",6,301
"sub23","no_caffeine",7,312
"sub23","no_caffeine",8,206
"sub23","no_caffeine",9,262
"sub23","no_caffeine",10,215
"sub23","no_caffeine",11,336
"sub23","no_caffeine",12,205
"sub23","no_caffeine",13,265
"sub23","no_caffeine",14,319
"sub23","no_caffeine",15,302
"sub23","no_caffeine",16,339
"sub23","no_caffeine",17,289
"sub23","no_caffeine",18,213
"sub23","no_caffeine",19,344
"sub23","no_caffeine",20,232
"sub23","no_caffeine",21,358
"sub23","no_caffeine",22,260
"sub23","no_caffeine",23,313
"sub23","no_caffeine",24,314
"sub23","no_caffeine",25,353
"sub23","no_caffeine",26,281
"sub23","no_caffeine",27,346
"sub23","no_caffeine",28,220
"sub23","no_caffeine",29,264
"sub23","no_caffeine",30,289
"sub23","no_caffeine",31,281
"sub23","no_caffeine",32,275
"sub23","no_caffeine",33,271
"sub23","no_caffeine",34,260
"sub23","no_caffeine",35,310
"sub23","no_caffeine",36,281
"sub23","no_caffeine",37,231
"sub23","no_caffeine",38,302
"sub23","no_caffeine",39,236
"sub23","no_caffeine",40,358
"sub23","no_caffeine",41,364
"sub23","no_caffeine",42,338
"sub23","no_caffeine",43,204
"sub23","no_caffeine",44,305
"sub23","no_caffeine",45,329
"sub23","no_caffeine",46,231
"sub23","no_caffeine",47,361
"sub23","no_caffeine",48,202
"sub23","no_caffeine",49,297
"sub23","no_caffeine",50,222
"sub23","no_caffeine",51,206
"sub23","no_caffeine",52,307
"sub23","no_caffeine",53,345
"sub23","no_caffeine",54,246
"sub23","no_caffeine",55,240
"sub23","no_caffeine",56,369
"sub23","no_caffeine",57,215
"sub23","no_caffeine",58,265
"sub23","no_caffeine",59,263
"sub23","no_caffeine",60,352
"sub23","no_caffeine",61,200
"sub23","no_caffeine",62,286
"sub23","no_caffeine",63,317
"sub23","no_caffeine",64,294
"sub23","no_caffeine",65,264
"sub23","no_caffeine",66,251
"sub23","no_caffeine",67,309
"sub23","no_caffeine",68,333
"sub23","no_caffeine",69,213
"sub23","no_caffeine",70,334
"sub23","no_caffeine",71,217
"sub23","no_caffeine",72,238
"sub23","no_caffeine",73,336
"sub23","no_caffeine",74,290
"sub23","no_caffeine",75,332
"sub23","no_caffeine",76,320
"sub23","no_caffeine",77,241
"sub23","no_caffeine",78,231
"sub23","no_caffeine",79,329
"sub23","no_caffeine",80,291
"sub23","no_caffeine",81,251
"sub23","no_caffeine",82,270
"sub23","no_caffeine",83,351
"sub23","no_caffeine",84,305
"sub23","no_caffeine",85,219
"sub23","no_caffeine",86,354
"sub23","no_caffeine",87,312
"sub23","no_caffeine",88,245
"sub23","no_caffeine",89,290
"sub23","no_caffeine",90,267
"sub23","no_caffeine",91,259
"sub23","no_caffeine",92,302
"sub23","no_caffeine",93,274
"sub23","no_caffeine",94,324
"sub23","no_caffeine",95,232
"sub23","no_caffeine",96,265
"sub23","no_caffeine",97,204
"sub23","no_caffeine",98,327
"sub23","no_caffeine",99,348
"sub23","no_caffeine",100,312
