sub,condition,trials,RT
sub17,caffeine,1,258
sub17,caffeine,2,387
sub17,caffeine,3,365
sub17,caffeine,4,374
sub17,caffeine,5,189
sub17,caffeine,6,213
sub17,caffeine,7,336
sub17,caffeine,8,291
sub17,caffeine,9,264
sub17,caffeine,10,247
sub17,caffeine,11,274
sub17,caffeine,12,371
sub17,caffeine,13,382
sub17,caffeine,14,229
sub17,caffeine,15,235
sub17,caffeine,16,203
sub17,caffeine,17,198
sub17,caffeine,18,319
sub17,caffeine,19,307
sub17,caffeine,20,219
sub17,caffeine,21,239
sub17,caffeine,22,290
sub17,caffeine,23,253
sub17,caffeine,24,201
sub17,caffeine,25,223
sub17,caffeine,26,270
sub17,caffeine,27,311
sub17,caffeine,28,364
sub17,caffeine,29,256
sub17,caffeine,30,188
sub17,caffeine,31,84
sub17,caffeine,32,197
sub17,caffeine,33,360
sub17,caffeine,34,272
sub17,caffeine,35,360
sub17,caffeine,36,198
sub17,caffeine,37,229
sub17,caffeine,38,185
sub17,caffeine,39,252
sub17,caffeine,40,312
sub17,caffeine,41,330
sub17,caffeine,42,279
sub17,caffeine,43,333
sub17,caffeine,44,192
sub17,caffeine,45,238
sub17,caffeine,46,199
sub17,caffeine,47,379
sub17,caffeine,48,393
sub17,caffeine,49,280
sub17,caffeine,50,388
sub17,caffeine,51,269
sub17,caffeine,52,389
sub17,caffeine,53,329
sub17,caffeine,54,213
sub17,caffeine,55,241
sub17,caffeine,56,320
sub17,caffeine,57,295
sub17,caffeine,58,382
sub17,caffeine,59,300
sub17,caffeine,60,308
sub17,caffeine,61,278
sub17,caffeine,62,362
sub17,caffeine,63,398
sub17,caffeine,64,236
sub17,caffeine,65,325
sub17,caffeine,66,230
sub17,caffeine,67,210
sub17,caffeine,68,230
sub17,caffeine,69,251
sub17,caffeine,70,350
sub17,caffeine,71,261
sub17,caffeine,72,349
sub17,caffeine,73,182
sub17,caffeine,74,306
sub17,caffeine,75,244
sub17,caffeine,76,294
sub17,caffeine,77,394
sub17,caffeine,78,365
sub17,caffeine,79,282
sub17,caffeine,80,340
sub17,caffeine,81,279
sub17,caffeine,82,237
sub17,caffeine,83,393
sub17,caffeine,84,197
sub17,caffeine,85,240
sub17,caffeine,86,325
sub17,caffeine,87,348
sub17,caffeine,88,202
sub17,caffeine,89,287
sub17,caffeine,90,363
sub17,caffeine,91,278
sub17,caffeine,92,251
sub17,caffeine,93,331
sub17,caffeine,94,321
sub17,caffeine,95,199
sub17,caffeine,96,388
sub17,caffeine,97,278
sub17,caffeine,98,343
sub17,caffeine,99,260
sub17,caffeine,100,206
