"sub","condition","trials","RT"
"sub29","no_caffeine",1,345
"sub29","no_caffeine",2,201
"sub29","no_caffeine",3,418
"sub29","no_caffeine",4,300
"sub29","no_caffeine",5,285
"sub29","no_caffeine",6,283
"sub29","no_caffeine",7,241
"sub29","no_caffeine",8,277
"sub29","no_caffeine",9,335
"sub29","no_caffeine",10,390
"sub29","no_caffeine",11,334
"sub29","no_caffeine",12,235
"sub29","no_caffeine",13,249
"sub29","no_caffeine",14,364
"sub29","no_caffeine",15,370
"sub29","no_caffeine",16,355
"sub29","no_caffeine",17,225
"sub29","no_caffeine",18,374
"sub29","no_caffeine",19,348
"sub29","no_caffeine",20,397
"sub29","no_caffeine",21,258
"sub29","no_caffeine",22,384
"sub29","no_caffeine",23,305
"sub29","no_caffeine",24,420
"sub29","no_caffeine",25,331
"sub29","no_caffeine",26,327
"sub29","no_caffeine",27,209
"sub29","no_caffeine",28,377
"sub29","no_caffeine",29,401
"sub29","no_caffeine",30,208
"sub29","no_caffeine",31,222
"sub29","no_caffeine",32,204
"sub29","no_caffeine",33,303
"sub29","no_caffeine",34,282
"sub29","no_caffeine",35,380
"sub29","no_caffeine",36,351
"sub29","no_caffeine",37,261
"sub29","no_caffeine",38,296
"sub29","no_caffeine",39,195
"sub29","no_caffeine",40,347
"sub29","no_caffeine",41,296
"sub29","no_caffeine",42,190
"sub29","no_caffeine",43,377
"sub29","no_caffeine",44,220
"sub29","no_caffeine",45,335
"sub29","no_caffeine",46,188
"sub29","no_caffeine",47,364
"sub29","no_caffeine",48,397
"sub29","no_caffeine",49,419
"sub29","no_caffeine",50,401
"sub29","no_caffeine",51,217
"sub29","no_caffeine",52,300
"sub29","no_caffeine",53,380
"sub29","no_caffeine",54,360
"sub29","no_caffeine",55,413
"sub29","no_caffeine",56,185
"sub29","no_caffeine",57,271
"sub29","no_caffeine",58,303
"sub29","no_caffeine",59,389
"sub29","no_caffeine",60,301
"sub29","no_caffeine",61,338
"sub29","no_caffeine",62,265
"sub29","no_caffeine",63,262
"sub29","no_caffeine",64,217
"sub29","no_caffeine",65,188
"sub29","no_caffeine",66,265
"sub29","no_caffeine",67,345
"sub29","no_caffeine",68,233
"sub29","no_caffeine",69,307
"sub29","no_caffeine",70,234
"sub29","no_caffeine",71,233
"sub29","no_caffeine",72,325
"sub29","no_caffeine",73,258
"sub29","no_caffeine",74,251
"sub29","no_caffeine",75,236
"sub29","no_caffeine",76,279
"sub29","no_caffeine",77,241
"sub29","no_caffeine",78,280
"sub29","no_caffeine",79,398
"sub29","no_caffeine",80,195
"sub29","no_caffeine",81,240
"sub29","no_caffeine",82,191
"sub29","no_caffeine",83,271
"sub29","no_caffeine",84,289
"sub29","no_caffeine",85,217
"sub29","no_caffeine",86,239
"sub29","no_caffeine",87,359
"sub29","no_caffeine",88,288
"sub29","no_caffeine",89,290
"sub29","no_caffeine",90,332
"sub29","no_caffeine",91,416
"sub29","no_caffeine",92,376
"sub29","no_caffeine",93,185
"sub29","no_caffeine",94,364
"sub29","no_caffeine",95,411
"sub29","no_caffeine",96,222
"sub29","no_caffeine",97,335
"sub29","no_caffeine",98,378
"sub29","no_caffeine",99,350
"sub29","no_caffeine",100,316
