sub,condition,trials,RT
sub05,caffeine,1,368
sub05,caffeine,2,218
sub05,caffeine,3,259
sub05,caffeine,4,360
sub05,caffeine,5,366
sub05,caffeine,6,50
sub05,caffeine,7,287
sub05,caffeine,8,263
sub05,caffeine,9,217
sub05,caffeine,10,199
sub05,caffeine,11,206
sub05,caffeine,12,227
sub05,caffeine,13,211
sub05,caffeine,14,225
sub05,caffeine,15,282
sub05,caffeine,16,358
sub05,caffeine,17,214
sub05,caffeine,18,327
sub05,caffeine,19,225
sub05,caffeine,20,277
sub05,caffeine,21,269
sub05,caffeine,22,292
sub05,caffeine,23,354
sub05,caffeine,24,230
sub05,caffeine,25,325
sub05,caffeine,26,242
sub05,caffeine,27,296
sub05,caffeine,28,223
sub05,caffeine,29,305
sub05,caffeine,30,218
sub05,caffeine,31,251
sub05,caffeine,32,224
sub05,caffeine,33,281
sub05,caffeine,34,309
sub05,caffeine,35,212
sub05,caffeine,36,316
sub05,caffeine,37,225
sub05,caffeine,38,328
sub05,caffeine,39,326
sub05,caffeine,40,193
sub05,caffeine,41,198
sub05,caffeine,42,318
sub05,caffeine,43,366
sub05,caffeine,44,337
sub05,caffeine,45,247
sub05,caffeine,46,316
sub05,caffeine,47,318
sub05,caffeine,48,254
sub05,caffeine,49,327
sub05,caffeine,50,203
sub05,caffeine,51,250
sub05,caffeine,52,197
sub05,caffeine,53,217
sub05,caffeine,54,320
sub05,caffeine,55,241
sub05,caffeine,56,357
sub05,caffeine,57,255
sub05,caffeine,58,229
sub05,caffeine,59,233
sub05,caffeine,60,263
sub05,caffeine,61,272
sub05,caffeine,62,215
sub05,caffeine,63,365
sub05,caffeine,64,295
sub05,caffeine,65,209
sub05,caffeine,66,242
sub05,caffeine,67,230
sub05,caffeine,68,232
sub05,caffeine,69,277
sub05,caffeine,70,220
sub05,caffeine,71,341
sub05,caffeine,72,309
sub05,caffeine,73,297
sub05,caffeine,74,361
sub05,caffeine,75,301
sub05,caffeine,76,324
sub05,caffeine,77,343
sub05,caffeine,78,315
sub05,caffeine,79,305
sub05,caffeine,80,216
sub05,caffeine,81,299
sub05,caffeine,82,313
sub05,caffeine,83,297
sub05,caffeine,84,306
sub05,caffeine,85,220
sub05,caffeine,86,334
sub05,caffeine,87,252
sub05,caffeine,88,337
sub05,caffeine,89,340
sub05,caffeine,90,355
sub05,caffeine,91,313
sub05,caffeine,92,362
sub05,caffeine,93,261
sub05,caffeine,94,204
sub05,caffeine,95,320
sub05,caffeine,96,350
sub05,caffeine,97,352
sub05,caffeine,98,363
sub05,caffeine,99,269
sub05,caffeine,100,215
