sub,condition,trials,RT
sub37,no_caffeine,1,341
sub37,no_caffeine,2,346
sub37,no_caffeine,3,218
sub37,no_caffeine,4,290
sub37,no_caffeine,5,217
sub37,no_caffeine,6,226
sub37,no_caffeine,7,254
sub37,no_caffeine,8,59
sub37,no_caffeine,9,275
sub37,no_caffeine,10,370
sub37,no_caffeine,11,264
sub37,no_caffeine,12,215
sub37,no_caffeine,13,181
sub37,no_caffeine,14,296
sub37,no_caffeine,15,220
sub37,no_caffeine,16,268
sub37,no_caffeine,17,379
sub37,no_caffeine,18,366
sub37,no_caffeine,19,211
sub37,no_caffeine,20,325
sub37,no_caffeine,21,283
sub37,no_caffeine,22,223
sub37,no_caffeine,23,311
sub37,no_caffeine,24,188
sub37,no_caffeine,25,322
sub37,no_caffeine,26,368
sub37,no_caffeine,27,344
sub37,no_caffeine,28,262
sub37,no_caffeine,29,278
sub37,no_caffeine,30,263
sub37,no_caffeine,31,217
sub37,no_caffeine,32,261
sub37,no_caffeine,33,220
sub37,no_caffeine,34,375
sub37,no_caffeine,35,250
sub37,no_caffeine,36,243
sub37,no_caffeine,37,354
sub37,no_caffeine,38,217
sub37,no_caffeine,39,275
sub37,no_caffeine,40,204
sub37,no_caffeine,41,345
sub37,no_caffeine,42,207
sub37,no_caffeine,43,276
sub37,no_caffeine,44,315
sub37,no_caffeine,45,383
sub37,no_caffeine,46,191
sub37,no_caffeine,47,366
sub37,no_caffeine,48,260
sub37,no_caffeine,49,320
sub37,no_caffeine,50,200
sub37,no_caffeine,51,215
sub37,no_caffeine,52,300
sub37,no_caffeine,53,183
sub37,no_caffeine,54,286
sub37,no_caffeine,55,231
sub37,no_caffeine,56,307
sub37,no_caffeine,57,243
sub37,no_caffeine,58,258
sub37,no_caffeine,59,369
sub37,no_caffeine,60,331
sub37,no_caffeine,61,391
sub37,no_caffeine,62,290
sub37,no_caffeine,63,208
sub37,no_caffeine,64,210
sub37,no_caffeine,65,381
sub37,no_caffeine,66,225
sub37,no_caffeine,67,208
sub37,no_caffeine,68,231
sub37,no_caffeine,69,187
sub37,no_caffeine,70,326
sub37,no_caffeine,71,267
sub37,no_caffeine,72,375
sub37,no_caffeine,73,350
sub37,no_caffeine,74,265
sub37,no_caffeine,75,398
sub37,no_caffeine,76,218
sub37,no_caffeine,77,308
sub37,no_caffeine,78,198
sub37,no_caffeine,79,304
sub37,no_caffeine,80,350
sub37,no_caffeine,81,297
sub37,no_caffeine,82,187
sub37,no_caffeine,83,362
sub37,no_caffeine,84,286
sub37,no_caffeine,85,283
sub37,no_caffeine,86,212
sub37,no_caffeine,87,233
sub37,no_caffeine,88,235
sub37,no_caffeine,89,190
sub37,no_caffeine,90,356
sub37,no_caffeine,91,209
sub37,no_caffeine,92,313
sub37,no_caffeine,93,225
sub37,no_caffeine,94,409
sub37,no_caffeine,95,409
sub37,no_caffeine,96,261
sub37,no_caffeine,97,228
sub37,no_caffeine,98,195
sub37,no_caffeine,99,295
sub37,no_caffeine,100,330
