sub,condition,trials,RT
sub20,caffeine,1,240
sub20,caffeine,2,219
sub20,caffeine,3,185
sub20,caffeine,4,346
sub20,caffeine,5,266
sub20,caffeine,6,389
sub20,caffeine,7,262
sub20,caffeine,8,304
sub20,caffeine,9,284
sub20,caffeine,10,332
sub20,caffeine,11,353
sub20,caffeine,12,357
sub20,caffeine,13,398
sub20,caffeine,14,277
sub20,caffeine,15,276
sub20,caffeine,16,181
sub20,caffeine,17,206
sub20,caffeine,18,276
sub20,caffeine,19,334
sub20,caffeine,20,193
sub20,caffeine,21,217
sub20,caffeine,22,371
sub20,caffeine,23,393
sub20,caffeine,24,314
sub20,caffeine,25,310
sub20,caffeine,26,223
sub20,caffeine,27,260
sub20,caffeine,28,366
sub20,caffeine,29,345
sub20,caffeine,30,298
sub20,caffeine,31,388
sub20,caffeine,32,283
sub20,caffeine,33,333
sub20,caffeine,34,225
sub20,caffeine,35,203
sub20,caffeine,36,308
sub20,caffeine,37,323
sub20,caffeine,38,277
sub20,caffeine,39,314
sub20,caffeine,40,294
sub20,caffeine,41,350
sub20,caffeine,42,212
sub20,caffeine,43,379
sub20,caffeine,44,299
sub20,caffeine,45,359
sub20,caffeine,46,245
sub20,caffeine,47,202
sub20,caffeine,48,355
sub20,caffeine,49,228
sub20,caffeine,50,292
sub20,caffeine,51,241
sub20,caffeine,52,381
sub20,caffeine,53,257
sub20,caffeine,54,398
sub20,caffeine,55,198
sub20,caffeine,56,335
sub20,caffeine,57,200
sub20,caffeine,58,315
sub20,caffeine,59,323
sub20,caffeine,60,325
sub20,caffeine,61,190
sub20,caffeine,62,185
sub20,caffeine,63,361
sub20,caffeine,64,394
sub20,caffeine,65,337
sub20,caffeine,66,310
sub20,caffeine,67,352
sub20,caffeine,68,367
sub20,caffeine,69,276
sub20,caffeine,70,212
sub20,caffeine,71,191
sub20,caffeine,72,237
sub20,caffeine,73,251
sub20,caffeine,74,197
sub20,caffeine,75,229
sub20,caffeine,76,71
sub20,caffeine,77,395
sub20,caffeine,78,343
sub20,caffeine,79,231
sub20,caffeine,80,339
sub20,caffeine,81,385
sub20,caffeine,82,285
sub20,caffeine,83,201
sub20,caffeine,84,328
sub20,caffeine,85,300
sub20,caffeine,86,387
sub20,caffeine,87,298
sub20,caffeine,88,262
sub20,caffeine,89,279
sub20,caffeine,90,302
sub20,caffeine,91,344
sub20,caffeine,92,320
sub20,caffeine,93,318
sub20,caffeine,94,307
sub20,caffeine,95,347
sub20,caffeine,96,243
sub20,caffeine,97,374
sub20,caffeine,98,391
sub20,caffeine,99,197
sub20,caffeine,100,205
