sub,condition,trials,RT
sub12,caffeine,1,320
sub12,caffeine,2,298
sub12,caffeine,3,324
sub12,caffeine,4,381
sub12,caffeine,5,315
sub12,caffeine,6,74
sub12,caffeine,7,261
sub12,caffeine,8,375
sub12,caffeine,9,192
sub12,caffeine,10,242
sub12,caffeine,11,219
sub12,caffeine,12,317
sub12,caffeine,13,369
sub12,caffeine,14,205
sub12,caffeine,15,359
sub12,caffeine,16,305
sub12,caffeine,17,263
sub12,caffeine,18,288
sub12,caffeine,19,348
sub12,caffeine,20,222
sub12,caffeine,21,236
sub12,caffeine,22,187
sub12,caffeine,23,232
sub12,caffeine,24,315
sub12,caffeine,25,394
sub12,caffeine,26,217
sub12,caffeine,27,244
sub12,caffeine,28,348
sub12,caffeine,29,365
sub12,caffeine,30,316
sub12,caffeine,31,339
sub12,caffeine,32,336
sub12,caffeine,33,341
sub12,caffeine,34,196
sub12,caffeine,35,326
sub12,caffeine,36,205
sub12,caffeine,37,350
sub12,caffeine,38,356
sub12,caffeine,39,240
sub12,caffeine,40,228
sub12,caffeine,41,372
sub12,caffeine,42,68
sub12,caffeine,43,379
sub12,caffeine,44,346
sub12,caffeine,45,391
sub12,caffeine,46,219
sub12,caffeine,47,209
sub12,caffeine,48,355
sub12,caffeine,49,305
sub12,caffeine,50,312
sub12,caffeine,51,338
sub12,caffeine,52,389
sub12,caffeine,53,215
sub12,caffeine,54,289
sub12,caffeine,55,376
sub12,caffeine,56,307
sub12,caffeine,57,252
sub12,caffeine,58,299
sub12,caffeine,59,387
sub12,caffeine,60,347
sub12,caffeine,61,281
sub12,caffeine,62,386
sub12,caffeine,63,322
sub12,caffeine,64,350
sub12,caffeine,65,181
sub12,caffeine,66,302
sub12,caffeine,67,392
sub12,caffeine,68,316
sub12,caffeine,69,234
sub12,caffeine,70,353
sub12,caffeine,71,355
sub12,caffeine,72,185
sub12,caffeine,73,237
sub12,caffeine,74,379
sub12,caffeine,75,254
sub12,caffeine,76,261
sub12,caffeine,77,357
sub12,caffeine,78,186
sub12,caffeine,79,331
sub12,caffeine,80,82
sub12,caffeine,81,213
sub12,caffeine,82,240
sub12,caffeine,83,224
sub12,caffeine,84,239
sub12,caffeine,85,234
sub12,caffeine,86,214
sub12,caffeine,87,274
sub12,caffeine,88,259
sub12,caffeine,89,277
sub12,caffeine,90,266
sub12,caffeine,91,334
sub12,caffeine,92,343
sub12,caffeine,93,238
sub12,caffeine,94,228
sub12,caffeine,95,332
sub12,caffeine,96,245
sub12,caffeine,97,318
sub12,caffeine,98,399
sub12,caffeine,99,276
sub12,caffeine,100,331
