"sub","condition","trials","RT"
"sub22","no_caffeine",1,206
"sub22","no_caffeine",2,256
"sub22","no_caffeine",3,275
"sub22","no_caffeine",4,350
"sub22","no_caffeine",5,309
"sub22","no_caffeine",6,277
"sub22","no_caffeine",7,261
"sub22","no_caffeine",8,225
"sub22","no_caffeine",9,263
"sub22","no_caffeine",10,284
"sub22","no_caffeine",11,319
"sub22","no_caffeine",12,261
"sub22","no_caffeine",13,303
"sub22","no_caffeine",14,313
"sub22","no_caffeine",15,301
"sub22","no_caffeine",16,301
"sub22","no_caffeine",17,335
"sub22","no_caffeine",18,258
"sub22","no_caffeine",19,319
"sub22","no_caffeine",20,238
"sub22","no_caffeine",21,307
"sub22","no_caffeine",22,261
"sub22","no_caffeine",23,231
"sub22","no_caffeine",24,326
"sub22","no_caffeine",25,362
"sub22","no_caffeine",26,292
"sub22","no_caffeine",27,269
"sub22","no_caffeine",28,262
"sub22","no_caffeine",29,284
"sub22","no_caffeine",30,364
"sub22","no_caffeine",31,274
"sub22","no_caffeine",32,253
"sub22","no_caffeine",33,329
"sub22","no_caffeine",34,258
"sub22","no_caffeine",35,348
"sub22","no_caffeine",36,251
"sub22","no_caffeine",37,369
"sub22","no_caffeine",38,302
"sub22","no_caffeine",39,317
"sub22","no_caffeine",40,218
"sub22","no_caffeine",41,328
"sub22","no_caffeine",42,202
"sub22","no_caffeine",43,228
"sub22","no_caffeine",44,306
"sub22","no_caffeine",45,218
"sub22","no_caffeine",46,273
"sub22","no_caffeine",47,288
"sub22","no_caffeine",48,204
"sub22","no_caffeine",49,254
"sub22","no_caffeine",50,270
"sub22","no_caffeine",51,273
"sub22","no_caffeine",52,336
"sub22","no_caffeine",53,317
"sub22","no_caffeine",54,367
"sub22","no_caffeine",55,207
"sub22","no_caffeine",56,232
"sub22","no_caffeine",57,253
"sub22","no_caffeine",58,245
"sub22","no_caffeine",59,222
"sub22","no_caffeine",60,364
"sub22","no_caffeine",61,201
"sub22","no_caffeine",62,208
"sub22","no_caffeine",63,293
"sub22","no_caffeine",64,254
"sub22","no_caffeine",65,219
"sub22","no_caffeine",66,362
"sub22","no_caffeine",67,306
"sub22","no_caffeine",68,297
"sub22","no_caffeine",69,367
"sub22","no_caffeine",70,311
"sub22","no_caffeine",71,201
"sub22","no_caffeine",72,205
"sub22","no_caffeine",73,305
"sub22","no_caffeine",74,309
"sub22","no_caffeine",75,224
"sub22","no_caffeine",76,366
"sub22","no_caffeine",77,283
"sub22","no_caffeine",78,344
"sub22","no_caffeine",79,200
"sub22","no_caffeine",80,367
"sub22","no_caffeine",81,209
"sub22","no_caffeine",82,241
"sub22","no_caffeine",83,332
"sub22","no_caffeine",84,247
"sub22","no_caffeine",85,346
"sub22","no_caffeine",86,219
"sub22","no_caffeine",87,254
"sub22","no_caffeine",88,205
"sub22","no_caffeine",89,297
"sub22","no_caffeine",90,242
"sub22","no_caffeine",91,361
"sub22","no_caffeine",92,281
"sub22","no_caffeine",93,287
"sub22","no_caffeine",94,290
"sub22","no_caffeine",95,319
"sub22","no_caffeine",96,244
"sub22","no_caffeine",97,331
"sub22","no_caffeine",98,246
"sub22","no_caffeine",99,283
"sub22","no_caffeine",100,302
