"sub","condition","trials","RT"
"sub38","no_caffeine",1,388
"sub38","no_caffeine",2,338
"sub38","no_caffeine",3,266
"sub38","no_caffeine",4,243
"sub38","no_caffeine",5,397
"sub38","no_caffeine",6,302
"sub38","no_caffeine",7,282
"sub38","no_caffeine",8,238
"sub38","no_caffeine",9,311
"sub38","no_caffeine",10,196
"sub38","no_caffeine",11,274
"sub38","no_caffeine",12,266
"sub38","no_caffeine",13,201
"sub38","no_caffeine",14,195
"sub38","no_caffeine",15,221
"sub38","no_caffeine",16,230
"sub38","no_caffeine",17,285
"sub38","no_caffeine",18,201
"sub38","no_caffeine",19,398
"sub38","no_caffeine",20,181
"sub38","no_caffeine",21,287
"sub38","no_caffeine",22,346
"sub38","no_caffeine",23,350
"sub38","no_caffeine",24,190
"sub38","no_caffeine",25,407
"sub38","no_caffeine",26,260
"sub38","no_caffeine",27,190
"sub38","no_caffeine",28,236
"sub38","no_caffeine",29,303
"sub38","no_caffeine",30,248
"sub38","no_caffeine",31,338
"sub38","no_caffeine",32,277
"sub38","no_caffeine",33,339
"sub38","no_caffeine",34,215
"sub38","no_caffeine",35,339
"sub38","no_caffeine",36,410
"sub38","no_caffeine",37,289
"sub38","no_caffeine",38,385
"sub38","no_caffeine",39,237
"sub38","no_caffeine",40,408
"sub38","no_caffeine",41,255
"sub38","no_caffeine",42,306
"sub38","no_caffeine",43,362
"sub38","no_caffeine",44,250
"sub38","no_caffeine",45,397
"sub38","no_caffeine",46,256
"sub38","no_caffeine",47,299
"sub38","no_caffeine",48,195
"sub38","no_caffeine",49,212
"sub38","no_caffeine",50,381
"sub38","no_caffeine",51,345
"sub38","no_caffeine",52,295
"sub38","no_caffeine",53,369
"sub38","no_caffeine",54,193
"sub38","no_caffeine",55,351
"sub38","no_caffeine",56,218
"sub38","no_caffeine",57,298
"sub38","no_caffeine",58,356
"sub38","no_caffeine",59,366
"sub38","no_caffeine",60,349
"sub38","no_caffeine",61,279
"sub38","no_caffeine",62,325
"sub38","no_caffeine",63,215
"sub38","no_caffeine",64,191
"sub38","no_caffeine",65,375
"sub38","no_caffeine",66,353
"sub38","no_caffeine",67,251
"sub38","no_caffeine",68,302
"sub38","no_caffeine",69,367
"sub38","no_caffeine",70,237
"sub38","no_caffeine",71,335
"sub38","no_caffeine",72,374
"sub38","no_caffeine",73,406
"sub38","no_caffeine",74,332
"sub38","no_caffeine",75,287
"sub38","no_caffeine",76,257
"sub38","no_caffeine",77,337
"sub38","no_caffeine",78,338
"sub38","no_caffeine",79,348
"sub38","no_caffeine",80,217
"sub38","no_caffeine",81,292
"sub38","no_caffeine",82,290
"sub38","no_caffeine",83,186
"sub38","no_caffeine",84,197
"sub38","no_caffeine",85,290
"sub38","no_caffeine",86,342
"sub38","no_caffeine",87,317
"sub38","no_caffeine",88,219
"sub38","no_caffeine",89,299
"sub38","no_caffeine",90,289
"sub38","no_caffeine",91,370
"sub38","no_caffeine",92,250
"sub38","no_caffeine",93,287
"sub38","no_caffeine",94,227
"sub38","no_caffeine",95,279
"sub38","no_caffeine",96,246
"sub38","no_caffeine",97,253
"sub38","no_caffeine",98,342
"sub38","no_caffeine",99,249
"sub38","no_caffeine",100,183
