sub,condition,trials,RT
sub09,caffeine,1,208
sub09,caffeine,2,317
sub09,caffeine,3,213
sub09,caffeine,4,252
sub09,caffeine,5,215
sub09,caffeine,6,331
sub09,caffeine,7,309
sub09,caffeine,8,275
sub09,caffeine,9,368
sub09,caffeine,10,235
sub09,caffeine,11,255
sub09,caffeine,12,364
sub09,caffeine,13,216
sub09,caffeine,14,192
sub09,caffeine,15,282
sub09,caffeine,16,318
sub09,caffeine,17,87
sub09,caffeine,18,307
sub09,caffeine,19,366
sub09,caffeine,20,212
sub09,caffeine,21,354
sub09,caffeine,22,259
sub09,caffeine,23,294
sub09,caffeine,24,307
sub09,caffeine,25,273
sub09,caffeine,26,289
sub09,caffeine,27,328
sub09,caffeine,28,242
sub09,caffeine,29,195
sub09,caffeine,30,336
sub09,caffeine,31,225
sub09,caffeine,32,225
sub09,caffeine,33,359
sub09,caffeine,34,334
sub09,caffeine,35,224
sub09,caffeine,36,320
sub09,caffeine,37,366
sub09,caffeine,38,224
sub09,caffeine,39,200
sub09,caffeine,40,268
sub09,caffeine,41,287
sub09,caffeine,42,226
sub09,caffeine,43,286
sub09,caffeine,44,316
sub09,caffeine,45,331
sub09,caffeine,46,345
sub09,caffeine,47,299
sub09,caffeine,48,263
sub09,caffeine,49,325
sub09,caffeine,50,97
sub09,caffeine,51,290
sub09,caffeine,52,353
sub09,caffeine,53,328
sub09,caffeine,54,241
sub09,caffeine,55,319
sub09,caffeine,56,216
sub09,caffeine,57,309
sub09,caffeine,58,331
sub09,caffeine,59,220
sub09,caffeine,60,309
sub09,caffeine,61,229
sub09,caffeine,62,365
sub09,caffeine,63,270
sub09,caffeine,64,321
sub09,caffeine,65,306
sub09,caffeine,66,353
sub09,caffeine,67,211
sub09,caffeine,68,340
sub09,caffeine,69,244
sub09,caffeine,70,344
sub09,caffeine,71,332
sub09,caffeine,72,231
sub09,caffeine,73,359
sub09,caffeine,74,355
sub09,caffeine,75,345
sub09,caffeine,76,204
sub09,caffeine,77,256
sub09,caffeine,78,206
sub09,caffeine,79,260
sub09,caffeine,80,321
sub09,caffeine,81,239
sub09,caffeine,82,349
sub09,caffeine,83,243
sub09,caffeine,84,337
sub09,caffeine,85,294
sub09,caffeine,86,253
sub09,caffeine,87,294
sub09,caffeine,88,195
sub09,caffeine,89,301
sub09,caffeine,90,249
sub09,caffeine,91,209
sub09,caffeine,92,293
sub09,caffeine,93,257
sub09,caffeine,94,332
sub09,caffeine,95,226
sub09,caffeine,96,240
sub09,caffeine,97,268
sub09,caffeine,98,353
sub09,caffeine,99,322
sub09,caffeine,100,267
