"sub","condition","trials","RT"
"sub26","no_caffeine",1,285
"sub26","no_caffeine",2,340
"sub26","no_caffeine",3,275
"sub26","no_caffeine",4,318
"sub26","no_caffeine",5,268
"sub26","no_caffeine",6,364
"sub26","no_caffeine",7,237
"sub26","no_caffeine",8,320
"sub26","no_caffeine",9,357
"sub26","no_caffeine",10,318
"sub26","no_caffeine",11,274
"sub26","no_caffeine",12,324
"sub26","no_caffeine",13,352
"sub26","no_caffeine",14,323
"sub26","no_caffeine",15,275
"sub26","no_caffeine",16,360
"sub26","no_caffeine",17,214
"sub26","no_caffeine",18,290
"sub26","no_caffeine",19,369
"sub26","no_caffeine",20,335
"sub26","no_caffeine",21,240
"sub26","no_caffeine",22,298
"sub26","no_caffeine",23,207
"sub26","no_caffeine",24,256
"sub26","no_caffeine",25,234
"sub26","no_caffeine",26,306
"sub26","no_caffeine",27,267
"sub26","no_caffeine",28,282
"sub26","no_caffeine",29,250
"sub26","no_caffeine",30,243
"sub26","no_caffeine",31,213
"sub26","no_caffeine",32,271
"sub26","no_caffeine",33,267
"sub26","no_caffeine",34,276
"sub26","no_caffeine",35,325
"sub26","no_caffeine",36,221
"sub26","no_caffeine",37,228
"sub26","no_caffeine",38,281
"sub26","no_caffeine",39,266
"sub26","no_caffeine",40,269
"sub26","no_caffeine",41,323
"sub26","no_caffeine",42,340
"sub26","no_caffeine",43,349
"sub26","no_caffeine",44,333
"sub26","no_caffeine",45,343
"sub26","no_caffeine",46,311
"sub26","no_caffeine",47,294
"sub26","no_caffeine",48,291
"sub26","no_caffeine",49,223
"sub26","no_caffeine",50,269
"sub26","no_caffeine",51,329
"sub26","no_caffeine",52,369
"sub26","no_caffeine",53,267
"sub26","no_caffeine",54,276
"sub26","no_caffeine",55,297
"sub26","no_caffeine",56,216
"sub26","no_caffeine",57,222
"sub26","no_caffeine",58,327
"sub26","no_caffeine",59,293
"sub26","no_caffeine",60,294
"sub26","no_caffeine",61,221
"sub26","no_caffeine",62,300
"sub26","no_caffeine",63,322
"sub26","no_caffeine",64,255
"sub26","no_caffeine",65,203
"sub26","no_caffeine",66,277
"sub26","no_caffeine",67,356
"sub26","no_caffeine",68,254
"sub26","no_caffeine",69,243
"sub26","no_caffeine",70,254
"sub26","no_caffeine",71,261
"sub26","no_caffeine",72,317
"sub26","no_caffeine",73,336
"sub26","no_caffeine",74,279
"sub26","no_caffeine",75,348
"sub26","no_caffeine",76,333
"sub26","no_caffeine",77,320
"sub26","no_caffeine",78,277
"sub26","no_caffeine",79,333
"sub26","no_caffeine",80,286
"sub26","no_caffeine",81,300
"sub26","no_caffeine",82,233
"sub26","no_caffeine",83,209
"sub26","no_caffeine",84,290
"sub26","no_caffeine",85,310
"sub26","no_caffeine",86,215
"sub26","no_caffeine",87,345
"sub26","no_caffeine",88,210
"sub26","no_caffeine",89,278
"sub26","no_caffeine",90,234
"sub26","no_caffeine",91,239
"sub26","no_caffeine",92,232
"sub26","no_caffeine",93,222
"sub26","no_caffeine",94,252
"sub26","no_caffeine",95,294
"sub26","no_caffeine",96,347
"sub26","no_caffeine",97,253
"sub26","no_caffeine",98,276
"sub26","no_caffeine",99,316
"sub26","no_caffeine",100,210
