sub,condition,trials,RT
sub10,caffeine,1,386
sub10,caffeine,2,196
sub10,caffeine,3,372
sub10,caffeine,4,183
sub10,caffeine,5,351
sub10,caffeine,6,236
sub10,caffeine,7,241
sub10,caffeine,8,251
sub10,caffeine,9,304
sub10,caffeine,10,359
sub10,caffeine,11,252
sub10,caffeine,12,214
sub10,caffeine,13,362
sub10,caffeine,14,207
sub10,caffeine,15,211
sub10,caffeine,16,355
sub10,caffeine,17,246
sub10,caffeine,18,213
sub10,caffeine,19,382
sub10,caffeine,20,316
sub10,caffeine,21,254
sub10,caffeine,22,196
sub10,caffeine,23,331
sub10,caffeine,24,90
sub10,caffeine,25,332
sub10,caffeine,26,324
sub10,caffeine,27,344
sub10,caffeine,28,286
sub10,caffeine,29,342
sub10,caffeine,30,348
sub10,caffeine,31,363
sub10,caffeine,32,240
sub10,caffeine,33,266
sub10,caffeine,34,323
sub10,caffeine,35,275
sub10,caffeine,36,323
sub10,caffeine,37,354
sub10,caffeine,38,321
sub10,caffeine,39,387
sub10,caffeine,40,373
sub10,caffeine,41,335
sub10,caffeine,42,319
sub10,caffeine,43,398
sub10,caffeine,44,400
sub10,caffeine,45,334
sub10,caffeine,46,200
sub10,caffeine,47,388
sub10,caffeine,48,273
sub10,caffeine,49,185
sub10,caffeine,50,306
sub10,caffeine,51,346
sub10,caffeine,52,282
sub10,caffeine,53,185
sub10,caffeine,54,289
sub10,caffeine,55,260
sub10,caffeine,56,347
sub10,caffeine,57,187
sub10,caffeine,58,276
sub10,caffeine,59,309
sub10,caffeine,60,346
sub10,caffeine,61,400
sub10,caffeine,62,198
sub10,caffeine,63,398
sub10,caffeine,64,262
sub10,caffeine,65,294
sub10,caffeine,66,358
sub10,caffeine,67,372
sub10,caffeine,68,280
sub10,caffeine,69,334
sub10,caffeine,70,203
sub10,caffeine,71,292
sub10,caffeine,72,267
sub10,caffeine,73,241
sub10,caffeine,74,223
sub10,caffeine,75,186
sub10,caffeine,76,324
sub10,caffeine,77,253
sub10,caffeine,78,393
sub10,caffeine,79,255
sub10,caffeine,80,263
sub10,caffeine,81,237
sub10,caffeine,82,298
sub10,caffeine,83,346
sub10,caffeine,84,198
sub10,caffeine,85,263
sub10,caffeine,86,189
sub10,caffeine,87,287
sub10,caffeine,88,377
sub10,caffeine,89,318
sub10,caffeine,90,281
sub10,caffeine,91,197
sub10,caffeine,92,286
sub10,caffeine,93,321
sub10,caffeine,94,379
sub10,caffeine,95,265
sub10,caffeine,96,247
sub10,caffeine,97,240
sub10,caffeine,98,207
sub10,caffeine,99,302
sub10,caffeine,100,319
