"sub","condition","trials","RT"
"sub40","no_caffeine",1,329
"sub40","no_caffeine",2,344
"sub40","no_caffeine",3,345
"sub40","no_caffeine",4,299
"sub40","no_caffeine",5,184
"sub40","no_caffeine",6,374
"sub40","no_caffeine",7,233
"sub40","no_caffeine",8,298
"sub40","no_caffeine",9,330
"sub40","no_caffeine",10,343
"sub40","no_caffeine",11,194
"sub40","no_caffeine",12,249
"sub40","no_caffeine",13,202
"sub40","no_caffeine",14,347
"sub40","no_caffeine",15,306
"sub40","no_caffeine",16,243
"sub40","no_caffeine",17,397
"sub40","no_caffeine",18,358
"sub40","no_caffeine",19,389
"sub40","no_caffeine",20,216
"sub40","no_caffeine",21,236
"sub40","no_caffeine",22,393
"sub40","no_caffeine",23,359
"sub40","no_caffeine",24,353
"sub40","no_caffeine",25,187
"sub40","no_caffeine",26,344
"sub40","no_caffeine",27,216
"sub40","no_caffeine",28,239
"sub40","no_caffeine",29,367
"sub40","no_caffeine",30,331
"sub40","no_caffeine",31,315
"sub40","no_caffeine",32,349
"sub40","no_caffeine",33,366
"sub40","no_caffeine",34,211
"sub40","no_caffeine",35,393
"sub40","no_caffeine",36,271
"sub40","no_caffeine",37,226
"sub40","no_caffeine",38,254
"sub40","no_caffeine",39,258
"sub40","no_caffeine",40,345
"sub40","no_caffeine",41,391
"sub40","no_caffeine",42,386
"sub40","no_caffeine",43,307
"sub40","no_caffeine",44,347
"sub40","no_caffeine",45,305
"sub40","no_caffeine",46,400
"sub40","no_caffeine",47,242
"sub40","no_caffeine",48,396
"sub40","no_caffeine",49,337
"sub40","no_caffeine",50,395
"sub40","no_caffeine",51,245
"sub40","no_caffeine",52,347
"sub40","no_caffeine",53,400
"sub40","no_caffeine",54,214
"sub40","no_caffeine",55,300
"sub40","no_caffeine",56,391
"sub40","no_caffeine",57,346
"sub40","no_caffeine",58,200
"sub40","no_caffeine",59,249
"sub40","no_caffeine",60,281
"sub40","no_caffeine",61,234
"sub40","no_caffeine",62,257
"sub40","no_caffeine",63,303
"sub40","no_caffeine",64,292
"sub40","no_caffeine",65,400
"sub40","no_caffeine",66,339
"sub40","no_caffeine",67,373
"sub40","no_caffeine",68,267
"sub40","no_caffeine",69,181
"sub40","no_caffeine",70,387
"sub40","no_caffeine",71,396
"sub40","no_caffeine",72,317
"sub40","no_caffeine",73,310
"sub40","no_caffeine",74,343
"sub40","no_caffeine",75,219
"sub40","no_caffeine",76,347
"sub40","no_caffeine",77,392
"sub40","no_caffeine",78,271
"sub40","no_caffeine",79,356
"sub40","no_caffeine",80,406
"sub40","no_caffeine",81,364
"sub40","no_caffeine",82,184
"sub40","no_caffeine",83,206
"sub40","no_caffeine",84,243
"sub40","no_caffeine",85,297
"sub40","no_caffeine",86,242
"sub40","no_caffeine",87,277
"sub40","no_caffeine",88,280
"sub40","no_caffeine",89,191
"sub40","no_caffeine",90,190
"sub40","no_caffeine",91,305
"sub40","no_caffeine",92,239
"sub40","no_caffeine",93,289
"sub40","no_caffeine",94,261
"sub40","no_caffeine",95,306
"sub40","no_caffeine",96,324
"sub40","no_caffeine",97,359
"sub40","no_caffeine",98,205
"sub40","no_caffeine",99,339
"sub40","no_caffeine",100,256
