"sub","condition","trials","RT"
"sub21","no_caffeine",1,219
"sub21","no_caffeine",2,390
"sub21","no_caffeine",3,183
"sub21","no_caffeine",4,289
"sub21","no_caffeine",5,204
"sub21","no_caffeine",6,415
"sub21","no_caffeine",7,228
"sub21","no_caffeine",8,218
"sub21","no_caffeine",9,184
"sub21","no_caffeine",10,394
"sub21","no_caffeine",11,259
"sub21","no_caffeine",12,198
"sub21","no_caffeine",13,360
"sub21","no_caffeine",14,194
"sub21","no_caffeine",15,389
"sub21","no_caffeine",16,305
"sub21","no_caffeine",17,345
"sub21","no_caffeine",18,377
"sub21","no_caffeine",19,305
"sub21","no_caffeine",20,395
"sub21","no_caffeine",21,302
"sub21","no_caffeine",22,373
"sub21","no_caffeine",23,409
"sub21","no_caffeine",24,295
"sub21","no_caffeine",25,346
"sub21","no_caffeine",26,309
"sub21","no_caffeine",27,302
"sub21","no_caffeine",28,382
"sub21","no_caffeine",29,398
"sub21","no_caffeine",30,239
"sub21","no_caffeine",31,259
"sub21","no_caffeine",32,225
"sub21","no_caffeine",33,368
"sub21","no_caffeine",34,417
"sub21","no_caffeine",35,323
"sub21","no_caffeine",36,190
"sub21","no_caffeine",37,389
"sub21","no_caffeine",38,306
"sub21","no_caffeine",39,243
"sub21","no_caffeine",40,413
"sub21","no_caffeine",41,357
"sub21","no_caffeine",42,350
"sub21","no_caffeine",43,211
"sub21","no_caffeine",44,347
"sub21","no_caffeine",45,331
"sub21","no_caffeine",46,252
"sub21","no_caffeine",47,286
"sub21","no_caffeine",48,382
"sub21","no_caffeine",49,379
"sub21","no_caffeine",50,272
"sub21","no_caffeine",51,278
"sub21","no_caffeine",52,341
"sub21","no_caffeine",53,190
"sub21","no_caffeine",54,392
"sub21","no_caffeine",55,181
"sub21","no_caffeine",56,275
"sub21","no_caffeine",57,326
"sub21","no_caffeine",58,398
"sub21","no_caffeine",59,304
"sub21","no_caffeine",60,263
"sub21","no_caffeine",61,183
"sub21","no_caffeine",62,411
"sub21","no_caffeine",63,378
"sub21","no_caffeine",64,347
"sub21","no_caffeine",65,256
"sub21","no_caffeine",66,252
"sub21","no_caffeine",67,235
"sub21","no_caffeine",68,350
"sub21","no_caffeine",69,379
"sub21","no_caffeine",70,289
"sub21","no_caffeine",71,187
"sub21","no_caffeine",72,417
"sub21","no_caffeine",73,210
"sub21","no_caffeine",74,397
"sub21","no_caffeine",75,372
"sub21","no_caffeine",76,238
"sub21","no_caffeine",77,305
"sub21","no_caffeine",78,327
"sub21","no_caffeine",79,235
"sub21","no_caffeine",80,203
"sub21","no_caffeine",81,291
"sub21","no_caffeine",82,384
"sub21","no_caffeine",83,394
"sub21","no_caffeine",84,336
"sub21","no_caffeine",85,408
"sub21","no_caffeine",86,403
"sub21","no_caffeine",87,200
"sub21","no_caffeine",88,285
"sub21","no_caffeine",89,258
"sub21","no_caffeine",90,317
"sub21","no_caffeine",91,414
"sub21","no_caffeine",92,344
"sub21","no_caffeine",93,320
"sub21","no_caffeine",94,235
"sub21","no_caffeine",95,412
"sub21","no_caffeine",96,258
"sub21","no_caffeine",97,258
"sub21","no_caffeine",98,418
"sub21","no_caffeine",99,257
"sub21","no_caffeine",100,309
