"sub","condition","trials","RT"
"sub33","no_caffeine",1,309
"sub33","no_caffeine",2,240
"sub33","no_caffeine",3,340
"sub33","no_caffeine",4,374
"sub33","no_caffeine",5,229
"sub33","no_caffeine",6,359
"sub33","no_caffeine",7,226
"sub33","no_caffeine",8,387
"sub33","no_caffeine",9,187
"sub33","no_caffeine",10,321
"sub33","no_caffeine",11,288
"sub33","no_caffeine",12,358
"sub33","no_caffeine",13,294
"sub33","no_caffeine",14,398
"sub33","no_caffeine",15,299
"sub33","no_caffeine",16,200
"sub33","no_caffeine",17,339
"sub33","no_caffeine",18,401
"sub33","no_caffeine",19,368
"sub33","no_caffeine",20,409
"sub33","no_caffeine",21,222
"sub33","no_caffeine",22,190
"sub33","no_caffeine",23,247
"sub33","no_caffeine",24,358
"sub33","no_caffeine",25,278
"sub33","no_caffeine",26,251
"sub33","no_caffeine",27,374
"sub33","no_caffeine",28,297
"sub33","no_caffeine",29,219
"sub33","no_caffeine",30,181
"sub33","no_caffeine",31,405
"sub33","no_caffeine",32,293
"sub33","no_caffeine",33,324
"sub33","no_caffeine",34,274
"sub33","no_caffeine",35,288
"sub33","no_caffeine",36,341
"sub33","no_caffeine",37,394
"sub33","no_caffeine",38,267
"sub33","no_caffeine",39,400
"sub33","no_caffeine",40,354
"sub33","no_caffeine",41,306
"sub33","no_caffeine",42,362
"sub33","no_caffeine",43,233
"sub33","no_caffeine",44,259
"sub33","no_caffeine",45,392
"sub33","no_caffeine",46,385
"sub33","no_caffeine",47,242
"sub33","no_caffeine",48,402
"sub33","no_caffeine",49,358
"sub33","no_caffeine",50,236
"sub33","no_caffeine",51,390
"sub33","no_caffeine",52,239
"sub33","no_caffeine",53,345
"sub33","no_caffeine",54,338
"sub33","no_caffeine",55,387
"sub33","no_caffeine",56,259
"sub33","no_caffeine",57,242
"sub33","no_caffeine",58,267
"sub33","no_caffeine",59,319
"sub33","no_caffeine",60,339
"sub33","no_caffeine",61,374
"sub33","no_caffeine",62,316
"sub33","no_caffeine",63,308
"sub33","no_caffeine",64,199
"sub33","no_caffeine",65,313
"sub33","no_caffeine",66,368
"sub33","no_caffeine",67,298
"sub33","no_caffeine",68,221
"sub33","no_caffeine",69,384
"sub33","no_caffeine",70,200
"sub33","no_caffeine",71,241
"sub33","no_caffeine",72,186
"sub33","no_caffeine",73,275
"sub33","no_caffeine",74,401
"sub33","no_caffeine",75,298
"sub33","no_caffeine",76,253
"sub33","no_caffeine",77,245
"sub33","no_caffeine",78,196
"sub33","no_caffeine",79,386
"sub33","no_caffeine",80,309
"sub33","no_caffeine",81,336
"sub33","no_caffeine",82,189
"sub33","no_caffeine",83,377
"sub33","no_caffeine",84,213
"sub33","no_caffeine",85,307
"sub33","no_caffeine",86,397
"sub33","no_caffeine",87,394
"sub33","no_caffeine",88,289
"sub33","no_caffeine",89,216
"sub33","no_caffeine",90,272
"sub33","no_caffeine",91,185
"sub33","no_caffeine",92,352
"sub33","no_caffeine",93,293
"sub33","no_caffeine",94,350
"sub33","no_caffeine",95,386
"sub33","no_caffeine",96,274
"sub33","no_caffeine",97,373
"sub33","no_caffeine",98,233
"sub33","no_caffeine",99,291
"sub33","no_caffeine",100,343
