sub,condition,trials,RT
sub32,no_caffeine,1,381
sub32,no_caffeine,2,207
sub32,no_caffeine,3,365
sub32,no_caffeine,4,286
sub32,no_caffeine,5,199
sub32,no_caffeine,6,344
sub32,no_caffeine,7,293
sub32,no_caffeine,8,324
sub32,no_caffeine,9,383
sub32,no_caffeine,10,296
sub32,no_caffeine,11,282
sub32,no_caffeine,12,295
sub32,no_caffeine,13,254
sub32,no_caffeine,14,416
sub32,no_caffeine,15,284
sub32,no_caffeine,16,213
sub32,no_caffeine,17,305
sub32,no_caffeine,18,358
sub32,no_caffeine,19,314
sub32,no_caffeine,20,43
sub32,no_caffeine,21,261
sub32,no_caffeine,22,303
sub32,no_caffeine,23,268
sub32,no_caffeine,24,306
sub32,no_caffeine,25,339
sub32,no_caffeine,26,230
sub32,no_caffeine,27,193
sub32,no_caffeine,28,276
sub32,no_caffeine,29,355
sub32,no_caffeine,30,196
sub32,no_caffeine,31,244
sub32,no_caffeine,32,189
sub32,no_caffeine,33,277
sub32,no_caffeine,34,241
sub32,no_caffeine,35,205
sub32,no_caffeine,36,404
sub32,no_caffeine,37,190
sub32,no_caffeine,38,269
sub32,no_caffeine,39,391
sub32,no_caffeine,40,387
sub32,no_caffeine,41,283
sub32,no_caffeine,42,185
sub32,no_caffeine,43,207
sub32,no_caffeine,44,382
sub32,no_caffeine,45,251
sub32,no_caffeine,46,338
sub32,no_caffeine,47,371
sub32,no_caffeine,48,224
sub32,no_caffeine,49,346
sub32,no_caffeine,50,223
sub32,no_caffeine,51,234
sub32,no_caffeine,52,337
sub32,no_caffeine,53,203
sub32,no_caffeine,54,379
sub32,no_caffeine,55,185
sub32,no_caffeine,56,406
sub32,no_caffeine,57,233
sub32,no_caffeine,58,384
sub32,no_caffeine,59,282
sub32,no_caffeine,60,417
sub32,no_caffeine,61,310
sub32,no_caffeine,62,418
sub32,no_caffeine,63,405
sub32,no_caffeine,64,300
sub32,no_caffeine,65,283
sub32,no_caffeine,66,258
sub32,no_caffeine,67,336
sub32,no_caffeine,68,364
sub32,no_caffeine,69,264
sub32,no_caffeine,70,221
sub32,no_caffeine,71,329
sub32,no_caffeine,72,185
sub32,no_caffeine,73,235
sub32,no_caffeine,74,279
sub32,no_caffeine,75,289
sub32,no_caffeine,76,368
sub32,no_caffeine,77,356
sub32,no_caffeine,78,209
sub32,no_caffeine,79,288
sub32,no_caffeine,80,192
sub32,no_caffeine,81,369
sub32,no_caffeine,82,244
sub32,no_caffeine,83,317
sub32,no_caffeine,84,295
sub32,no_caffeine,85,226
sub32,no_caffeine,86,361
sub32,no_caffeine,87,221
sub32,no_caffeine,88,309
sub32,no_caffeine,89,302
sub32,no_caffeine,90,272
sub32,no_caffeine,91,240
sub32,no_caffeine,92,310
sub32,no_caffeine,93,268
sub32,no_caffeine,94,340
sub32,no_caffeine,95,318
sub32,no_caffeine,96,319
sub32,no_caffeine,97,388
sub32,no_caffeine,98,354
sub32,no_caffeine,99,399
sub32,no_caffeine,100,316
