sub,condition,trials,RT
sub02,caffeine,1,199
sub02,caffeine,2,234
sub02,caffeine,3,351
sub02,caffeine,4,249
sub02,caffeine,5,293
sub02,caffeine,6,368
sub02,caffeine,7,316
sub02,caffeine,8,246
sub02,caffeine,9,318
sub02,caffeine,10,233
sub02,caffeine,11,246
sub02,caffeine,12,202
sub02,caffeine,13,346
sub02,caffeine,14,302
sub02,caffeine,15,287
sub02,caffeine,16,217
sub02,caffeine,17,368
sub02,caffeine,18,246
sub02,caffeine,19,251
sub02,caffeine,20,291
sub02,caffeine,21,211
sub02,caffeine,22,322
sub02,caffeine,23,291
sub02,caffeine,24,294
sub02,caffeine,25,256
sub02,caffeine,26,249
sub02,caffeine,27,334
sub02,caffeine,28,356
sub02,caffeine,29,250
sub02,caffeine,30,209
sub02,caffeine,31,203
sub02,caffeine,32,194
sub02,caffeine,33,255
sub02,caffeine,34,230
sub02,caffeine,35,210
sub02,caffeine,36,264
sub02,caffeine,37,367
sub02,caffeine,38,282
sub02,caffeine,39,247
sub02,caffeine,40,296
sub02,caffeine,41,274
sub02,caffeine,42,268
sub02,caffeine,43,336
sub02,caffeine,44,232
sub02,caffeine,45,80
sub02,caffeine,46,234
sub02,caffeine,47,352
sub02,caffeine,48,304
sub02,caffeine,49,230
sub02,caffeine,50,232
sub02,caffeine,51,219
sub02,caffeine,52,195
sub02,caffeine,53,354
sub02,caffeine,54,317
sub02,caffeine,55,277
sub02,caffeine,56,190
sub02,caffeine,57,343
sub02,caffeine,58,287
sub02,caffeine,59,359
sub02,caffeine,60,95
sub02,caffeine,61,253
sub02,caffeine,62,308
sub02,caffeine,63,226
sub02,caffeine,64,253
sub02,caffeine,65,356
sub02,caffeine,66,195
sub02,caffeine,67,225
sub02,caffeine,68,282
sub02,caffeine,69,284
sub02,caffeine,70,282
sub02,caffeine,71,203
sub02,caffeine,72,240
sub02,caffeine,73,293
sub02,caffeine,74,369
sub02,caffeine,75,320
sub02,caffeine,76,214
sub02,caffeine,77,321
sub02,caffeine,78,244
sub02,caffeine,79,289
sub02,caffeine,80,203
sub02,caffeine,81,295
sub02,caffeine,82,317
sub02,caffeine,83,220
sub02,caffeine,84,238
sub02,caffeine,85,235
sub02,caffeine,86,356
sub02,caffeine,87,309
sub02,caffeine,88,242
sub02,caffeine,89,275
sub02,caffeine,90,263
sub02,caffeine,91,330
sub02,caffeine,92,290
sub02,caffeine,93,304
sub02,caffeine,94,311
sub02,caffeine,95,266
sub02,caffeine,96,224
sub02,caffeine,97,322
sub02,caffeine,98,330
sub02,caffeine,99,208
sub02,caffeine,100,295
