sub,condition,trials,RT
sub15,caffeine,1,379
sub15,caffeine,2,262
sub15,caffeine,3,201
sub15,caffeine,4,221
sub15,caffeine,5,193
sub15,caffeine,6,357
sub15,caffeine,7,255
sub15,caffeine,8,226
sub15,caffeine,9,291
sub15,caffeine,10,197
sub15,caffeine,11,360
sub15,caffeine,12,256
sub15,caffeine,13,328
sub15,caffeine,14,191
sub15,caffeine,15,234
sub15,caffeine,16,356
sub15,caffeine,17,337
sub15,caffeine,18,325
sub15,caffeine,19,280
sub15,caffeine,20,242
sub15,caffeine,21,274
sub15,caffeine,22,343
sub15,caffeine,23,391
sub15,caffeine,24,354
sub15,caffeine,25,221
sub15,caffeine,26,257
sub15,caffeine,27,240
sub15,caffeine,28,296
sub15,caffeine,29,388
sub15,caffeine,30,286
sub15,caffeine,31,87
sub15,caffeine,32,363
sub15,caffeine,33,256
sub15,caffeine,34,336
sub15,caffeine,35,377
sub15,caffeine,36,210
sub15,caffeine,37,370
sub15,caffeine,38,246
sub15,caffeine,39,202
sub15,caffeine,40,196
sub15,caffeine,41,316
sub15,caffeine,42,258
sub15,caffeine,43,345
sub15,caffeine,44,365
sub15,caffeine,45,225
sub15,caffeine,46,360
sub15,caffeine,47,326
sub15,caffeine,48,367
sub15,caffeine,49,205
sub15,caffeine,50,363
sub15,caffeine,51,200
sub15,caffeine,52,355
sub15,caffeine,53,362
sub15,caffeine,54,242
sub15,caffeine,55,186
sub15,caffeine,56,286
sub15,caffeine,57,223
sub15,caffeine,58,335
sub15,caffeine,59,264
sub15,caffeine,60,296
sub15,caffeine,61,325
sub15,caffeine,62,318
sub15,caffeine,63,287
sub15,caffeine,64,291
sub15,caffeine,65,200
sub15,caffeine,66,216
sub15,caffeine,67,367
sub15,caffeine,68,398
sub15,caffeine,69,194
sub15,caffeine,70,313
sub15,caffeine,71,355
sub15,caffeine,72,322
sub15,caffeine,73,341
sub15,caffeine,74,203
sub15,caffeine,75,361
sub15,caffeine,76,328
sub15,caffeine,77,223
sub15,caffeine,78,332
sub15,caffeine,79,185
sub15,caffeine,80,347
sub15,caffeine,81,330
sub15,caffeine,82,344
sub15,caffeine,83,245
sub15,caffeine,84,311
sub15,caffeine,85,224
sub15,caffeine,86,299
sub15,caffeine,87,359
sub15,caffeine,88,281
sub15,caffeine,89,228
sub15,caffeine,90,276
sub15,caffeine,91,196
sub15,caffeine,92,236
sub15,caffeine,93,303
sub15,caffeine,94,301
sub15,caffeine,95,276
sub15,caffeine,96,318
sub15,caffeine,97,296
sub15,caffeine,98,246
sub15,caffeine,99,219
sub15,caffeine,100,270
