"sub","condition","trials","RT"
"sub34","no_caffeine",1,268
"sub34","no_caffeine",2,189
"sub34","no_caffeine",3,357
"sub34","no_caffeine",4,191
"sub34","no_caffeine",5,248
"sub34","no_caffeine",6,344
"sub34","no_caffeine",7,207
"sub34","no_caffeine",8,202
"sub34","no_caffeine",9,211
"sub34","no_caffeine",10,261
"sub34","no_caffeine",11,267
"sub34","no_caffeine",12,396
"sub34","no_caffeine",13,350
"sub34","no_caffeine",14,287
"sub34","no_caffeine",15,245
"sub34","no_caffeine",16,378
"sub34","no_caffeine",17,402
"sub34","no_caffeine",18,356
"sub34","no_caffeine",19,257
"sub34","no_caffeine",20,375
"sub34","no_caffeine",21,254
"sub34","no_caffeine",22,387
"sub34","no_caffeine",23,234
"sub34","no_caffeine",24,241
"sub34","no_caffeine",25,327
"sub34","no_caffeine",26,229
"sub34","no_caffeine",27,223
"sub34","no_caffeine",28,395
"sub34","no_caffeine",29,363
"sub34","no_caffeine",30,324
"sub34","no_caffeine",31,193
"sub34","no_caffeine",32,311
"sub34","no_caffeine",33,327
"sub34","no_caffeine",34,211
"sub34","no_caffeine",35,305
"sub34","no_caffeine",36,216
"sub34","no_caffeine",37,230
"sub34","no_caffeine",38,280
"sub34","no_caffeine",39,302
"sub34","no_caffeine",40,212
"sub34","no_caffeine",41,312
"sub34","no_caffeine",42,360
"sub34","no_caffeine",43,296
"sub34","no_caffeine",44,284
"sub34","no_caffeine",45,370
"sub34","no_caffeine",46,306
"sub34","no_caffeine",47,184
"sub34","no_caffeine",48,188
"sub34","no_caffeine",49,332
"sub34","no_caffeine",50,386
"sub34","no_caffeine",51,265
"sub34","no_caffeine",52,351
"sub34","no_caffeine",53,217
"sub34","no_caffeine",54,251
"sub34","no_caffeine",55,278
"sub34","no_caffeine",56,236
"sub34","no_caffeine",57,390
"sub34","no_caffeine",58,361
"sub34","no_caffeine",59,379
"sub34","no_caffeine",60,222
"sub34","no_caffeine",61,181
"sub34","no_caffeine",62,199
"sub34","no_caffeine",63,341
"sub34","no_caffeine",64,230
"sub34","no_caffeine",65,403
"sub34","no_caffeine",66,371
"sub34","no_caffeine",67,315
"sub34","no_caffeine",68,254
"sub34","no_caffeine",69,207
"sub34","no_caffeine",70,268
"sub34","no_caffeine",71,228
"sub34","no_caffeine",72,311
"sub34","no_caffeine",73,211
"sub34","no_caffeine",74,231
"sub34","no_caffeine",75,387
"sub34","no_caffeine",76,286
"sub34","no_caffeine",77,261
"sub34","no_caffeine",78,409
"sub34","no_caffeine",79,232
"sub34","no_caffeine",80,282
"sub34","no_caffeine",81,244
"sub34","no_caffeine",82,219
"sub34","no_caffeine",83,285
"sub34","no_caffeine",84,290
"sub34","no_caffeine",85,201
"sub34","no_caffeine",86,276
"sub34","no_caffeine",87,272
"sub34","no_caffeine",88,305
"sub34","no_caffeine",89,377
"sub34","no_caffeine",90,310
"sub34","no_caffeine",91,343
"sub34","no_caffeine",92,327
"sub34","no_caffeine",93,275
"sub34","no_caffeine",94,363
"sub34","no_caffeine",95,222
"sub34","no_caffeine",96,216
"sub34","no_caffeine",97,210
"sub34","no_caffeine",98,262
"sub34","no_caffeine",99,314
"sub34","no_caffeine",100,265
