sub,condition,trials,RT
sub16,caffeine,1,268
sub16,caffeine,2,363
sub16,caffeine,3,262
sub16,caffeine,4,228
sub16,caffeine,5,225
sub16,caffeine,6,219
sub16,caffeine,7,391
sub16,caffeine,8,201
sub16,caffeine,9,215
sub16,caffeine,10,190
sub16,caffeine,11,351
sub16,caffeine,12,386
sub16,caffeine,13,295
sub16,caffeine,14,307
sub16,caffeine,15,42
sub16,caffeine,16,283
sub16,caffeine,17,295
sub16,caffeine,18,316
sub16,caffeine,19,380
sub16,caffeine,20,341
sub16,caffeine,21,397
sub16,caffeine,22,354
sub16,caffeine,23,281
sub16,caffeine,24,320
sub16,caffeine,25,360
sub16,caffeine,26,378
sub16,caffeine,27,296
sub16,caffeine,28,210
sub16,caffeine,29,270
sub16,caffeine,30,388
sub16,caffeine,31,204
sub16,caffeine,32,350
sub16,caffeine,33,353
sub16,caffeine,34,204
sub16,caffeine,35,204
sub16,caffeine,36,334
sub16,caffeine,37,211
sub16,caffeine,38,344
sub16,caffeine,39,250
sub16,caffeine,40,343
sub16,caffeine,41,364
sub16,caffeine,42,376
sub16,caffeine,43,330
sub16,caffeine,44,96
sub16,caffeine,45,364
sub16,caffeine,46,192
sub16,caffeine,47,355
sub16,caffeine,48,194
sub16,caffeine,49,326
sub16,caffeine,50,382
sub16,caffeine,51,377
sub16,caffeine,52,247
sub16,caffeine,53,182
sub16,caffeine,54,298
sub16,caffeine,55,243
sub16,caffeine,56,385
sub16,caffeine,57,322
sub16,caffeine,58,343
sub16,caffeine,59,392
sub16,caffeine,60,198
sub16,caffeine,61,394
sub16,caffeine,62,384
sub16,caffeine,63,397
sub16,caffeine,64,389
sub16,caffeine,65,372
sub16,caffeine,66,241
sub16,caffeine,67,389
sub16,caffeine,68,278
sub16,caffeine,69,297
sub16,caffeine,70,340
sub16,caffeine,71,209
sub16,caffeine,72,299
sub16,caffeine,73,196
sub16,caffeine,74,216
sub16,caffeine,75,277
sub16,caffeine,76,213
sub16,caffeine,77,222
sub16,caffeine,78,267
sub16,caffeine,79,242
sub16,caffeine,80,235
sub16,caffeine,81,292
sub16,caffeine,82,309
sub16,caffeine,83,255
sub16,caffeine,84,189
sub16,caffeine,85,355
sub16,caffeine,86,215
sub16,caffeine,87,219
sub16,caffeine,88,244
sub16,caffeine,89,303
sub16,caffeine,90,266
sub16,caffeine,91,332
sub16,caffeine,92,218
sub16,caffeine,93,254
sub16,caffeine,94,224
sub16,caffeine,95,384
sub16,caffeine,96,200
sub16,caffeine,97,308
sub16,caffeine,98,352
sub16,caffeine,99,270
sub16,caffeine,100,337
