"sub","condition","trials","RT"
"sub19","caffeine",1,322
"sub19","caffeine",2,301
"sub19","caffeine",3,269
"sub19","caffeine",4,240
"sub19","caffeine",5,326
"sub19","caffeine",6,228
"sub19","caffeine",7,359
"sub19","caffeine",8,187
"sub19","caffeine",9,250
"sub19","caffeine",10,271
"sub19","caffeine",11,378
"sub19","caffeine",12,367
"sub19","caffeine",13,308
"sub19","caffeine",14,314
"sub19","caffeine",15,248
"sub19","caffeine",16,258
"sub19","caffeine",17,296
"sub19","caffeine",18,324
"sub19","caffeine",19,232
"sub19","caffeine",20,343
"sub19","caffeine",21,208
"sub19","caffeine",22,332
"sub19","caffeine",23,284
"sub19","caffeine",24,368
"sub19","caffeine",25,384
"sub19","caffeine",26,251
"sub19","caffeine",27,381
"sub19","caffeine",28,229
"sub19","caffeine",29,278
"sub19","caffeine",30,259
"sub19","caffeine",31,238
"sub19","caffeine",32,381
"sub19","caffeine",33,290
"sub19","caffeine",34,310
"sub19","caffeine",35,338
"sub19","caffeine",36,394
"sub19","caffeine",37,380
"sub19","caffeine",38,244
"sub19","caffeine",39,316
"sub19","caffeine",40,397
"sub19","caffeine",41,306
"sub19","caffeine",42,367
"sub19","caffeine",43,182
"sub19","caffeine",44,378
"sub19","caffeine",45,185
"sub19","caffeine",46,325
"sub19","caffeine",47,221
"sub19","caffeine",48,311
"sub19","caffeine",49,358
"sub19","caffeine",50,334
"sub19","caffeine",51,230
"sub19","caffeine",52,331
"sub19","caffeine",53,378
"sub19","caffeine",54,317
"sub19","caffeine",55,396
"sub19","caffeine",56,304
"sub19","caffeine",57,390
"sub19","caffeine",58,255
"sub19","caffeine",59,278
"sub19","caffeine",60,393
"sub19","caffeine",61,372
"sub19","caffeine",62,219
"sub19","caffeine",63,195
"sub19","caffeine",64,246
"sub19","caffeine",65,325
"sub19","caffeine",66,287
"sub19","caffeine",67,203
"sub19","caffeine",68,262
"sub19","caffeine",69,212
"sub19","caffeine",70,361
"sub19","caffeine",71,384
"sub19","caffeine",72,244
"sub19","caffeine",73,313
"sub19","caffeine",74,294
"sub19","caffeine",75,375
"sub19","caffeine",76,308
"sub19","caffeine",77,342
"sub19","caffeine",78,301
"sub19","caffeine",79,225
"sub19","caffeine",80,252
"sub19","caffeine",81,245
"sub19","caffeine",82,324
"sub19","caffeine",83,184
"sub19","caffeine",84,394
"sub19","caffeine",85,307
"sub19","caffeine",86,313
"sub19","caffeine",87,204
"sub19","caffeine",88,310
"sub19","caffeine",89,333
"sub19","caffeine",90,308
"sub19","caffeine",91,328
"sub19","caffeine",92,301
"sub19","caffeine",93,225
"sub19","caffeine",94,291
"sub19","caffeine",95,362
"sub19","caffeine",96,198
"sub19","caffeine",97,343
"sub19","caffeine",98,270
"sub19","caffeine",99,259
"sub19","caffeine",100,206
