sub,condition,trials,RT
sub13,caffeine,1,231
sub13,caffeine,2,307
sub13,caffeine,3,356
sub13,caffeine,4,228
sub13,caffeine,5,239
sub13,caffeine,6,217
sub13,caffeine,7,352
sub13,caffeine,8,392
sub13,caffeine,9,395
sub13,caffeine,10,223
sub13,caffeine,11,343
sub13,caffeine,12,327
sub13,caffeine,13,363
sub13,caffeine,14,338
sub13,caffeine,15,190
sub13,caffeine,16,315
sub13,caffeine,17,231
sub13,caffeine,18,269
sub13,caffeine,19,189
sub13,caffeine,20,324
sub13,caffeine,21,201
sub13,caffeine,22,277
sub13,caffeine,23,217
sub13,caffeine,24,137
sub13,caffeine,25,368
sub13,caffeine,26,191
sub13,caffeine,27,273
sub13,caffeine,28,288
sub13,caffeine,29,210
sub13,caffeine,30,297
sub13,caffeine,31,331
sub13,caffeine,32,394
sub13,caffeine,33,271
sub13,caffeine,34,264
sub13,caffeine,35,356
sub13,caffeine,36,390
sub13,caffeine,37,359
sub13,caffeine,38,333
sub13,caffeine,39,349
sub13,caffeine,40,208
sub13,caffeine,41,380
sub13,caffeine,42,399
sub13,caffeine,43,382
sub13,caffeine,44,367
sub13,caffeine,45,349
sub13,caffeine,46,334
sub13,caffeine,47,186
sub13,caffeine,48,232
sub13,caffeine,49,398
sub13,caffeine,50,233
sub13,caffeine,51,355
sub13,caffeine,52,351
sub13,caffeine,53,387
sub13,caffeine,54,314
sub13,caffeine,55,380
sub13,caffeine,56,338
sub13,caffeine,57,396
sub13,caffeine,58,325
sub13,caffeine,59,194
sub13,caffeine,60,354
sub13,caffeine,61,370
sub13,caffeine,62,242
sub13,caffeine,63,300
sub13,caffeine,64,224
sub13,caffeine,65,238
sub13,caffeine,66,200
sub13,caffeine,67,318
sub13,caffeine,68,231
sub13,caffeine,69,224
sub13,caffeine,70,262
sub13,caffeine,71,316
sub13,caffeine,72,349
sub13,caffeine,73,325
sub13,caffeine,74,329
sub13,caffeine,75,264
sub13,caffeine,76,255
sub13,caffeine,77,341
sub13,caffeine,78,245
sub13,caffeine,79,312
sub13,caffeine,80,225
sub13,caffeine,81,372
sub13,caffeine,82,309
sub13,caffeine,83,214
sub13,caffeine,84,272
sub13,caffeine,85,205
sub13,caffeine,86,347
sub13,caffeine,87,325
sub13,caffeine,88,186
sub13,caffeine,89,226
sub13,caffeine,90,283
sub13,caffeine,91,345
sub13,caffeine,92,301
sub13,caffeine,93,310
sub13,caffeine,94,396
sub13,caffeine,95,262
sub13,caffeine,96,344
sub13,caffeine,97,269
sub13,caffeine,98,323
sub13,caffeine,99,312
sub13,caffeine,100,301
