sub,condition,trials,RT
sub11,caffeine,1,306
sub11,caffeine,2,344
sub11,caffeine,3,310
sub11,caffeine,4,380
sub11,caffeine,5,384
sub11,caffeine,6,299
sub11,caffeine,7,264
sub11,caffeine,8,249
sub11,caffeine,9,243
sub11,caffeine,10,354
sub11,caffeine,11,351
sub11,caffeine,12,182
sub11,caffeine,13,288
sub11,caffeine,14,269
sub11,caffeine,15,371
sub11,caffeine,16,368
sub11,caffeine,17,311
sub11,caffeine,18,393
sub11,caffeine,19,251
sub11,caffeine,20,221
sub11,caffeine,21,185
sub11,caffeine,22,300
sub11,caffeine,23,291
sub11,caffeine,24,369
sub11,caffeine,25,277
sub11,caffeine,26,210
sub11,caffeine,27,388
sub11,caffeine,28,324
sub11,caffeine,29,231
sub11,caffeine,30,290
sub11,caffeine,31,268
sub11,caffeine,32,258
sub11,caffeine,33,281
sub11,caffeine,34,274
sub11,caffeine,35,182
sub11,caffeine,36,91
sub11,caffeine,37,341
sub11,caffeine,38,223
sub11,caffeine,39,196
sub11,caffeine,40,381
sub11,caffeine,41,267
sub11,caffeine,42,340
sub11,caffeine,43,293
sub11,caffeine,44,282
sub11,caffeine,45,264
sub11,caffeine,46,213
sub11,caffeine,47,197
sub11,caffeine,48,279
sub11,caffeine,49,330
sub11,caffeine,50,229
sub11,caffeine,51,342
sub11,caffeine,52,388
sub11,caffeine,53,294
sub11,caffeine,54,281
sub11,caffeine,55,324
sub11,caffeine,56,300
sub11,caffeine,57,279
sub11,caffeine,58,226
sub11,caffeine,59,339
sub11,caffeine,60,308
sub11,caffeine,61,398
sub11,caffeine,62,185
sub11,caffeine,63,387
sub11,caffeine,64,251
sub11,caffeine,65,393
sub11,caffeine,66,313
sub11,caffeine,67,236
sub11,caffeine,68,193
sub11,caffeine,69,338
sub11,caffeine,70,232
sub11,caffeine,71,207
sub11,caffeine,72,290
sub11,caffeine,73,192
sub11,caffeine,74,238
sub11,caffeine,75,256
sub11,caffeine,76,281
sub11,caffeine,77,305
sub11,caffeine,78,293
sub11,caffeine,79,328
sub11,caffeine,80,315
sub11,caffeine,81,366
sub11,caffeine,82,210
sub11,caffeine,83,264
sub11,caffeine,84,233
sub11,caffeine,85,289
sub11,caffeine,86,189
sub11,caffeine,87,394
sub11,caffeine,88,291
sub11,caffeine,89,236
sub11,caffeine,90,370
sub11,caffeine,91,320
sub11,caffeine,92,395
sub11,caffeine,93,386
sub11,caffeine,94,362
sub11,caffeine,95,364
sub11,caffeine,96,235
sub11,caffeine,97,318
sub11,caffeine,98,295
sub11,caffeine,99,216
sub11,caffeine,100,228
