sub,condition,trials,RT
sub04,caffeine,1,225
sub04,caffeine,2,292
sub04,caffeine,3,255
sub04,caffeine,4,251
sub04,caffeine,5,259
sub04,caffeine,6,306
sub04,caffeine,7,272
sub04,caffeine,8,338
sub04,caffeine,9,308
sub04,caffeine,10,331
sub04,caffeine,11,205
sub04,caffeine,12,237
sub04,caffeine,13,350
sub04,caffeine,14,285
sub04,caffeine,15,290
sub04,caffeine,16,92
sub04,caffeine,17,232
sub04,caffeine,18,356
sub04,caffeine,19,224
sub04,caffeine,20,327
sub04,caffeine,21,208
sub04,caffeine,22,256
sub04,caffeine,23,256
sub04,caffeine,24,295
sub04,caffeine,25,211
sub04,caffeine,26,230
sub04,caffeine,27,302
sub04,caffeine,28,261
sub04,caffeine,29,201
sub04,caffeine,30,361
sub04,caffeine,31,286
sub04,caffeine,32,254
sub04,caffeine,33,315
sub04,caffeine,34,304
sub04,caffeine,35,231
sub04,caffeine,36,216
sub04,caffeine,37,260
sub04,caffeine,38,325
sub04,caffeine,39,220
sub04,caffeine,40,349
sub04,caffeine,41,277
sub04,caffeine,42,229
sub04,caffeine,43,366
sub04,caffeine,44,194
sub04,caffeine,45,357
sub04,caffeine,46,268
sub04,caffeine,47,362
sub04,caffeine,48,295
sub04,caffeine,49,284
sub04,caffeine,50,355
sub04,caffeine,51,242
sub04,caffeine,52,226
sub04,caffeine,53,283
sub04,caffeine,54,209
sub04,caffeine,55,275
sub04,caffeine,56,339
sub04,caffeine,57,279
sub04,caffeine,58,207
sub04,caffeine,59,327
sub04,caffeine,60,253
sub04,caffeine,61,306
sub04,caffeine,62,241
sub04,caffeine,63,251
sub04,caffeine,64,325
sub04,caffeine,65,191
sub04,caffeine,66,243
sub04,caffeine,67,292
sub04,caffeine,68,208
sub04,caffeine,69,235
sub04,caffeine,70,289
sub04,caffeine,71,215
sub04,caffeine,72,337
sub04,caffeine,73,256
sub04,caffeine,74,334
sub04,caffeine,75,351
sub04,caffeine,76,201
sub04,caffeine,77,196
sub04,caffeine,78,235
sub04,caffeine,79,198
sub04,caffeine,80,361
sub04,caffeine,81,293
sub04,caffeine,82,258
sub04,caffeine,83,344
sub04,caffeine,84,247
sub04,caffeine,85,231
sub04,caffeine,86,344
sub04,caffeine,87,363
sub04,caffeine,88,245
sub04,caffeine,89,245
sub04,caffeine,90,292
sub04,caffeine,91,247
sub04,caffeine,92,316
sub04,caffeine,93,236
sub04,caffeine,94,256
sub04,caffeine,95,298
sub04,caffeine,96,207
sub04,caffeine,97,351
sub04,caffeine,98,232
sub04,caffeine,99,96
sub04,caffeine,100,278
