"sub","condition","trials","RT"
"sub31","no_caffeine",1,267
"sub31","no_caffeine",2,412
"sub31","no_caffeine",3,220
"sub31","no_caffeine",4,261
"sub31","no_caffeine",5,292
"sub31","no_caffeine",6,216
"sub31","no_caffeine",7,396
"sub31","no_caffeine",8,324
"sub31","no_caffeine",9,397
"sub31","no_caffeine",10,214
"sub31","no_caffeine",11,311
"sub31","no_caffeine",12,354
"sub31","no_caffeine",13,253
"sub31","no_caffeine",14,292
"sub31","no_caffeine",15,304
"sub31","no_caffeine",16,222
"sub31","no_caffeine",17,356
"sub31","no_caffeine",18,248
"sub31","no_caffeine",19,279
"sub31","no_caffeine",20,337
"sub31","no_caffeine",21,376
"sub31","no_caffeine",22,360
"sub31","no_caffeine",23,224
"sub31","no_caffeine",24,367
"sub31","no_caffeine",25,241
"sub31","no_caffeine",26,185
"sub31","no_caffeine",27,237
"sub31","no_caffeine",28,305
"sub31","no_caffeine",29,310
"sub31","no_caffeine",30,283
"sub31","no_caffeine",31,381
"sub31","no_caffeine",32,207
"sub31","no_caffeine",33,193
"sub31","no_caffeine",34,299
"sub31","no_caffeine",35,310
"sub31","no_caffeine",36,346
"sub31","no_caffeine",37,183
"sub31","no_caffeine",38,389
"sub31","no_caffeine",39,322
"sub31","no_caffeine",40,266
"sub31","no_caffeine",41,276
"sub31","no_caffeine",42,271
"sub31","no_caffeine",43,365
"sub31","no_caffeine",44,398
"sub31","no_caffeine",45,273
"sub31","no_caffeine",46,248
"sub31","no_caffeine",47,412
"sub31","no_caffeine",48,223
"sub31","no_caffeine",49,206
"sub31","no_caffeine",50,372
"sub31","no_caffeine",51,397
"sub31","no_caffeine",52,340
"sub31","no_caffeine",53,264
"sub31","no_caffeine",54,188
"sub31","no_caffeine",55,200
"sub31","no_caffeine",56,366
"sub31","no_caffeine",57,185
"sub31","no_caffeine",58,415
"sub31","no_caffeine",59,236
"sub31","no_caffeine",60,404
"sub31","no_caffeine",61,395
"sub31","no_caffeine",62,403
"sub31","no_caffeine",63,408
"sub31","no_caffeine",64,409
"sub31","no_caffeine",65,287
"sub31","no_caffeine",66,219
"sub31","no_caffeine",67,354
"sub31","no_caffeine",68,255
"sub31","no_caffeine",69,304
"sub31","no_caffeine",70,184
"sub31","no_caffeine",71,346
"sub31","no_caffeine",72,362
"sub31","no_caffeine",73,208
"sub31","no_caffeine",74,397
"sub31","no_caffeine",75,234
"sub31","no_caffeine",76,290
"sub31","no_caffeine",77,335
"sub31","no_caffeine",78,272
"sub31","no_caffeine",79,261
"sub31","no_caffeine",80,193
"sub31","no_caffeine",81,332
"sub31","no_caffeine",82,238
"sub31","no_caffeine",83,372
"sub31","no_caffeine",84,419
"sub31","no_caffeine",85,362
"sub31","no_caffeine",86,275
"sub31","no_caffeine",87,279
"sub31","no_caffeine",88,363
"sub31","no_caffeine",89,298
"sub31","no_caffeine",90,269
"sub31","no_caffeine",91,285
"sub31","no_caffeine",92,297
"sub31","no_caffeine",93,215
"sub31","no_caffeine",94,210
"sub31","no_caffeine",95,234
"sub31","no_caffeine",96,301
"sub31","no_caffeine",97,419
"sub31","no_caffeine",98,249
"sub31","no_caffeine",99,232
"sub31","no_caffeine",100,388
